time_step,variable,PCA_1
1,relative_humidity_30_mean,3.440294485099163
2,relative_humidity_30_mean,3.378087877974338
3,relative_humidity_30_mean,3.2183740505651732
4,relative_humidity_30_mean,3.0645910397347733
5,relative_humidity_30_mean,3.0441341773508563
6,relative_humidity_30_mean,3.0199214587900265
7,relative_humidity_30_mean,2.8955721828930914
8,relative_humidity_30_mean,2.7436293212914933
9,relative_humidity_30_mean,2.3891746804081357
10,relative_humidity_30_mean,2.135897564399195
11,relative_humidity_30_mean,1.9485649293311913
12,relative_humidity_30_mean,1.7454665425992806
13,relative_humidity_30_mean,1.3530361229033971
14,relative_humidity_30_mean,1.1296641704933805
15,relative_humidity_30_mean,0.947437623342375
16,relative_humidity_30_mean,0.7332158288706483
17,relative_humidity_30_mean,0.560872539129806
18,relative_humidity_30_mean,0.41160201317085304
19,relative_humidity_30_mean,0.2496022962597021
20,relative_humidity_30_mean,-0.013489325226574636
21,relative_humidity_30_mean,-0.23049821871806617
22,relative_humidity_30_mean,-0.48254645166929294
23,relative_humidity_30_mean,-0.7081011845820507
24,relative_humidity_30_mean,-2.159605321152299
25,relative_humidity_30_mean,-2.357762409991002
26,relative_humidity_30_mean,-2.4989887488562594
27,relative_humidity_30_mean,-2.701861521055789
28,relative_humidity_30_mean,-2.7722768125343196
29,relative_humidity_30_mean,-2.8504316643856167
30,relative_humidity_30_mean,-2.900123122883684
31,relative_humidity_30_mean,-2.984210754053134
32,relative_humidity_30_mean,-3.10788710069417
33,relative_humidity_30_mean,-3.1546908776364844
34,relative_humidity_30_mean,-3.156289883951459
35,relative_humidity_30_mean,-3.169982919422067
36,relative_humidity_30_mean,-3.160392587794627
