time_step,variable,PCA_1,PCA_2
1,geopotential_500_std,-4.199873230246084,3.4516778048333623
2,geopotential_500_std,-4.246682057551778,3.513376287734334
3,geopotential_500_std,-4.2925447173643425,2.965039567607633
4,geopotential_500_std,-4.217604810313145,2.0982807363386544
5,geopotential_500_std,-3.9965736881904066,1.5236957875984827
6,geopotential_500_std,-3.840505155245078,0.7151568556172616
7,geopotential_500_std,-3.5783134848299145,0.03748455314780124
8,geopotential_500_std,-3.323375261257673,-0.3754602571310051
9,geopotential_500_std,-3.093500571123491,-0.9534896857208662
10,geopotential_500_std,-2.9276267823963895,-1.28409944374302
11,geopotential_500_std,-2.6465256746147974,-1.6225389418333427
12,geopotential_500_std,-2.6693555237723285,-1.6325061796372566
13,geopotential_500_std,-2.1804073435361833,-1.8052502530796866
14,geopotential_500_std,-2.0368093217442804,-1.7356999382404636
15,geopotential_500_std,-1.7867733465348015,-1.8316186710332683
16,geopotential_500_std,-1.40608730957381,-1.8563609263095848
17,geopotential_500_std,-0.830231578912612,-1.789055754959574
18,geopotential_500_std,-0.34696985797650265,-1.5078265847659447
19,geopotential_500_std,0.2238249597107811,-1.3420781139782858
20,geopotential_500_std,0.6065317444564154,-1.2149927027862137
21,geopotential_500_std,1.0214665040069955,-1.2452485336436405
22,geopotential_500_std,1.3417098220491164,-0.9952351281705951
23,geopotential_500_std,1.7926862689039862,-0.8348225057214267
24,geopotential_500_std,2.2126228414451448,-0.6803729724205579
25,geopotential_500_std,2.6266634662344654,-0.3044710199370201
26,geopotential_500_std,2.96490146635919,-0.2081829409097496
27,geopotential_500_std,3.221952648884323,0.2666885012933747
28,geopotential_500_std,3.3410131408946113,0.35917969834140484
29,geopotential_500_std,3.628385531489585,0.49682500878776564
30,geopotential_500_std,3.7600345836456497,0.6090356448710429
31,geopotential_500_std,3.993851446286204,0.8331639053361086
32,geopotential_500_std,4.166102782352687,0.9187250552718791
33,geopotential_500_std,4.092019977890203,1.1197539032072372
34,geopotential_500_std,4.13650841844545,1.2770677274442197
35,geopotential_500_std,4.196831924570854,1.4587632551084406
36,geopotential_500_std,4.292652187557967,1.5753962614825048
