time_step,variable,PCA_1
1,relative_humidity_50_mean,3.45594470308367
2,relative_humidity_50_mean,3.266811101575709
3,relative_humidity_50_mean,2.8004071849948646
4,relative_humidity_50_mean,2.7492325316744495
5,relative_humidity_50_mean,2.689502507704945
6,relative_humidity_50_mean,2.529419660724495
7,relative_humidity_50_mean,2.2434186961956795
8,relative_humidity_50_mean,2.0173781812716247
9,relative_humidity_50_mean,1.7348796594832099
10,relative_humidity_50_mean,1.5958091133974652
11,relative_humidity_50_mean,1.50556054862852
12,relative_humidity_50_mean,1.3699773228744136
13,relative_humidity_50_mean,1.1890250831469527
14,relative_humidity_50_mean,1.0355798483140837
15,relative_humidity_50_mean,0.8705406676751781
16,relative_humidity_50_mean,0.7466824168241577
17,relative_humidity_50_mean,0.5312428271549714
18,relative_humidity_50_mean,0.3057562982062712
19,relative_humidity_50_mean,0.1855483960754069
20,relative_humidity_50_mean,-0.023255685286270266
21,relative_humidity_50_mean,-0.2524401260481552
22,relative_humidity_50_mean,-0.40628697773026196
23,relative_humidity_50_mean,-0.5344065156233675
24,relative_humidity_50_mean,-1.8638205301253457
25,relative_humidity_50_mean,-1.958089948041902
26,relative_humidity_50_mean,-2.0681825207817863
27,relative_humidity_50_mean,-2.2087864632263665
28,relative_humidity_50_mean,-2.3195321921976872
29,relative_humidity_50_mean,-2.398099933547143
30,relative_humidity_50_mean,-2.42683491423579
31,relative_humidity_50_mean,-2.4891870477329583
32,relative_humidity_50_mean,-2.56236191069096
33,relative_humidity_50_mean,-2.670110525915628
34,relative_humidity_50_mean,-2.7782636855507095
35,relative_humidity_50_mean,-2.8904748238346345
36,relative_humidity_50_mean,-2.9725829484370934
