time_step,variable,PCA_1,PCA_2
1,mean_top_net_long_wave_radiation_flux_mean,-4.470533847438944,3.862619209037203
2,mean_top_net_long_wave_radiation_flux_mean,-4.776756090134936,3.2985274174908334
3,mean_top_net_long_wave_radiation_flux_mean,-4.830588733344842,3.037404982899381
4,mean_top_net_long_wave_radiation_flux_mean,-4.8174770779568865,2.9178964454634726
5,mean_top_net_long_wave_radiation_flux_mean,-4.751834932600685,2.423262328341432
6,mean_top_net_long_wave_radiation_flux_mean,-4.518848401102604,1.9037997800276643
7,mean_top_net_long_wave_radiation_flux_mean,-4.25374358453031,1.473072875736375
8,mean_top_net_long_wave_radiation_flux_mean,-4.06100327676858,0.9886923166065665
9,mean_top_net_long_wave_radiation_flux_mean,-3.7997596392352464,0.32414849863638945
10,mean_top_net_long_wave_radiation_flux_mean,-3.4755864189949786,-0.18934386820068586
11,mean_top_net_long_wave_radiation_flux_mean,-3.1391923148984375,-0.7267247427537973
12,mean_top_net_long_wave_radiation_flux_mean,-2.960285524710404,-1.0989515960173046
13,mean_top_net_long_wave_radiation_flux_mean,-2.610133490544172,-1.5098890788989254
14,mean_top_net_long_wave_radiation_flux_mean,-2.364731067027582,-1.9966728460692593
15,mean_top_net_long_wave_radiation_flux_mean,-2.0047591953800934,-2.3349618452183365
16,mean_top_net_long_wave_radiation_flux_mean,-1.547552657504965,-2.5624900359204505
17,mean_top_net_long_wave_radiation_flux_mean,-1.1981365760667584,-2.845306135550601
18,mean_top_net_long_wave_radiation_flux_mean,-0.7000523438133328,-2.990817632542232
19,mean_top_net_long_wave_radiation_flux_mean,-0.3629729038828056,-3.038709581519263
20,mean_top_net_long_wave_radiation_flux_mean,-0.032477223535009085,-2.944148898586698
21,mean_top_net_long_wave_radiation_flux_mean,0.47282045955446583,-2.8374878710247025
22,mean_top_net_long_wave_radiation_flux_mean,0.9719057609636075,-2.568075851435255
23,mean_top_net_long_wave_radiation_flux_mean,1.4143190948065996,-2.334524141663247
24,mean_top_net_long_wave_radiation_flux_mean,2.1289762658119464,-1.9784330407954696
25,mean_top_net_long_wave_radiation_flux_mean,2.686693119902654,-1.8086095178280572
26,mean_top_net_long_wave_radiation_flux_mean,3.3106343475675715,-1.362467099339685
27,mean_top_net_long_wave_radiation_flux_mean,3.6089793881691166,-0.9092415925414562
28,mean_top_net_long_wave_radiation_flux_mean,4.05721090375064,-0.49995828481984844
29,mean_top_net_long_wave_radiation_flux_mean,4.400739057178918,0.08295712216404748
30,mean_top_net_long_wave_radiation_flux_mean,4.779163559367828,0.6458926934679439
31,mean_top_net_long_wave_radiation_flux_mean,5.108852713203063,1.1689649491181542
32,mean_top_net_long_wave_radiation_flux_mean,5.514071806283994,1.795325384921437
33,mean_top_net_long_wave_radiation_flux_mean,5.622823072274484,2.3104887607589335
34,mean_top_net_long_wave_radiation_flux_mean,5.643422371603057,2.996682852878899
35,mean_top_net_long_wave_radiation_flux_mean,5.591937720179366,3.4698988808704336
36,mean_top_net_long_wave_radiation_flux_mean,5.363875658854274,3.8371791623061027
