time_step,variable,PCA_1,PCA_2
1,mean_vertically_integrated_moisture_divergence_std,-4.114908633740001,2.6938311256444396
2,mean_vertically_integrated_moisture_divergence_std,-4.344203214974083,2.6670330835179046
3,mean_vertically_integrated_moisture_divergence_std,-4.112399445512816,2.401682513055907
4,mean_vertically_integrated_moisture_divergence_std,-3.949079068017723,2.251468186037089
5,mean_vertically_integrated_moisture_divergence_std,-4.009853347226359,2.10237459901746
6,mean_vertically_integrated_moisture_divergence_std,-4.171726169184098,1.6851906982924973
7,mean_vertically_integrated_moisture_divergence_std,-4.13939429690551,1.2305124886783525
8,mean_vertically_integrated_moisture_divergence_std,-4.06954899224933,0.6375993638707363
9,mean_vertically_integrated_moisture_divergence_std,-3.9477444421711527,0.0957663226447131
10,mean_vertically_integrated_moisture_divergence_std,-3.7709090291349954,-0.3011688783909935
11,mean_vertically_integrated_moisture_divergence_std,-3.430423006460074,-0.7496764813699786
12,mean_vertically_integrated_moisture_divergence_std,-3.0441262174787154,-1.0822214090752253
13,mean_vertically_integrated_moisture_divergence_std,-1.6128547000972122,-1.610395222923609
14,mean_vertically_integrated_moisture_divergence_std,-0.7420245803141351,-2.0983087852009596
15,mean_vertically_integrated_moisture_divergence_std,-0.17752568189656207,-2.3655585176054776
16,mean_vertically_integrated_moisture_divergence_std,0.14911185087207168,-2.4036915317828695
17,mean_vertically_integrated_moisture_divergence_std,0.5536618344076394,-2.665238404192106
18,mean_vertically_integrated_moisture_divergence_std,0.8232284850998329,-2.792961018584329
19,mean_vertically_integrated_moisture_divergence_std,0.604865844294617,-2.658560651352565
20,mean_vertically_integrated_moisture_divergence_std,0.26870520770271944,-2.4227380750625778
21,mean_vertically_integrated_moisture_divergence_std,0.3494483196326226,-2.2989961276216064
22,mean_vertically_integrated_moisture_divergence_std,0.5963099244059457,-2.1150858766009675
23,mean_vertically_integrated_moisture_divergence_std,0.8730012721922026,-2.066906814429848
24,mean_vertically_integrated_moisture_divergence_std,1.4982712480525513,-1.6147083749994238
25,mean_vertically_integrated_moisture_divergence_std,2.187096033423143,-1.2768256053729015
26,mean_vertically_integrated_moisture_divergence_std,2.8010262555875327,-0.938438681514975
27,mean_vertically_integrated_moisture_divergence_std,2.9844073401571056,-0.4835130413131662
28,mean_vertically_integrated_moisture_divergence_std,3.0981463017333537,-0.32107443399528635
29,mean_vertically_integrated_moisture_divergence_std,3.4195080548267818,0.02281741374447741
30,mean_vertically_integrated_moisture_divergence_std,3.6348936990191834,0.4108069456054498
31,mean_vertically_integrated_moisture_divergence_std,3.6526011845463273,0.7604973031345171
32,mean_vertically_integrated_moisture_divergence_std,3.8178811776870667,1.0545290580466102
33,mean_vertically_integrated_moisture_divergence_std,4.3838310212016225,2.400455678004209
34,mean_vertically_integrated_moisture_divergence_std,4.694491942333536,3.4078662932395023
35,mean_vertically_integrated_moisture_divergence_std,4.63769092243141,4.108238998263484
36,mean_vertically_integrated_moisture_divergence_std,4.608542905755532,4.335397860591536
