time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8
1,relative_humidity_850_max,5.614311851446522,-1.3938172085368015,-2.485724522822476,-2.0521250140127005,1.218013127648383,-1.489382899391014,0.3870464344693091,0.23866544482116503
2,relative_humidity_850_max,6.1574828584122345,-0.13415979591214117,-1.2863074650421047,-0.6588195840140179,-0.021319869817907434,-2.3865027849041702,0.37171515808168787,1.43595770187928
3,relative_humidity_850_max,5.532915536822635,-0.29541987311158757,-0.4648340641112279,-0.8980636976585593,0.5510382281248142,-2.7881267646186716,1.0205944944043113,0.3977485075656798
4,relative_humidity_850_max,5.91348984015245,-1.071860863255235,-0.17494623660849323,-1.3900177460872563,0.5335798636658936,-2.0891120700723205,0.5248316401969282,0.6295112270983589
5,relative_humidity_850_max,5.836676481867078,0.03722233428604525,-1.1016890158262413,-1.6022862719793998,0.5889521468054575,-1.0173486123058093,-0.3426409615799739,-0.24657323718120763
6,relative_humidity_850_max,5.396289783231264,0.10124296120826132,-1.0989681589982494,0.2599268918302225,0.10754064744368623,0.08483849073987793,-1.4133131343819234,-2.2850438183689263
7,relative_humidity_850_max,5.409811180849487,0.03032570805486983,-0.3688859346063972,0.6009069890169795,-1.7551660093022616,2.1016511183466755,-0.6999547956668118,-1.4419900974648698
8,relative_humidity_850_max,3.4958151746122597,0.44187436055088003,1.5181200118986025,0.377233803198711,-2.8008545292634266,3.7449461500121743,0.25970449994476263,-0.8381247740033521
9,relative_humidity_850_max,3.8079397876053362,-0.5780399070345433,1.542390365802346,0.00393040450200375,-2.287634285479855,3.701187698074161,2.077671630095996,0.2806850102048196
10,relative_humidity_850_max,1.920869211547318,-1.2332149192038944,-0.3521251175593487,3.231569962993106,-2.5318470598828675,2.83510484909978,-0.2813374679762108,0.9737097501307193
11,relative_humidity_850_max,0.6378360711684061,-2.447302684453172,1.3733441664172674,4.007332658647325,-0.24556216209124782,1.7442524915875506,1.520757594546713,0.2576922099153623
12,relative_humidity_850_max,-0.9984720355814106,-2.6466904863091547,-0.9434145600582244,4.74248042069339,2.1133869780062327,-0.33797313476792873,-0.5001875847449759,-0.4471973376359306
13,relative_humidity_850_max,-1.9384212926603235,-3.0943335484745313,-1.6376981226565075,4.291505448828974,1.7330415929791791,-1.2565441959403827,-0.146297696800556,-0.5876646032329705
14,relative_humidity_850_max,-1.8298497842806707,-3.3286832405202316,-1.150027630733685,4.769539880271827,1.099991157619595,-0.9977104122318954,-0.4225893556860269,0.12702750110491223
15,relative_humidity_850_max,-2.440588962329209,-4.078283691548645,-2.7036551948459704,2.885115082024588,0.7300726248404131,-0.65811805239064,-1.4819481295838108,0.6737189110818239
16,relative_humidity_850_max,-2.596724674163696,-4.008299546960935,-2.5760935638142732,-2.3759775368788243,-0.8373043779685068,0.48629379621089963,-2.238561019916949,0.8817719399934169
