time_step,variable,PCA_1,PCA_2
1,mean_large_scale_precipitation_rate_mean,-5.367231467026048,-3.0756944271454
2,mean_large_scale_precipitation_rate_mean,-5.471526366239943,-2.8676113169440556
3,mean_large_scale_precipitation_rate_mean,-5.505673787395937,-2.613206186580833
4,mean_large_scale_precipitation_rate_mean,-5.434128057764934,-2.4611496562962807
5,mean_large_scale_precipitation_rate_mean,-5.3360896374663245,-2.3484742257708433
6,mean_large_scale_precipitation_rate_mean,-5.059557330398376,-2.105951190956642
7,mean_large_scale_precipitation_rate_mean,-4.786600462251087,-1.6089910098627573
8,mean_large_scale_precipitation_rate_mean,-4.567600675184749,-1.110786331329932
9,mean_large_scale_precipitation_rate_mean,-4.288006140147635,-0.5053945690318189
10,mean_large_scale_precipitation_rate_mean,-3.9372314734638776,0.09400651454108201
11,mean_large_scale_precipitation_rate_mean,-3.687990117102728,0.6777922297303136
12,mean_large_scale_precipitation_rate_mean,-3.445984083592337,1.2617806267636156
13,mean_large_scale_precipitation_rate_mean,-2.832030585979305,1.6082636873411515
14,mean_large_scale_precipitation_rate_mean,-2.471077140179857,2.236006516837256
15,mean_large_scale_precipitation_rate_mean,-2.2293769759645694,2.5763072446306357
16,mean_large_scale_precipitation_rate_mean,-1.6847855517000159,2.7148780913289854
17,mean_large_scale_precipitation_rate_mean,-1.0932767318320193,3.0102664238634254
18,mean_large_scale_precipitation_rate_mean,-0.503827344015431,3.2677076381335373
19,mean_large_scale_precipitation_rate_mean,0.1389703661464109,3.41974660563828
20,mean_large_scale_precipitation_rate_mean,0.637769223689173,3.359948204907317
21,mean_large_scale_precipitation_rate_mean,1.17976643469406,3.0549752022580576
22,mean_large_scale_precipitation_rate_mean,1.6901139511025165,2.8664861472821124
23,mean_large_scale_precipitation_rate_mean,2.259799174629338,2.4552664846982664
24,mean_large_scale_precipitation_rate_mean,2.9585000934456853,2.1234021154941214
25,mean_large_scale_precipitation_rate_mean,3.6005588239009994,1.4179920041615803
26,mean_large_scale_precipitation_rate_mean,4.064129249332703,0.8087903280710258
27,mean_large_scale_precipitation_rate_mean,4.378774405481112,0.12965305535587307
28,mean_large_scale_precipitation_rate_mean,4.680205210006326,-0.6625279336743429
29,mean_large_scale_precipitation_rate_mean,4.8565657991996956,-1.1849316982464886
30,mean_large_scale_precipitation_rate_mean,5.045059169857827,-1.5937834485012627
31,mean_large_scale_precipitation_rate_mean,5.241334589190742,-1.9150166094987817
32,mean_large_scale_precipitation_rate_mean,5.208309909139153,-2.184247348227651
33,mean_large_scale_precipitation_rate_mean,5.268447739255612,-2.4351530081090917
34,mean_large_scale_precipitation_rate_mean,5.4164833544459725,-2.676692689120004
35,mean_large_scale_precipitation_rate_mean,5.522683826713354,-2.8637785390761694
36,mean_large_scale_precipitation_rate_mean,5.5545226074744996,-2.8698789326642875
