time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5
1,surface_latent_heat_flux_max,4.225874220013405,3.7988169183638463,-3.102158412370396,-2.3095705908764597,-1.090457630105463
2,surface_latent_heat_flux_max,4.6854718683921535,4.073248373676385,-3.390310800276154,-1.598343573537231,-0.33074988904694097
3,surface_latent_heat_flux_max,5.007272562183353,3.510779258666244,-3.1460583655958096,-0.6511807919948935,1.0254819208182282
4,surface_latent_heat_flux_max,5.12586446852347,3.2082914484288434,-2.301253647929335,-0.30391485725499395,0.9514196437853893
5,surface_latent_heat_flux_max,4.806691977423969,2.254591876905789,-0.9401813542882911,0.8609838733244182,1.6160941208957358
6,surface_latent_heat_flux_max,4.808659291789864,2.453078607468286,0.342804550056737,2.2461094716850507,0.5534885874376838
7,surface_latent_heat_flux_max,4.65485894567146,1.067101817429452,0.6682287115931754,3.341395997408611,-0.6792288620134439
8,surface_latent_heat_flux_max,4.404135932183245,-0.20005657507802754,1.4331138445242073,3.3827548808987675,-0.7511088205238671
9,surface_latent_heat_flux_max,3.895828646815849,-1.5625337978571683,2.964765206933513,2.764470383994558,-1.04793040635294
10,surface_latent_heat_flux_max,4.204717878797874,-2.170492415067577,2.9991074425437434,1.4323837193019875,-1.4772492610111354
11,surface_latent_heat_flux_max,3.7475324908337173,-2.9135122091597987,2.258954435343481,0.8479263029647606,-0.7203848626918787
12,surface_latent_heat_flux_max,3.150608819158218,-3.4414516649011393,0.38961606555752676,-0.15560256063156044,-0.2782513849391004
13,surface_latent_heat_flux_max,3.1301136519346042,-3.863313852924294,-0.6182327386366,-0.9906217452487727,-0.762071570513014
14,surface_latent_heat_flux_max,3.161180240737202,-4.059861768645784,-0.646723581064235,-1.14230860718667,-0.9426524469625952
15,surface_latent_heat_flux_max,2.121340209671384,-3.480935426657547,-2.177902679255748,-1.7312858369360042,-0.9574413479771146
16,surface_latent_heat_flux_max,-0.4658509834960026,-2.935418414925119,-2.462094616849545,-1.0993476018657635,-0.13772564970573653
17,surface_latent_heat_flux_max,-1.856254273046448,-2.9240511325539127,-2.424819541550466,-0.8033043037349578,0.45938702165735246
18,surface_latent_heat_flux_max,-1.0309806311317264,-3.0832633196969454,-2.655448578636988,-1.548103654099294,1.2972832804517458
19,surface_latent_heat_flux_max,-2.1743062823592214,-3.3174443884922646,-1.8648215639902423,-0.9925572044071563,1.112529655352931
20,surface_latent_heat_flux_max,-4.298773661197155,-1.7408315247205486,-1.4112191672211865,0.8387065835192229,0.16099854096830432
21,surface_latent_heat_flux_max,-4.287609521346279,-1.6725399712468267,-1.0982140334591772,0.32539941813526285,-0.12053975786153172
22,surface_latent_heat_flux_max,-4.657132400401944,-0.9576150218620233,-0.6871860205478304,1.3352722642681587,0.025427587708616257
23,surface_latent_heat_flux_max,-4.886184354941831,-0.5677898992542595,-0.5692429342911002,1.360050447134069,0.05818840794541993
24,surface_latent_heat_flux_max,-4.444293384495203,-0.2753013547168114,-0.5837249015025312,1.8242468746573333,0.4678746554191223
25,surface_latent_heat_flux_max,-4.546317761288933,0.42223935712191674,-0.8213255080463802,1.6723444927754794,0.8670804705788723
26,surface_latent_heat_flux_max,-4.459155506107051,1.2114002171742202,-0.1255019147706997,0.9763818132285625,0.75338366269726
27,surface_latent_heat_flux_max,-4.35811835757445,2.1823184101364475,0.23106942026812757,0.7314738838886461,0.9104732527884506
28,surface_latent_heat_flux_max,-4.016284934050713,2.3140438804653622,0.12743328617007085,1.1241058830307977,1.0925123839366166
29,surface_latent_heat_flux_max,-4.248441538193432,2.4245552347217236,-0.5278712038998357,1.9754303930682808,0.3761146396515624
30,surface_latent_heat_flux_max,-4.511557809711547,2.870272402650657,-0.11729200564656005,-0.21919898881163632,-2.3271705910532687
31,surface_latent_heat_flux_max,-3.219466902004249,2.5084884992038625,1.936301588310457,-1.8350753797151556,-3.4654859213787117
32,surface_latent_heat_flux_max,-2.7749718642208596,2.570103193723349,1.7528680833364378,-2.4680878612014885,-2.5763245585635826
33,surface_latent_heat_flux_max,-2.127908298297061,0.9247592313514927,3.220425564383183,-2.287176201585499,-1.6701918992175586
34,surface_latent_heat_flux_max,-0.5609401965442852,1.011125619861433,4.572994136484528,-2.3271871939727937,0.9811495476125076
35,surface_latent_heat_flux_max,0.5189349569420673,0.3143378075000548,4.328863834830535,-2.3348990393138482,3.106202991159153
36,surface_latent_heat_flux_max,1.275462499336561,0.0468605829106947,4.445037399493394,-2.2416706909097956,3.519874489052921
