time_step,variable,PCA_1,PCA_2,PCA_3
1,100m_magnitude_of_wind_mean,-2.1721255333916543,-2.1624868729267885,-1.5523467865919915
2,100m_magnitude_of_wind_mean,-2.2814905714719504,-2.0979993690089107,-1.4238176191106875
3,100m_magnitude_of_wind_mean,-2.3225577510709,-2.075250395080327,-1.2958960098568477
4,100m_magnitude_of_wind_mean,-2.5005798147555236,-1.9627847163436947,-0.9368326429482114
5,100m_magnitude_of_wind_mean,-2.6082164130738277,-1.9174857454342598,-0.4466693890780027
6,100m_magnitude_of_wind_mean,-2.8481909371063314,-1.8385044230657634,-0.007482047434702812
7,100m_magnitude_of_wind_mean,-2.86738368976311,-1.7112416087948568,0.38824851463372106
8,100m_magnitude_of_wind_mean,-2.8799249726605445,-1.4898111524247082,0.6534672081102705
9,100m_magnitude_of_wind_mean,-2.8118294375607564,-1.1915436869881328,0.9441913678623879
10,100m_magnitude_of_wind_mean,-2.8060757746172396,-0.955868185524276,0.9494139690172442
11,100m_magnitude_of_wind_mean,-2.664758276322365,-0.5050751642637985,1.13328295477018
12,100m_magnitude_of_wind_mean,-2.5722982833521013,0.03274917752536017,1.3095673251385576
13,100m_magnitude_of_wind_mean,-1.669755617493502,2.0528170794145884,1.3573058584646898
14,100m_magnitude_of_wind_mean,-1.523398731102079,2.212264096656366,1.2270177234530377
15,100m_magnitude_of_wind_mean,-1.31150424853898,2.4631303554709643,1.1887779466750426
16,100m_magnitude_of_wind_mean,-1.053983753734572,2.6730461895884554,0.9343428274255012
17,100m_magnitude_of_wind_mean,-0.868972340107177,2.761580948715216,0.6767108942509518
18,100m_magnitude_of_wind_mean,-0.4505091930931814,2.863133142924459,0.4309446146078072
19,100m_magnitude_of_wind_mean,-0.1861830374187433,2.808086777920944,0.03061348778622887
20,100m_magnitude_of_wind_mean,0.16217897933006056,2.612926950854525,-0.4541140486593718
21,100m_magnitude_of_wind_mean,0.4788451605672547,2.3122746081954406,-0.8874004157466298
22,100m_magnitude_of_wind_mean,0.6697595311568227,2.1737876885379985,-1.3516489338477997
23,100m_magnitude_of_wind_mean,0.9526527990648108,1.904680186070103,-1.4842597434439047
24,100m_magnitude_of_wind_mean,1.2800576535030495,1.3029188104272387,-1.8009437927461678
25,100m_magnitude_of_wind_mean,1.6650998616225305,0.8973637662704655,-1.8558801584322193
26,100m_magnitude_of_wind_mean,2.017312862723487,0.39113185615408846,-1.7774737354268246
27,100m_magnitude_of_wind_mean,2.192404413944132,-0.16356288422309587,-1.615135433911357
28,100m_magnitude_of_wind_mean,2.479660554474742,-0.6025060151210366,-1.3246831411203843
29,100m_magnitude_of_wind_mean,2.690728962087972,-1.0312817069273024,-0.9259209031058543
30,100m_magnitude_of_wind_mean,2.7978698100731347,-1.3793635374324225,-0.6064256982932602
31,100m_magnitude_of_wind_mean,2.985623038813662,-1.496944747880999,-0.28405264080657044
32,100m_magnitude_of_wind_mean,3.12431229529717,-1.6432410287239927,0.11517788714271814
33,100m_magnitude_of_wind_mean,3.7534107111459267,-1.592012106627841,1.620730221715198
34,100m_magnitude_of_wind_mean,3.7612261351836733,-1.4016414866275053,1.961034910789247
35,100m_magnitude_of_wind_mean,3.7685119639967124,-1.1930501260020803,2.3844502295201035
36,100m_magnitude_of_wind_mean,3.620083643649393,-1.0502366753044141,2.7257051991979075
