time_step,variable,PCA_1,PCA_2
1,relative_humidity_50_std,-3.125107146838595,2.5731217187155995
2,relative_humidity_50_std,-3.2655745610905567,2.4490947497042446
3,relative_humidity_50_std,-3.1142843387131727,2.475159691154894
4,relative_humidity_50_std,-3.00036639800496,2.49614730411578
5,relative_humidity_50_std,-3.1252353085403777,2.3233955574448446
6,relative_humidity_50_std,-3.3614810481927315,1.8430866333024076
7,relative_humidity_50_std,-3.274945959315867,1.537033676767621
8,relative_humidity_50_std,-3.0877522037895204,1.094533387712313
9,relative_humidity_50_std,-2.7329413910123086,0.8687727759079465
10,relative_humidity_50_std,-2.7425099512991067,0.6510856880896545
11,relative_humidity_50_std,-2.7691236305588545,0.3714563147951665
12,relative_humidity_50_std,-2.6621889792541036,-0.021784873080867285
13,relative_humidity_50_std,-2.6664857499372494,-0.3947036532592546
14,relative_humidity_50_std,-2.5006997413624656,-0.7781984838879726
15,relative_humidity_50_std,-2.4568517508516163,-1.2475071503751858
16,relative_humidity_50_std,-2.325459645391721,-1.5057622872595768
17,relative_humidity_50_std,-2.216229729353697,-1.7554344040262173
18,relative_humidity_50_std,-1.5252959383101918,-2.1715717953269027
19,relative_humidity_50_std,-0.7865665118390465,-2.3226427595832817
20,relative_humidity_50_std,0.09824970819238342,-2.417022038695756
21,relative_humidity_50_std,0.39982460756106764,-2.452919851580874
22,relative_humidity_50_std,0.7896161357770463,-2.4071542345472565
23,relative_humidity_50_std,0.7608711166879516,-2.3546653923248244
24,relative_humidity_50_std,0.8831607668103824,-2.15150708251681
25,relative_humidity_50_std,0.9597790801194014,-1.953991298222256
26,relative_humidity_50_std,1.5738556541957218,-1.9194376099916364
27,relative_humidity_50_std,2.354389795874566,-1.7222406618903343
28,relative_humidity_50_std,3.100386214391718,-1.3633889809921425
29,relative_humidity_50_std,3.5531756211494305,-1.0382240612768805
30,relative_humidity_50_std,3.9691262021633316,-0.2819119838238936
31,relative_humidity_50_std,4.605481542552401,0.35078894721659376
32,relative_humidity_50_std,5.290449002664846,0.8918969011320035
33,relative_humidity_50_std,5.5060583082149295,1.536421553316865
34,relative_humidity_50_std,5.555076598044797,2.315210553745953
35,relative_humidity_50_std,5.547487841322111,3.1274329557855562
36,relative_humidity_50_std,5.792111787934067,3.355430193754473
