time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5
1,relative_humidity_1000_max,3.261280112671594,-2.642756442239519,1.9380480834539753,-0.5790575975775514,-1.0482918305348876
2,relative_humidity_1000_max,4.285474391944111,-2.7956993366382346,2.2595124270031057,-0.2813805533092941,-1.9315293891237535
3,relative_humidity_1000_max,4.889054612061334,-2.305797495336072,1.6035616378724409,0.9750483875687451,-1.357625968111755
4,relative_humidity_1000_max,4.017866654984308,-2.8011250613078778,1.642449486475855,0.7075204198013012,0.19814896678201052
5,relative_humidity_1000_max,4.932289727565564,-1.6417694524065207,0.43498041243937996,1.1271720328887078,-0.7454430479502951
6,relative_humidity_1000_max,5.134578753838901,-2.1709715098979814,0.7983607850405517,0.8711605532440063,-0.5858556229406007
7,relative_humidity_1000_max,5.021608241635422,-2.167807186119762,1.0583525390920567,1.7174266069480582,-0.29575996139376415
8,relative_humidity_1000_max,4.796487514702371,-1.7348559773408467,0.5661885242921897,1.2456692951147996,0.40995780560470463
9,relative_humidity_1000_max,4.8950292857721855,-1.3839179326679343,-0.08349800187934282,-0.5007810206418827,1.0805050693761205
10,relative_humidity_1000_max,4.857465687022043,-0.07461596091867746,-0.8527539036566428,-1.681555193051593,0.8346334252091373
11,relative_humidity_1000_max,4.5186331526902235,0.17440626560805292,-1.0361538543524251,-1.4495777884091006,2.070800888713411
12,relative_humidity_1000_max,4.075838732836567,1.3775855742658518,-1.1656321897702553,-1.7303775534747794,2.172426087354631
13,relative_humidity_1000_max,3.2324619692045182,2.2981827741143013,-2.056778493372217,-1.304417522025701,2.2937619211983002
14,relative_humidity_1000_max,2.64506358626836,3.023877918441756,-1.9986353515574027,-0.8011177132230927,1.1782732584414521
15,relative_humidity_1000_max,2.464782606426919,3.9950967257600754,-1.8885091109225562,-0.8427875010825289,-0.3501782400386064
16,relative_humidity_1000_max,2.1591415640648504,4.537511318380932,-1.465780434640406,-0.6174247630672941,-2.0145243789561023
17,relative_humidity_1000_max,0.9692492044591741,4.574396918269565,-1.4380667654775194,-0.1321280190274709,-2.128956924416605
18,relative_humidity_1000_max,-0.18328547957102287,4.41555439613629,-1.5239674690441969,0.053762278101186646,-2.193429808975833
19,relative_humidity_1000_max,-1.5637171344312448,4.213075449189735,-0.5874469125555601,1.5183147607877108,-1.7136003032897251
20,relative_humidity_1000_max,-2.6872235453650526,3.10508437004171,0.6959195204610092,2.2351939778933905,0.4569691055005435
21,relative_humidity_1000_max,-3.1195238779292915,3.4303033265773917,2.261771801220196,2.467931681811536,0.5510742026889215
22,relative_humidity_1000_max,-2.416244212274164,2.9872603561543905,2.021465040314463,1.9139060341988843,1.3095300482425358
23,relative_humidity_1000_max,-2.9833678497868057,2.0652923263833434,2.92847432380626,1.0657944186616186,1.9658032616903642
24,relative_humidity_1000_max,-3.2983917579581967,1.1360474002923187,3.2029777432969286,-0.40265768416481473,1.1329612837030518
25,relative_humidity_1000_max,-4.284996259227257,0.0627338589633888,3.0637892395587683,-1.189167495579608,0.31024477260624495
26,relative_humidity_1000_max,-4.285514817429601,-0.26971726941624424,2.4577877370514596,-1.7578089892385997,0.18097907358239715
27,relative_humidity_1000_max,-4.731019983704257,-0.9627616643122845,1.8967315042917343,-1.9874732907879262,-0.47743634593009304
28,relative_humidity_1000_max,-4.726517037578618,-0.8394508496907308,1.8476261104862113,-1.6616302648576338,-0.4373461577747503
29,relative_humidity_1000_max,-4.447249708093089,-1.5633747816936991,0.4610867376358227,-1.510952130963234,-0.46045154176247344
30,relative_humidity_1000_max,-4.308763238764796,-1.7024204089727657,-0.6030888146317307,-1.612708707108196,-0.33904331173765345
31,relative_humidity_1000_max,-4.022682746178493,-2.1752116214249537,-1.4915340021891301,-0.7566807144515793,-1.4491968557509025
32,relative_humidity_1000_max,-3.7395194384896286,-2.480811569364231,-2.6521343604898635,-0.23883335052909246,-1.3165498238805873
33,relative_humidity_1000_max,-3.7206062340615618,-2.8891550533425523,-3.118450284541373,0.18585368075760117,-0.16165914435301706
34,relative_humidity_1000_max,-3.423679535052874,-3.2420440007550235,-3.0154829891512365,1.5368364965363368,0.4817880170220431
35,relative_humidity_1000_max,-3.952498513972559,-2.775122985916388,-3.082192586149987,1.741765036218415,0.8628258182366373
36,relative_humidity_1000_max,-4.26150442827994,-2.7770224188167973,-3.078978129410562,1.6751621920386832,1.5161956509688947
