time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6
1,convective_available_potential_energy_std,2.972940937047154,-1.4722268225195392,0.7537332320086608,1.5536470098755195,-2.8856353172048395,-2.595831425723014
2,convective_available_potential_energy_std,5.443221261718063,-2.115703355500175,-1.6159745084073651,-1.7809984184503362,-1.604649962995921,-2.5965244947706716
3,convective_available_potential_energy_std,5.6080465248932825,-1.6544522444626701,-1.6245385785968438,-1.984031198504361,-1.3797643840217944,-2.223245390189193
4,convective_available_potential_energy_std,5.510014683906328,-1.6704128842873454,-2.334561076961258,-2.3692845494484263,-0.8841429117107042,-1.2775968520086585
5,convective_available_potential_energy_std,5.084431450067087,-2.328186153860111,-2.313054395357707,-2.106438194319491,0.30903493381416347,0.23963472935581734
6,convective_available_potential_energy_std,4.646288678851475,-2.216673071761806,-1.8709667680909503,-1.5760486573825014,1.3029201813537623,1.4898241272922126
7,convective_available_potential_energy_std,4.680137284081825,-1.5651662376227162,-1.3386531181949726,-0.1062826795235207,1.6034607840842239,2.3299059202000163
8,convective_available_potential_energy_std,4.115395287076956,-0.7069315170177896,-1.3698013268864468,0.7488851146242704,1.6328465815661402,2.782416339219814
9,convective_available_potential_energy_std,3.7798500870883767,0.6343815150137421,-0.5384977406673576,1.5569884035444126,1.577393676255232,2.622351662241266
10,convective_available_potential_energy_std,3.74834010552046,1.59887721699904,1.5483980025817223,2.1764230629287327,0.12882176059342293,1.9519620345779098
11,convective_available_potential_energy_std,3.6900075350450985,2.027345966960803,2.1087857392834897,2.32587412857078,-0.165841944813606,1.3156328707978422
12,convective_available_potential_energy_std,3.3504506344894325,2.640855809578521,3.470088670252393,2.508125363534692,-0.26315215659810726,0.1048690102260649
13,convective_available_potential_energy_std,2.313429482770551,3.1349152329726775,3.977260007424711,1.9642075268317034,0.6281402280444336,-0.6208199288531496
14,convective_available_potential_energy_std,1.3166742149812056,4.119427137593079,3.409179325869698,0.6127864459267489,0.6830052586583103,-1.167851093392153
15,convective_available_potential_energy_std,-0.5363916969008704,5.836795825019027,1.2495663110490447,-1.668758057875809,0.8650466787745607,-1.5174726707739223
16,convective_available_potential_energy_std,-0.9500939948760359,6.087328373139638,-0.18383915965322634,-2.1544524628808324,1.0411588042307378,-1.3046622401544017
17,convective_available_potential_energy_std,-1.7075389703412711,5.796027215061219,-1.354383863598437,-2.3589822057673366,0.9281207550264055,-0.9096861145397773
18,convective_available_potential_energy_std,-2.211039294049503,5.664130812258719,-2.028243850647578,-2.2433087104734684,0.23266338603720366,-0.31485895066369357
19,convective_available_potential_energy_std,-3.5238186973240406,4.0827454408391635,-2.5740040808467692,-0.5345879840009752,-1.4272805308042553,1.6893746626286574
20,convective_available_potential_energy_std,-3.6271450055270598,2.840772711816075,-2.80894118177836,0.5189945598283991,-2.3359580025633444,1.777180384984486
21,convective_available_potential_energy_std,-3.323128170354322,1.2783010134385597,-2.8648766577531894,1.4614915507241097,-2.607212037494072,1.5328748767949634
22,convective_available_potential_energy_std,-2.9805166356815995,-0.736812636845707,-3.2668021737631103,2.4737348862631676,-2.6135370316427124,0.24066487824654295
23,convective_available_potential_energy_std,-2.5202620545970658,-1.4365879860828106,-3.0787798583995127,2.9823291016135802,-1.7324448177392904,-0.7386238230981798
24,convective_available_potential_energy_std,-1.7928199367621964,-1.9887868245105167,-2.551886046639264,3.0768802125679895,-0.41758146227871573,-1.7510677632821507
25,convective_available_potential_energy_std,-2.8591677937390547,-1.728539518328093,-1.4051143442642842,2.3682577426287246,2.4984795915774978,-2.388864023537692
26,convective_available_potential_energy_std,-3.06971994126288,-1.8579875449052263,-1.388745624678381,1.3321356829673807,3.5942538432499984,-1.3502229943878434
27,convective_available_potential_energy_std,-3.3925547378219556,-2.343759293648768,-0.9183199775186,0.760901022957473,3.2257017796581433,-0.6605363463638494
28,convective_available_potential_energy_std,-3.51792965214961,-2.4091363914516597,-0.6504979009722155,-0.05473112451120879,2.994277333979084,0.19626524722996233
29,convective_available_potential_energy_std,-3.399897936008271,-3.12906409911231,1.1141446348379225,-0.8850501739295381,1.824120429355609,-0.31094721479461146
30,convective_available_potential_energy_std,-3.3172067326145496,-3.0702951891524357,2.0194212929865407,-2.2651528787412056,-0.12237241884960863,0.6724540534259039
31,convective_available_potential_energy_std,-3.160377438279479,-2.6063704468644175,2.2961541478552387,-2.3827226818084433,-0.7497059797468989,1.2818421865427498
32,convective_available_potential_energy_std,-3.026048688949842,-2.426130518175715,2.0120077587623544,-2.6056984630398516,-1.3709577318807729,1.6638068966765556
33,convective_available_potential_energy_std,-3.315519022719262,-2.432620812573804,2.354827093395609,-2.7276012919084023,-1.3272217688567276,1.0431786238587784
34,convective_available_potential_energy_std,-2.256528594359164,-2.547782064834819,3.5889585567666202,-0.7257337810325816,-0.820576196687804,-0.29056676830254513
35,convective_available_potential_energy_std,-1.315640685870464,-1.6857587333218806,3.897576282638998,0.8757252637766054,-0.993552597922647,-0.4981293511039757
36,convective_available_potential_energy_std,-0.455882487348804,-1.6125199238499495,4.280381177962837,1.2324764344340216,-1.367858752447112,-0.41673105836005636
