lon_east,lon_west,lat_south,lat_north,center_lon,center_lat,layer,path,fid
344.955505000000016,352.955505000000016,56.906483000000001,64.906482999999994,-11.000000000000000,60.899999999999999,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,16
345.642426000000000,353.642426000000000,58.511344999999999,66.511345000000006,-10.000000000000000,62.500000000000000,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,17
345.693694999999991,353.693694999999991,59.578465000000001,67.578464999999994,-10.000000000000000,63.500000000000000,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,18
345.611449999999991,353.611449999999991,60.648735000000002,68.648735000000002,-10.000000000000000,64.599999999999994,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,19
345.085846000000004,353.085846000000004,61.384788999999998,69.384788999999998,-10.000000000000000,65.299999999999997,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,20
346.525635000000023,354.525635000000023,54.035305000000001,62.035305000000001,-9.400000000000000,58.000000000000000,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,49
346.603516000000013,354.603516000000013,57.615234000000001,65.615234000000001,-9.300000000000001,61.600000000000001,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,50
348.225799999999992,356.225799999999992,58.126831000000003,66.126830999999996,-7.700000000000000,62.100000000000001,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,51
347.652893000000006,355.652893000000006,58.650207999999999,66.650208000000006,-8.300000000000002,62.600000000000001,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,52
348.075133999999991,356.075133999999991,58.875233000000001,66.875232999999994,-7.900000000000000,62.799999999999997,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,53
348.486237000000017,356.486237000000017,59.091735999999997,67.091735999999997,-7.500000000000000,63.000000000000000,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,54
348.718658000000005,356.718658000000005,59.206249000000000,67.206249000000000,-7.200000000000000,63.200000000000003,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,55
348.459442000000024,356.459442000000024,59.637008999999999,67.637009000000006,-7.500000000000000,63.600000000000001,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,56
348.344513000000006,356.344513000000006,60.257103000000001,68.257103000000001,-7.600000000000000,64.200000000000003,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,57
348.226165999999978,356.226165999999978,60.547066000000001,68.547066000000001,-7.700000000000000,64.500000000000000,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,58
348.522857999999985,356.522857999999985,60.539107999999999,68.539107999999999,-7.400000000000000,64.500000000000000,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,59
348.417542000000026,356.417542000000026,60.954543999999999,68.954543999999999,-7.500000000000000,64.900000000000006,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,60
349.478241000000025,357.478241000000025,61.018593000000003,69.018592999999996,-6.500000000000000,65.000000000000000,reproj_tc_irad_1,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_1,61
347.848937999999976,355.848937999999976,57.391013999999998,65.391013999999998,-8.100000000000000,61.299999999999997,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,9
352.865448000000015,0.865448000000000,58.613331000000002,66.613331000000002,-3.100000000000000,62.600000000000001,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,10
358.195691000000011,6.195691000000000,59.244011000000000,67.244011000000000,2.190000000000000,63.200000000000003,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,11
3.296208000000000,11.296208000000000,59.419497999999997,67.419498000000004,7.290000000000000,63.399999999999999,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,12
7.118746000000000,15.118746000000000,60.177894999999999,68.177895000000007,11.100000000000000,64.099999999999994,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,13
11.757762000000000,19.757762000000000,60.504860000000001,68.504859999999994,15.699999999999999,64.500000000000000,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,14
16.103086000000001,24.103086000000001,60.463012999999997,68.463013000000004,20.100000000000001,64.400000000000006,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,15
19.475147000000000,27.475147000000000,60.330855999999997,68.330855999999997,23.399999999999999,64.299999999999997,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,16
21.957761999999999,29.957761999999999,60.412551999999998,68.412552000000005,25.899999999999999,64.400000000000006,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,17
24.556374000000002,32.556373999999998,60.518532000000000,68.518531999999993,28.500000000000000,64.500000000000000,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,18
26.515196000000000,34.515196000000003,60.907814000000002,68.907814000000002,30.500000000000000,64.900000000000006,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,19
28.081211000000000,36.081211000000003,61.469726999999999,69.469727000000006,32.000000000000000,65.400000000000006,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,20
29.986194999999999,37.986195000000002,61.946373000000001,69.946372999999994,33.899999999999999,65.900000000000006,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,21
31.370190000000001,39.370190000000001,62.470801999999999,70.470802000000006,35.299999999999997,66.400000000000006,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,22
32.976284000000000,40.976284000000000,62.886215000000000,70.886215000000007,36.899999999999999,66.799999999999997,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,23
34.702702000000002,42.702702000000002,63.198402000000002,71.198402000000002,38.700000000000003,67.099999999999994,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,24
36.642856999999999,44.642856999999999,63.568375000000003,71.568375000000003,40.600000000000001,67.500000000000000,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,25
37.174163999999998,45.174163999999998,64.706444000000005,72.706444000000005,41.100000000000001,68.700000000000003,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,26
38.078346000000003,46.078346000000003,65.353767000000005,73.353767000000005,42.000000000000000,69.299999999999997,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,27
38.302379999999999,46.302379999999999,66.094536000000005,74.094536000000005,42.299999999999997,70.000000000000000,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,28
36.678908999999997,44.678908999999997,67.617515999999995,75.617515999999995,40.600000000000001,71.599999999999994,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,29
35.010139000000002,43.010139000000002,68.751328000000001,76.751328000000001,39.000000000000000,72.700000000000003,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,30
34.666328000000000,42.666328000000000,69.196854000000002,77.196854000000002,38.600000000000001,73.099999999999994,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,31
32.582993000000002,40.582993000000002,69.915786999999995,77.915786999999995,36.500000000000000,73.900000000000006,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,32
34.501452999999998,42.501452999999998,69.949485999999993,77.949485999999993,38.500000000000000,73.900000000000006,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,33
34.540215000000003,42.540215000000003,70.188445999999999,78.188445999999999,38.500000000000000,74.099999999999994,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,34
33.053111999999999,41.053111999999999,70.101639000000006,78.101639000000006,37.000000000000000,74.099999999999994,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,35
31.303570000000001,39.303570000000001,69.968147000000002,77.968147000000002,35.299999999999997,73.900000000000006,reproj_tc_irad_10,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_10,36
344.732848999999987,352.732848999999987,57.047744999999999,65.047745000000006,-11.000000000000000,61.000000000000000,reproj_tc_irad_11,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_11,25
345.157378999999992,353.157378999999992,59.011386999999999,67.011386999999999,-10.000000000000000,63.000000000000000,reproj_tc_irad_11,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_11,26
345.832245000000000,353.832245000000000,60.619163999999998,68.619163999999998,-10.000000000000000,64.599999999999994,reproj_tc_irad_11,/Users/fabienaugsburger/Documents/GitHub/master-project/QGIS/temp_layer/tracks_temp.gpkg|layername=reproj_tc_irad_11,27
