lon_east,lon_west,lat_north,lat_south
-88.253723,-96.253723,39.671623,31.671623
-88.106069,-96.106069,39.326198,31.326198
-87.958414,-95.958414,38.980774,30.980774
-87.81076,-95.81076,38.635349,30.635349
-87.529937,-95.529937,38.535316,30.535316
-87.249115,-95.249115,38.435284,30.435284
-86.968292,-94.968292,38.335251,30.335251
-86.817505,-94.817505,37.994577,29.994577
-86.666717,-94.666717,37.653903,29.653903
-86.51593,-94.51593,37.313229,29.313229
-86.482117,-94.482117,36.851614,28.851614
-86.448303,-94.448303,36.389998,28.389998
-86.41449,-94.41449,35.928383,27.928383
-86.1486,-94.1486,35.855272,27.855272
-85.882711,-93.882711,35.782162,27.782162
-85.616821,-93.616821,35.709051,27.709051
-84.850901,-92.850901,35.785944,27.785944
-84.084981,-92.084981,35.862837,27.862837
-83.319061,-91.319061,35.93973,27.93973
-83.102651,-91.102651,35.951862,27.951862
-82.88624,-90.88624,35.963994,27.963994
-82.66983,-90.66983,35.976126,27.976126
-82.605509,-90.605509,35.926592,27.926592
-82.541189,-90.541189,35.877058,27.877058
-82.476868,-90.476868,35.827524,27.827524
-82.379822,-90.379822,35.75817,27.75817
-82.282776,-90.282776,35.688815,27.688815
-82.18573,-90.18573,35.619461,27.619461
-82.092316,-90.092316,35.563334,27.563334
-81.998901,-89.998901,35.507207,27.507207
-81.905487,-89.905487,35.45108,27.45108
-81.589691,-89.589691,35.578678,27.578678
-81.273895,-89.273895,35.706276,27.706276
-80.958099,-88.958099,35.833874,27.833874
-80.471354,-88.471354,36.078051,28.078051
-79.984609,-87.984609,36.322229,28.322229
-79.497864,-87.497864,36.566406,28.566406
-78.845683,-86.845683,36.920673,28.920673
-78.193502,-86.193502,37.274941,29.274941
-77.541321,-85.541321,37.629208,29.629208
-76.599162,-84.599162,37.931322,29.931322
-75.657003,-83.657003,38.233435,30.233435
-74.714844,-82.714844,38.535549,30.535549
-73.450663,-81.450663,38.933688,30.933688
-72.186483,-80.186483,39.331826,31.331826
-70.922302,-78.922302,39.729965,31.729965
-70.023885,-78.023885,40.035574,32.035574
-69.125468,-77.125468,40.341184,32.341184
-68.227051,-76.227051,40.646793,32.646793
-66.802735,-74.802735,41.283195,33.283195
-65.378418,-73.378418,41.919598,33.919598
-63.954102,-71.954102,42.556,34.556
-62.629741,-70.629741,43.389752,35.389752
-61.305379,-69.305379,44.223503,36.223503
-59.981018,-67.981018,45.057255,37.057255
-58.878387,-66.878387,45.46199,37.46199
-57.775757,-65.775757,45.866726,37.866726
-56.673126,-64.673126,46.271461,38.271461
-55.755086,-63.755086,46.596826,38.596826
-54.837046,-62.837046,46.92219,38.92219
-53.919006,-61.919006,47.247555,39.247555
-52.739868,-60.739868,47.65147,39.65147
-51.56073,-59.56073,48.055386,40.055386
-50.381592,-58.381592,48.459301,40.459301
-49.012136,-57.012136,48.889654,40.889654
-47.64268,-55.64268,49.320006,41.320006
-46.273224,-54.273224,49.750359,41.750359
-45.107391,-53.107391,50.032045,42.032045
-43.941559,-51.941559,50.313731,42.313731
-42.775726,-50.775726,50.595417,42.595417
-41.808716,-49.808716,50.826712,42.826712
-40.841705,-48.841705,51.058008,43.058008
-39.874695,-47.874695,51.289303,43.289303
-38.852163,-46.852163,51.497421,43.497421
-37.82963,-45.82963,51.70554,43.70554
-36.807098,-44.807098,51.913658,43.913658
-35.630462,-43.630462,52.160257,44.160257
-34.453827,-42.453827,52.406855,44.406855
-33.277191,-41.277191,52.653454,44.653454
-32.051025,-40.051025,52.922192,44.922192
-30.82486,-38.82486,53.190929,45.190929
-29.598694,-37.598694,53.459667,45.459667
-28.422262,-36.422262,53.710585,45.710585
-27.245829,-35.245829,53.961503,45.961503
-26.069397,-34.069397,54.212421,46.212421
-24.825338,-32.825338,54.469358,46.469358
-23.581278,-31.581278,54.726294,46.726294
-22.337219,-30.337219,54.983231,46.983231
-21.043498,-29.043498,55.181548,47.181548
-19.749776,-27.749776,55.379865,47.379865
-18.456055,-26.456055,55.578182,47.578182
-17.327637,-25.327637,55.819407,47.819407
-16.199219,-24.199219,56.060632,48.060632
-15.070801,-23.070801,56.301857,48.301857
-14.033559,-22.033559,56.526433,48.526433
-12.996318,-20.996318,56.75101,48.75101
-11.959076,-19.959076,56.975586,48.975586
-10.993927,-18.993927,57.230658,49.230658
-10.028778,-18.028778,57.485731,49.485731
-9.063629,-17.063629,57.740803,49.740803
-8.179311,-16.179311,57.940039,49.940039
-7.294993,-15.294993,58.139276,50.139276
-6.410675,-14.410675,58.338512,50.338512
-5.689941,-13.689941,58.598477,50.598477
-4.969208,-12.969208,58.858443,50.858443
-4.248474,-12.248474,59.118408,51.118408
-3.689789,-11.689789,59.414671,51.414671
-3.131103,-11.131103,59.710935,51.710935
-2.572418,-10.572418,60.007198,52.007198
-2.011485,-10.011485,60.291221,52.291221
-1.450551,-9.450551,60.575245,52.575245
-0.889618,-8.889618,60.859268,52.859268
-0.554728,-8.554728,61.077503,53.077503
-0.219839,-8.219839,61.295738,53.295738
0.115051,-7.884949,61.513973,53.513973
0.417857,-7.582143,61.739634,53.739634
0.720662,-7.279338,61.965295,53.965295
1.023468,-6.976532,62.190956,54.190956
1.276133,-6.723867,62.415147,54.415147
1.528799,-6.471201,62.639338,54.639338
1.781464,-6.218536,62.863529,54.863529
1.982086,-6.017914,63.034476,55.034476
2.182709,-5.817291,63.205422,55.205422
2.383331,-5.616669,63.376369,55.376369
2.597341,-5.402659,63.517743,55.517743
2.81135,-5.18865,63.659117,55.659117
3.02536,-4.97464,63.800491,55.800491
3.229553,-4.770447,63.907669,55.907669
3.433746,-4.566254,64.014847,56.014847
3.637939,-4.362061,64.122025,56.122025
3.875302,-4.124698,64.218351,56.218351
4.112665,-3.887335,64.314677,56.314677
4.350028,-3.649972,64.411003,56.411003
4.531815,-3.468185,64.475849,56.475849
4.713602,-3.286398,64.540695,56.540695
4.895389,-3.104611,64.605541,56.605541
5.078407,-2.921593,64.670118,56.670118
5.261424,-2.738576,64.734694,56.734694
5.444442,-2.555558,64.799271,56.799271
5.672826,-2.327174,64.828349,56.828349
5.901211,-2.098789,64.857427,56.857427
6.129595,-1.870405,64.886505,56.886505
6.646731,-1.353269,65.117386,57.117386
7.163866,-0.836134,65.348266,57.348266
7.681002,-0.318998,65.579147,57.579147
8.356247,0.356247,66.009826,58.009826
9.031491,1.031491,66.440506,58.440506
9.706736,1.706736,66.871185,58.871185
10.287861,2.287861,67.471479,59.471479
10.868987,2.868987,68.071772,60.071772
11.450112,3.450112,68.672066,60.672066
12.123076,4.123076,69.434283,61.434283
12.796041,4.796041,70.1965,62.1965
13.469005,5.469005,70.958717,62.958717
15.89387,7.89387,71.634697,63.634697
18.318734,10.318734,72.310676,64.310676
20.743599,12.743599,72.986656,64.986656
22.57192,14.57192,73.182307,65.182307
24.40024,16.40024,73.377957,65.377957
26.228561,18.228561,73.573608,65.573608
30.159815,22.159815,73.924998,65.924998
34.09107,26.09107,74.276387,66.276387
38.022324,30.022324,74.627777,66.627777
40.742615,32.742615,74.55113,66.55113
43.462906,35.462906,74.474482,66.474482
46.183197,38.183197,74.397835,66.397835
48.29184,40.29184,74.226985,66.226985
50.400482,42.400482,74.056134,66.056134
52.509125,44.509125,73.885284,65.885284
54.181177,46.181177,73.716189,65.716189
55.853228,47.853228,73.547093,65.547093
57.52528,49.52528,73.377998,65.377998
58.795502,50.795502,73.245216,65.245216
60.065723,52.065723,73.112434,65.112434
61.335945,53.335945,72.979652,64.979652
62.815314,54.815314,72.734789,64.734789
64.294683,56.294683,72.489927,64.489927
65.774052,57.774052,72.245064,64.245064
66.963697,58.963697,71.966754,63.966754
68.153342,60.153342,71.688443,63.688443
69.342987,61.342987,71.410133,63.410133
69.766922,61.766922,71.295082,63.295082
70.190857,62.190857,71.180031,63.180031
70.614792,62.614792,71.06498,63.06498
