,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,1,0.46219724,0.47129253,0.50250775,0.5186299,0.52868533,0.56539047,0.6185148,0.6871814,0.7091786,0.73353785,0.7103353,0.7107476,0.6793634,0.66154563,0.66869897,0.6598836,0.6439036,0.6396909,0.6125464,0.58279043,0.5661724,0.60390764,0.6177859,0.6167146,0.63009244,0.61440015,0.61382544,0.6471447,0.68799156,0.6760735,0.64522815,0.6198452,0.6395028,0.6894423,0.7484888,0.84914327
1,2,0.44731316,0.463651,0.49061796,0.49391934,0.52272165,0.54609394,0.568976,0.56932193,0.5248803,0.48122516,0.39741585,0.3484517,0.3029345,0.27473494,0.3018521,0.34588346,0.375064,0.33105868,0.2538669,0.24664214,0.28219044,0.32354262,0.36087516,0.40715456,0.4149392,0.41749617,0.40399417,0.43474615,0.47859448,0.5126523,0.5478639,0.676838,0.8332006,0.920278,0.9573995,0.9829966
2,3,0.5000224,0.51474386,0.508908,0.502838,0.49062198,0.46475357,0.49643955,0.5056375,0.48178822,0.47295716,0.45072573,0.40861943,0.41725215,0.38486418,0.35569227,0.3331971,0.30551422,0.30201992,0.3215007,0.35227233,0.3444692,0.3434122,0.28953657,0.2294311,0.21058382,0.21181296,0.20958441,0.194695,0.18464889,0.15376411,0.14464107,0.09277428,0.08635788,0.09898849,0.09769604,0.13716207
4,5,0.55501366,0.5642552,0.52817625,0.48181432,0.40005898,0.3339324,0.29241765,0.2640813,0.28001544,0.3047751,0.31863904,0.3609509,0.35237655,0.34783372,0.3511938,0.33511055,0.32271585,0.34640628,0.34866604,0.3832709,0.43013376,0.4575603,0.50953686,0.5815133,0.61576927,0.62744623,0.6669782,0.6639787,0.6863286,0.71728414,0.71971655,0.73326516,0.76895124,0.77813536,0.7913694,0.7418437
5,6,0.563014,0.6137033,0.63199097,0.6436793,0.6735644,0.67089856,0.6983598,0.6672759,0.6986569,0.75958157,0.7574463,0.7955437,0.81032276,0.81443787,0.7818053,0.78292155,0.7552531,0.7180808,0.70876557,0.7301506,0.71333617,0.70632243,0.6613265,0.68548614,0.6942488,0.70615095,0.72355354,0.7366004,0.7240904,0.7024003,0.6809176,0.64614666,0.5786603,0.4648371,0.38334557,0.28492257
6,7,0.40342095,0.36151507,0.38192412,0.39766753,0.4426713,0.48510277,0.5136638,0.53564847,0.5614832,0.56018245,0.55904245,0.56117123,0.55279016,0.5460483,0.52612674,0.5385732,0.5386958,0.54058105,0.55286825,0.5683427,0.5825564,0.6326812,0.6956131,0.7250371,0.7310357,0.7445909,0.7390305,0.7464694,0.7364069,0.73892415,0.73189354,0.7318115,0.7192738,0.7102719,0.7115323,0.69832563
7,8,0.4800872,0.48613638,0.44758362,0.45809445,0.4260397,0.4432892,0.40212563,0.40551174,0.4022796,0.42509186,0.40578026,0.41668954,0.4011346,0.34689623,0.30539608,0.23996331,0.23423918,0.24008319,0.2551596,0.263925,0.27365652,0.26396614,0.28413072,0.26844743,0.258801,0.23426649,0.25404122,0.25164285,0.28328788,0.32102147,0.33802256,0.4083286,0.466901,0.51146215,0.5180011,0.58844256
10,11,0.68425375,0.69712764,0.71515954,0.7275654,0.72988766,0.7420256,0.7633561,0.7667111,0.7827515,0.8005623,0.8188583,0.8011424,0.7635754,0.71945375,0.6893784,0.6766181,0.67313844,0.6659191,0.6366332,0.6410857,0.6470127,0.65668947,0.67948955,0.6984449,0.7180659,0.7234418,0.7363417,0.7283542,0.72283983,0.71683925,0.7027701,0.69425285,0.6811568,0.6968313,0.680497,0.71479803
11,12,0.73129076,0.75889117,0.77019036,0.796312,0.81964576,0.8519696,0.835261,0.8061493,0.7492018,0.70519584,0.5895469,0.51306105,0.52075803,0.45976743,0.42049983,0.39950064,0.4310923,0.39951584,0.37239447,0.35424083,0.37473372,0.33431128,0.35734162,0.3948833,0.4307955,0.45104212,0.47628754,0.5385133,0.5814747,0.61392534,0.63136953,0.6450501,0.6518567,0.68773764,0.695605,0.70777833
12,13,0.9208166,0.91929066,0.9035607,0.89537776,0.88053226,0.87587804,0.87471354,0.87756616,0.87506956,0.8772983,0.8806848,0.90113884,0.9099026,0.91683936,0.94245714,0.96318823,0.96905446,0.97589666,0.9693531,0.96959317,0.92666787,0.8811498,0.80271184,0.711765,0.6642465,0.6438397,0.6115697,0.5689114,0.55852425,0.5568892,0.5803817,0.5741162,0.5625639,0.58151597,0.56711495,0.5780015
15,16,0.64453864,0.66009414,0.66584766,0.6715228,0.6742533,0.6751225,0.6864802,0.6410978,0.6333057,0.60415554,0.59341437,0.61694056,0.6478488,0.6474689,0.6761339,0.6840781,0.68313426,0.6681514,0.6574344,0.658086,0.6587468,0.66292924,0.63599664,0.6012529,0.58444303,0.55241257,0.5874255,0.59001,0.59270006,0.59590346,0.5654894,0.5913357,0.57221943,0.608052,0.6078618,0.5899526
18,19,0.4004316,0.32736352,0.30969024,0.30482346,0.32392964,0.30292815,0.3254298,0.345381,0.33474478,0.36692426,0.39829484,0.40348023,0.41075668,0.4431624,0.4173849,0.3901988,0.37102538,0.36611602,0.34649232,0.3298719,0.3339838,0.32724735,0.34271345,0.30746886,0.30909508,0.27345565,0.28521848,0.29203916,0.2938087,0.26966467,0.2739645,0.24723974,0.24698585,0.259348,0.27487966,0.2906558
20,21,0.50716805,0.6449237,0.64363116,0.6041255,0.5474806,0.54864186,0.539442,0.49870458,0.47765324,0.47799203,0.5050276,0.53606284,0.5598335,0.5591109,0.58217,0.6005648,0.5839869,0.6025593,0.5779768,0.436123,0.4077377,0.39881903,0.3960506,0.34781912,0.3534978,0.3481608,0.3413453,0.3324865,0.30427867,0.31485388,0.3284165,0.35122997,0.34015077,0.3229235,0.34238258,0.3308815
25,26,0.18463662,0.1425294,0.112288184,0.09396746,0.0741337,0.07528381,0.0747677,0.07902842,0.10686597,0.11148887,0.15787242,0.17620082,0.21409135,0.21946001,0.24261133,0.25411823,0.30128238,0.30423325,0.33721864,0.39075792,0.46498346,0.48536053,0.49070624,0.49087566,0.48941463,0.47491124,0.4909798,0.4832304,0.500317,0.511794,0.5159175,0.5092148,0.49234062,0.48824662,0.4368045,0.35874882
26,27,0.46020892,0.44813445,0.46279138,0.45513982,0.4610353,0.4592677,0.4621312,0.47688428,0.47098863,0.461382,0.45563406,0.44812596,0.42933822,0.44652486,0.44532767,0.5066752,0.5477106,0.54270273,0.54823965,0.5642852,0.55007476,0.5667912,0.58526754,0.5998549,0.6119924,0.6469106,0.64411104,0.6776272,0.7172779,0.71952283,0.70612234,0.70218444,0.6834644,0.6954259,0.7156715,0.7354212
28,29,0.76019156,0.7621294,0.7746109,0.787815,0.84638935,0.9183629,0.96314013,0.98151964,0.9917641,0.98986626,0.97836035,0.9714843,0.97081923,0.96880513,0.9576137,0.94388175,0.9356417,0.91019243,0.8802251,0.8304094,0.84267557,0.85878235,0.8831813,0.8658501,0.82847023,0.76607865,0.7796184,0.7601695,0.7620656,0.77460426,0.7730441,0.79880303,0.78838456,0.7834077,0.746679,0.73729247
30,31,0.45122525,0.47604674,0.44834033,0.44188884,0.4525688,0.4692799,0.5041662,0.5225328,0.53118944,0.5394905,0.51873404,0.52085495,0.55110484,0.5556079,0.5818617,0.5991244,0.6207543,0.65044135,0.66427976,0.68304145,0.6698847,0.67641366,0.6445871,0.5997475,0.5686763,0.5486228,0.52041644,0.5119728,0.5018539,0.6022084,0.58629495,0.52407485,0.4912037,0.41968676,0.37086377,0.30617964
31,32,0.64067703,0.6410533,0.6491457,0.6277522,0.5846752,0.59892213,0.5265795,0.5327898,0.51336575,0.4784626,0.44179884,0.43124026,0.3983818,0.36087856,0.31980866,0.2681325,0.2620996,0.22899331,0.18504064,0.18684016,0.19243003,0.16785225,0.1431516,0.16361183,0.19409613,0.2484879,0.29833636,0.30115798,0.27875996,0.25182936,0.2255907,0.25222763,0.2791777,0.2958747,0.31602925,0.31506732
32,33,0.5048231,0.46484756,0.39203516,0.40039667,0.37879214,0.34597662,0.36888078,0.39128113,0.4455892,0.4839006,0.5103647,0.5678548,0.61666024,0.6858786,0.68909496,0.73831433,0.747596,0.75810057,0.7984418,0.84549576,0.8307439,0.83433294,0.7966191,0.7705032,0.8006658,0.7787843,0.74564874,0.7066839,0.6691383,0.62316585,0.6236652,0.62651306,0.60411143,0.5759132,0.56806076,0.5788713
33,34,0.5787581,0.5894707,0.6211174,0.6319767,0.64295936,0.6580628,0.68570495,0.7181271,0.7665476,0.82805884,0.8758648,0.9150014,0.9337372,0.9309333,0.8900232,0.84715706,0.8105935,0.7919251,0.7760911,0.7864297,0.79883236,0.8051265,0.82015294,0.83269066,0.8408992,0.8533007,0.86283463,0.8575173,0.85691524,0.8644034,0.8692249,0.8844329,0.89602005,0.8864327,0.8976315,0.9021309
37,38,0.8839804,0.91306955,0.9107746,0.8975729,0.8715225,0.83748055,0.7842797,0.773849,0.79123086,0.8476444,0.87989515,0.8738963,0.84657216,0.8405321,0.86402917,0.840934,0.81888115,0.79272157,0.76539856,0.7465055,0.7242503,0.72700197,0.7728545,0.78506094,0.803738,0.79091686,0.79078925,0.81172913,0.80982745,0.81135315,0.8137619,0.81047344,0.789525,0.7875581,0.7340829,0.68546414
38,39,0.32171813,0.32752082,0.32767704,0.3397787,0.3435345,0.38028622,0.45221952,0.47941786,0.53171474,0.5623037,0.62259704,0.6695218,0.711876,0.7348074,0.75031734,0.7657053,0.7921191,0.819645,0.85651416,0.8693692,0.89248013,0.84818554,0.84209424,0.828951,0.84307855,0.8526971,0.840205,0.81433475,0.78172606,0.7431547,0.69472176,0.66126674,0.60869884,0.57961303,0.5869263,0.59373295
42,43,0.17055899,0.16715837,0.13074137,0.12434585,0.09515776,0.08503963,0.07122833,0.07261376,0.07790266,0.08880198,0.12824377,0.15894605,0.20296678,0.24027157,0.26312563,0.2835037,0.3218553,0.37404427,0.35372877,0.30379936,0.25621367,0.28989783,0.35373253,0.39983818,0.39554125,0.47016641,0.5023245,0.5409829,0.5909206,0.67522997,0.8303874,0.88975316,0.8643773,0.82984823,0.67668766,0.69319993
43,44,0.6359732,0.641299,0.61412,0.5795534,0.54462767,0.47729638,0.4752052,0.47786015,0.44485942,0.4773242,0.45209542,0.4369067,0.46895453,0.48591578,0.5026924,0.5196595,0.5163125,0.56447005,0.63052726,0.69296706,0.7468182,0.784698,0.77326494,0.7631048,0.7600883,0.7571461,0.75138485,0.7578839,0.7594354,0.7559152,0.7618796,0.75578105,0.7507063,0.7236981,0.69740176,0.66821915
44,45,0.5363137,0.55651057,0.53778654,0.5426796,0.56517255,0.5833369,0.5720985,0.5561474,0.54187036,0.5417746,0.5485954,0.5207467,0.4770755,0.4937085,0.50661266,0.40986696,0.35787562,0.29738373,0.29630774,0.24779332,0.2247949,0.17909156,0.1606542,0.11746227,0.10926341,0.0775652,0.072652884,0.07754488,0.08964389,0.099443644,0.10511061,0.09866462,0.10443917,0.0808456,0.10078025,0.11580855
45,46,0.36461285,0.37965283,0.34819564,0.37094405,0.4038542,0.43241856,0.46658462,0.46137345,0.5447069,0.6183112,0.68961287,0.674455,0.68598306,0.6916321,0.69888484,0.66876644,0.6617023,0.64919186,0.63165236,0.5950291,0.58626884,0.56668717,0.52369434,0.49053738,0.47971487,0.47321606,0.47721678,0.45106426,0.43120986,0.40284976,0.40382242,0.39779302,0.39854267,0.3792755,0.33471864,0.32582223
46,47,0.63486236,0.62790513,0.6103677,0.60799503,0.5650951,0.53545284,0.50400925,0.49530283,0.48889193,0.5314956,0.61260366,0.66884845,0.6817423,0.68448347,0.6894279,0.6282949,0.6130879,0.60725754,0.63224393,0.6343002,0.6922073,0.7629436,0.791285,0.78521556,0.81417096,0.8217142,0.8307708,0.85024405,0.860926,0.86137,0.8684922,0.8986082,0.911391,0.8992887,0.9054295,0.9098794
