Time&Longitude&Latitude
TRACK_ID 25 START_TIME 1990012103 MEDIAN_TIME 1990012103 ENSMBLE_MEMB 0 NAME C3S_STORM_TRACKS_ERA5
POINT_NUM 62                           
1990012103 288.910889 41.708939 2.994059e+00
1990012106 293.195404 41.979839 3.313610e+00
1990012109 297.022125 42.648212 3.509028e+00
1990012112 300.948608 43.774544 3.618578e+00
1990012115 304.610657 45.219181 4.210644e+00
1990012118 308.032532 46.444550 4.888492e+00
1990012121 311.525208 47.063492 5.508609e+00
1990012200 315.441956 48.108612 5.680362e+00
1990012203 319.424652 48.939552 6.416894e+00
1990012206 323.654510 49.740711 7.058369e+00
1990012209 328.385986 50.742744 7.314890e+00
1990012212 333.983643 52.367657 8.232027e+00
1990012215 338.550537 54.163193 8.852761e+00
1990012218 342.319214 56.081779 9.474890e+00
1990012221 345.381348 57.612560 1.005785e+01
1990012300 347.481354 59.430359 1.022385e+01
1990012303 348.955505 60.906483 1.075435e+01
1990012306 349.642426 62.511345 1.105684e+01
1990012309 349.693695 63.578465 1.109909e+01
1990012312 349.611450 64.648735 1.093110e+01
1990012315 349.085846 65.384789 1.095868e+01
1990012318 347.966858 65.905014 1.100062e+01
1990012321 346.738892 66.140305 1.069229e+01
1990012400 345.792297 65.988884 1.030416e+01
1990012403 344.685577 65.738441 1.000653e+01
1990012406 343.985870 65.260757 1.006393e+01
1990012409 343.616211 64.809219 9.860023e+00
1990012412 343.573486 64.515457 9.328386e+00
1990012415 343.444611 64.272751 9.242041e+00
1990012418 343.254211 64.091049 8.847069e+00
1990012421 342.672760 63.820690 8.194414e+00
1990012500 342.009674 63.526958 7.303701e+00
1990012503 340.333374 63.176624 6.709014e+00
1990012506 338.165070 62.449242 6.623243e+00
1990012509 337.026581 61.589260 6.826358e+00
1990012512 336.486816 60.958775 6.885744e+00
1990012515 336.641907 60.723114 7.065299e+00
1990012518 337.001831 60.463165 6.943939e+00
1990012521 337.352783 60.095474 7.002214e+00
1990012600 337.849609 59.918022 6.583785e+00
1990012603 338.004578 59.822754 6.539130e+00
1990012606 338.662262 59.513908 6.324509e+00
1990012609 339.791138 58.781734 5.885060e+00
1990012612 341.671143 58.060493 5.456746e+00
1990012615 343.122467 57.625305 5.267369e+00
1990012618 343.889618 57.151302 5.088919e+00
1990012621 344.765076 56.704544 4.738290e+00
1990012700 345.477539 57.083290 4.324008e+00
1990012703 346.371155 57.196728 3.981963e+00
1990012706 350.525635 58.035305 3.483539e+00
1990012709 350.603516 61.615234 3.420603e+00
1990012712 352.225800 62.126831 3.672724e+00
1990012715 351.652893 62.650208 3.797004e+00
1990012718 352.075134 62.875233 3.952644e+00
1990012721 352.486237 63.091736 3.883246e+00
1990012800 352.718658 63.206249 3.748448e+00
1990012803 352.459442 63.637009 3.778747e+00
1990012806 352.344513 64.257103 3.796026e+00
1990012809 352.226166 64.547066 3.696909e+00
1990012812 352.522858 64.539108 3.609215e+00
1990012815 352.417542 64.954544 3.273388e+00
1990012818 353.478241 65.018593 3.074134e+00
TRACK_ID 26 START_TIME 1990012303 MEDIAN_TIME 1990012303 ENSMBLE_MEMB 0 NAME DARIA
POINT_NUM 52                           
1990012303 305.020905 42.657398 3.391026e+00
1990012306 305.414703 42.923862 3.541725e+00
1990012309 306.725372 43.244827 3.408562e+00
1990012312 309.175995 43.655472 3.311333e+00
1990012315 310.292755 44.082405 3.500104e+00
1990012318 309.102814 43.980602 3.725114e+00
1990012321 307.526184 43.543556 4.308873e+00
1990012400 309.850128 43.912533 5.331798e+00
1990012403 313.278961 45.115646 5.793204e+00
1990012406 316.235565 45.896938 6.361740e+00
1990012409 318.937042 46.398182 6.717964e+00
1990012412 322.750397 47.302715 7.536012e+00
1990012415 326.944550 48.105171 7.581091e+00
1990012418 331.550018 48.840931 7.924013e+00
1990012421 336.111816 49.474632 8.078100e+00
1990012500 341.110870 50.558563 9.007783e+00
1990012503 345.576721 51.327206 9.809136e+00
1990012506 349.943481 51.937408 1.065067e+01
1990012509 354.143311 52.617287 1.112934e+01
1990012512 357.285187 53.449841 1.137799e+01
1990012515 0.404433 54.392773 1.148124e+01
1990012518 3.372775 55.317207 1.139671e+01
1990012521 6.013435 56.145382 1.100774e+01
1990012600 7.619756 56.788403 1.016617e+01
1990012603 9.445882 57.335732 9.547949e+00
1990012606 10.746552 57.902039 9.067699e+00
1990012609 11.741852 58.335911 8.528003e+00
1990012612 12.835162 58.539703 7.839541e+00
1990012615 14.759127 58.812351 7.458839e+00
1990012618 16.728540 59.119976 7.304721e+00
1990012621 18.424904 59.347755 6.925597e+00
1990012700 20.244846 59.615459 6.299336e+00
1990012703 22.342308 60.257721 6.004889e+00
1990012706 24.294346 60.682770 5.709920e+00
1990012709 26.010111 61.011086 5.361926e+00
1990012712 27.210588 61.202888 4.917789e+00
1990012715 28.983690 61.640808 4.835896e+00
1990012718 30.595552 62.180180 4.391706e+00
1990012721 32.707027 62.684322 4.195910e+00
1990012800 34.815449 63.266251 4.242657e+00
1990012803 36.983864 64.158661 3.896764e+00
1990012806 38.283020 64.786545 3.851075e+00
1990012809 39.552975 65.833458 3.889397e+00
1990012812 39.803650 66.754616 3.933676e+00
1990012815 40.605556 66.779961 3.827881e+00
1990012818 41.577332 67.246323 3.764901e+00
1990012821 42.700306 67.417984 3.544827e+00
1990012900 44.162315 67.057327 3.259449e+00
1990012903 48.176598 66.221039 3.217920e+00
1990012906 51.473320 65.919853 2.931133e+00
1990012909 53.922283 65.858345 2.376530e+00
1990012912 58.181171 65.525337 2.561113e+00
TRACK_ID 27 START_TIME 1990012818 MEDIAN_TIME 1990012818 ENSMBLE_MEMB 0 NAME C3S_STORM_TRACKS_ERA5
POINT_NUM 59                           
1990012818 259.711029 31.519335 1.558790e+00
1990012821 261.125122 33.332455 2.268197e+00
1990012900 263.750427 32.840683 3.349035e+00
1990012903 265.370575 33.084366 4.150993e+00
1990012906 267.080475 33.547295 4.773501e+00
1990012909 268.992218 34.396282 5.346146e+00
1990012912 270.646759 34.670631 5.693365e+00
