Time&Longitude&Latitude;Longitude (MSLP);Latitude (MSLP);MSLP;Longitude (925wind);Latitude (925wind);925hP Wind Speed;Longitude (10m wind);Latitude (10m wind);10m Wind Speed
TRACK_ID 25 START_TIME 1990012103 MEDIAN_TIME 1990012103 ENSMBLE_MEMB 0 NAME C3S_STORM_TRACKS_ERA5;;;;;;;;;
POINT_NUM 62                           ;;;;;;;;;
TRACK_ID 33 START_TIME 1991121818 MEDIAN_TIME 1991122009 ENSMBLE_MEMB 0 NAME C3S_STORM_TRACKS_ERA5;;;;;;;;;
POINT_NUM 27                           ;;;;;;;;;
1991121818 337.187256 55.866161 4.511126e+00;3.368878e+02;5.800887e+01;9.754252e+02;3.408750e+02;5.353630e+01;3.864978e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1991121821 341.759216 57.333271 5.186329e+00;3.393279e+02;5.905821e+01;9.665252e+02;3.414375e+02;5.241220e+01;3.824596e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1991121900 344.715210 58.567616 6.374262e+00;3.419951e+02;5.972939e+01;9.585327e+02;3.414375e+02;5.859480e+01;4.303243e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1991121903 347.905823 59.704895 6.933450e+00;3.461556e+02;6.003818e+01;9.551216e+02;3.456562e+02;5.915690e+01;4.699803e+01;3.512812e+02;5.775173e+01;3.121563e+01 
1991121906 351.056458 60.486427 7.654656e+00;3.502523e+02;6.064690e+01;9.513600e+02;3.479062e+02;6.000000e+01;4.665614e+01;3.526875e+02;5.831379e+01;3.316466e+01 
1991121909 353.307251 61.173573 8.075763e+00;3.533040e+02;6.128107e+01;9.483706e+02;3.507188e+02;6.028100e+01;4.579881e+01;3.563438e+02;5.943791e+01;3.349704e+01 
1991121912 355.373413 61.542171 7.953091e+00;3.555700e+02;6.184925e+01;9.455219e+02;3.524062e+02;6.028100e+01;4.164835e+01;3.574688e+02;6.028100e+01;3.588261e+01 
1991121915 357.422424 61.856419 7.939620e+00;3.571973e+02;6.224329e+01;9.424769e+02;3.560625e+02;6.000000e+01;3.991386e+01;3.574688e+02;6.028100e+01;3.844438e+01 
1991121918 359.211060 62.106155 8.141415e+00;3.583251e+02;6.224910e+01;9.414637e+02;3.588750e+02;5.971890e+01;3.590255e+01;3.588750e+02;5.971894e+01;3.590255e+01 
1991121921 0.782923 62.155167 7.864163e+00;3.600000e+02;6.208506e+01;9.420505e+02;0.000000e+00;6.056200e+01;3.187674e+01;4.781250e+00;6.140512e+01;2.881510e+01 
1991122000 2.461992 62.038113 7.728711e+00;2.178952e+00;6.209594e+01;9.432626e+02;0.000000e+00;6.028100e+01;3.347890e+01;4.781250e+00;6.224821e+01;2.694735e+01 
1991122003 4.076362 61.919704 7.627489e+00;2.833898e+00;6.222283e+01;9.442688e+02;0.000000e+00;6.056200e+01;3.341626e+01;4.500000e+00;6.056203e+01;2.702495e+01 
1991122006 5.250089 61.704819 7.587589e+00;3.867795e+00;6.209040e+01;9.468422e+02;0.000000e+00;6.028100e+01;3.564774e+01;4.500000e+00;5.971894e+01;2.886011e+01 
1991122009 6.877797 61.537151 7.352135e+00;4.486367e+00;6.142187e+01;9.517749e+02;5.625000e-01;5.971890e+01;3.343994e+01;4.781250e+00;5.915688e+01;2.776627e+01 
1991122012 8.129553 61.412254 7.396996e+00;6.778202e+00;6.081142e+01;9.573192e+02;1.125000e+00;5.915690e+01;3.389051e+01;5.062500e+00;5.887585e+01;2.641599e+01 
1991122015 9.716471 61.377701 6.957841e+00;1.061021e+01;6.059134e+01;9.600659e+02;4.218800e+00;5.775170e+01;3.358218e+01;1.068750e+01;5.859482e+01;2.716847e+01 
1991122018 11.483322 61.312244 6.659395e+00;1.047871e+01;5.927094e+01;9.625292e+02;5.625000e+00;5.775170e+01;3.235205e+01;1.321875e+01;5.887585e+01;2.345470e+01 
1991122021 13.293205 60.838787 6.416203e+00;1.435749e+01;6.063184e+01;9.649258e+02;7.593800e+00;5.718970e+01;3.361770e+01;1.125000e+01;5.803276e+01;2.085820e+01 
1991122100 15.150797 60.505386 6.188544e+00;1.744996e+01;6.219028e+01;9.660292e+02;1.687500e+01;5.606550e+01;3.199661e+01;1.828125e+01;5.803276e+01;2.502876e+01 
1991122103 16.735542 59.996773 5.975506e+00;1.906698e+01;6.276289e+01;9.670440e+02;1.940620e+01;5.662760e+01;3.080894e+01;1.940625e+01;5.747070e+01;2.655111e+01 
1991122106 18.102861 59.611996 5.997935e+00;1.987571e+01;6.324520e+01;9.679382e+02;2.165620e+01;5.775170e+01;2.937024e+01;2.165625e+01;5.775173e+01;2.937024e+01 
1991122109 19.662848 59.962555 5.853247e+00;2.042668e+01;6.352654e+01;9.693618e+02;2.362500e+01;5.943790e+01;2.901143e+01;2.362500e+01;5.943791e+01;2.901143e+01 
1991122112 21.419342 60.369316 5.262645e+00;2.118822e+01;6.369415e+01;9.708731e+02;2.503120e+01;5.831380e+01;2.310036e+01;2.475000e+01;5.831379e+01;2.278053e+01 
1991122115 23.368221 61.219555 4.867261e+00;2.305449e+01;6.448421e+01;9.725803e+02;2.700000e+01;5.971890e+01;2.365487e+01;2.475000e+01;5.971894e+01;1.952491e+01 
1991122118 25.111771 62.438026 4.514913e+00;2.426557e+01;6.502742e+01;9.734874e+02;2.896880e+01;6.028100e+01;2.445588e+01;1.884375e+01;6.309130e+01;1.779641e+01 
1991122121 26.079590 63.542908 3.877356e+00;2.501569e+01;6.546996e+01;9.746916e+02;3.121880e+01;6.112410e+01;2.219957e+01;1.940625e+01;6.337233e+01;1.684261e+01 
1991122200 26.965313 66.612869 3.723417e+00;2.606078e+01;6.609349e+01;9.759382e+02;3.993750e+01;6.814980e+01;2.306054e+01;2.081250e+01;6.505851e+01;1.451031e+01 
TRACK_ID 34 START_TIME 1991123021 MEDIAN_TIME 1992010203 ENSMBLE_MEMB 0 NAME C3S_STORM_TRACKS_ERA5;;;;;;;;;
POINT_NUM 37                           ;;;;;;;;;
1991123021 303.980164 45.919746 6.430333e+00;3.059638e+02;4.456232e+01;1.001921e+03;3.093750e+02;4.651050e+01;3.793279e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1991123100 309.021545 48.189659 6.203095e+00;3.104851e+02;4.647999e+01;1.002940e+03;3.121875e+02;4.707260e+01;3.997560e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1991123103 313.756439 49.979412 6.141938e+00;3.183446e+02;5.081448e+01;1.000532e+03;3.130312e+02;4.679150e+01;4.145047e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1991123106 318.113586 51.524330 6.219236e+00;3.224061e+02;5.259780e+01;9.959097e+02;3.178125e+02;4.847770e+01;3.975315e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1991123109 323.009216 53.193890 6.287745e+00;3.262479e+02;5.413865e+01;9.911810e+02;3.259688e+02;5.241220e+01;4.150040e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1991123112 329.341431 55.241360 6.698498e+00;3.308123e+02;5.589627e+01;9.841779e+02;3.315938e+02;5.409830e+01;4.251868e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1991123115 335.570190 57.183872 7.256433e+00;3.356305e+02;5.777495e+01;9.765477e+02;3.355312e+02;5.437940e+01;4.300870e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1991123118 341.147614 58.745384 8.316269e+00;3.409009e+02;5.949534e+01;9.680737e+02;3.403125e+02;5.803280e+01;4.725796e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1991123121 346.335571 60.135555 9.391724e+00;3.455773e+02;6.089157e+01;9.591262e+02;3.467812e+02;5.943790e+01;4.903204e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010100 351.848938 61.391014 9.924347e+00;3.510692e+02;6.253167e+01;9.537460e+02;3.518438e+02;5.971890e+01;5.120816e+01;3.574688e+02;6.028100e+01;4.581527e+01 
1992010103 356.865448 62.613331 9.827572e+00;3.563195e+02;6.411857e+01;9.504174e+02;3.566250e+02;6.112410e+01;5.168896e+01;3.588750e+02;6.084306e+01;5.012260e+01 
1992010106 2.195691 63.244011 9.130950e+00;6.685849e-01;6.491349e+01;9.476742e+02;0.000000e+00;6.252920e+01;5.283421e+01;4.781250e+00;6.224821e+01;4.731510e+01 
1992010109 7.296208 63.419498 8.545047e+00;6.221469e+00;6.508101e+01;9.482969e+02;3.375000e+00;6.337230e+01;5.503767e+01;6.187500e+00;6.281027e+01;4.796034e+01 
1992010112 11.118746 64.177895 7.418017e+00;9.216181e+00;6.571522e+01;9.496720e+02;8.156200e+00;6.393440e+01;5.102277e+01;8.156250e+00;6.393439e+01;5.102277e+01 
1992010115 15.757762 64.504860 6.902937e+00;1.132062e+01;6.577105e+01;9.548353e+02;1.012500e+01;6.449650e+01;4.507965e+01;1.012500e+01;6.449645e+01;4.507965e+01 
1992010118 20.103086 64.463013 6.608295e+00;1.579306e+01;6.506284e+01;9.610441e+02;1.096880e+01;6.533950e+01;3.468830e+01;2.053125e+01;6.281027e+01;2.737592e+01 
1992010121 23.475147 64.330856 6.603740e+00;2.180095e+01;6.493237e+01;9.631171e+02;1.884380e+01;6.309130e+01;3.259133e+01;1.884375e+01;6.309130e+01;3.259133e+01 
1992010200 25.957762 64.412552 6.253340e+00;2.377157e+01;6.521041e+01;9.644736e+02;1.884380e+01;6.309130e+01;3.000770e+01;1.996875e+01;6.309130e+01;2.824383e+01 
1992010203 28.556374 64.518532 6.040154e+00;2.612371e+01;6.517736e+01;9.671254e+02;1.912500e+01;6.281030e+01;2.750510e+01;2.165625e+01;6.421542e+01;2.250751e+01 
1992010206 30.515196 64.907814 5.795130e+00;2.810186e+01;6.538739e+01;9.688318e+02;2.559380e+01;6.000000e+01;2.356070e+01;2.362500e+01;6.449645e+01;2.134617e+01 
1992010209 32.081211 65.469727 5.614590e+00;3.010345e+01;6.557202e+01;9.704858e+02;2.250000e+01;6.449650e+01;2.262129e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010212 33.986195 65.946373 5.414420e+00;3.196865e+01;6.567881e+01;9.711190e+02;3.628120e+01;6.505850e+01;2.236039e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010215 35.370190 66.470802 5.387365e+00;3.506258e+01;6.599776e+01;9.722186e+02;3.937500e+01;6.562060e+01;2.362526e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010218 36.976284 66.886215 5.298777e+00;3.603678e+01;6.642707e+01;9.725700e+02;3.993750e+01;6.590160e+01;2.280260e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010221 38.702702 67.198402 4.915246e+00;3.742287e+01;6.684043e+01;9.737381e+02;4.387500e+01;6.674470e+01;2.333233e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010300 40.642857 67.568375 4.521122e+00;3.887637e+01;6.749184e+01;9.738979e+02;4.387500e+01;6.674470e+01;2.345404e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010303 41.174164 68.706444 4.032863e+00;3.994828e+01;6.869174e+01;9.728015e+02;4.387500e+01;6.730670e+01;2.386537e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010306 42.078346 69.353767 3.674984e+00;4.045151e+01;6.937414e+01;9.716007e+02;4.696880e+01;6.758780e+01;2.310592e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010309 42.302380 70.094536 3.243992e+00;4.037919e+01;6.999737e+01;9.707336e+02;5.456250e+01;7.377040e+01;2.321410e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010312 40.678909 71.617516 3.133666e+00;3.165948e+01;7.194595e+01;9.672468e+02;5.540620e+01;7.461350e+01;2.411451e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010315 39.010139 72.751328 3.123473e+00;2.699148e+01;7.439848e+01;9.667756e+02;5.259380e+01;7.264630e+01;2.461949e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010318 38.666328 73.196854 3.012131e+00;3.201023e+01;7.227465e+01;9.670805e+02;5.259380e+01;7.264630e+01;2.481094e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010321 36.582993 73.915787 2.842900e+00;3.324725e+01;7.206787e+01;9.673425e+02;5.540620e+01;7.461350e+01;2.427996e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010400 38.501453 73.949486 2.526050e+00;3.418890e+01;7.196992e+01;9.680925e+02;5.540620e+01;7.461350e+01;2.377659e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010403 38.540215 74.188446 2.501710e+00;3.312632e+01;7.257861e+01;9.683593e+02;5.540620e+01;7.461350e+01;2.372979e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010406 37.053112 74.101639 2.468168e+00;3.189885e+01;7.334778e+01;9.686295e+02;1.518750e+01;7.629970e+01;2.466580e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992010409 35.303570 73.968147 2.182330e+00;2.958363e+01;7.381371e+01;9.692217e+02;1.350000e+01;7.601870e+01;2.350243e+01;1.000000e+25;1.000000e+25;1.000000e+25 
TRACK_ID 35 START_TIME 1992022406 MEDIAN_TIME 1992030206 ENSMBLE_MEMB 0 NAME C3S_STORM_TRACKS_ERA5;;;;;;;;;
POINT_NUM 112                           ;;;;;;;;;
1992022406 287.724243 36.014420 1.895839e+00;2.881759e+02;3.581273e+01;1.013722e+03;2.899688e+02;3.555030e+01;2.441065e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022409 290.362000 36.460541 2.176169e+00;2.893737e+02;3.582662e+01;1.013000e+03;2.933438e+02;3.583140e+01;2.630922e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022412 291.698517 36.780788 2.861605e+00;2.923913e+02;3.638046e+01;1.014142e+03;2.955938e+02;3.639340e+01;3.089971e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022415 294.499237 37.217400 3.321473e+00;2.937293e+02;3.638938e+01;1.015698e+03;2.975625e+02;3.667450e+01;3.310249e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022418 297.239868 37.365379 3.597678e+00;2.997672e+02;3.705610e+01;1.010454e+03;2.998125e+02;3.667450e+01;3.533521e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022421 299.836853 37.416630 3.709337e+00;3.018363e+02;3.716914e+01;1.010944e+03;3.017812e+02;3.695550e+01;3.727804e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022500 301.972443 37.450287 3.344656e+00;3.042271e+02;3.729869e+01;1.011589e+03;3.045938e+02;3.695550e+01;3.518934e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022503 304.326202 37.595528 3.274489e+00;3.068049e+02;3.746329e+01;1.010989e+03;3.068438e+02;3.723650e+01;3.683217e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022506 307.072723 37.800999 3.387756e+00;3.092857e+02;3.778413e+01;1.008161e+03;3.096562e+02;3.751760e+01;3.815459e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022509 310.103607 37.864826 3.733992e+00;3.114139e+02;3.782986e+01;1.008081e+03;3.119062e+02;3.751760e+01;3.555972e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022512 313.133087 37.869389 4.339619e+00;3.138607e+02;3.797319e+01;1.008353e+03;3.141562e+02;3.779860e+01;3.241197e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022515 315.365692 38.065762 4.847704e+00;3.160825e+02;3.815078e+01;1.006969e+03;3.172500e+02;3.695550e+01;3.329848e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022518 317.602478 38.367992 5.369340e+00;3.180582e+02;3.835499e+01;1.005007e+03;3.195000e+02;3.807960e+01;3.547239e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022521 319.807922 38.557152 5.612187e+00;3.206820e+02;3.879647e+01;1.004327e+03;3.214688e+02;3.751760e+01;3.700233e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022600 322.856110 39.521576 5.303136e+00;3.232460e+02;3.923108e+01;1.002179e+03;3.240000e+02;3.779860e+01;3.743063e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022603 325.949951 40.178257 5.477090e+00;3.261104e+02;3.957215e+01;1.001912e+03;3.265312e+02;3.948480e+01;3.947342e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022606 329.080811 41.048660 5.792313e+00;3.292549e+02;4.033167e+01;1.000348e+03;3.296250e+02;4.032790e+01;3.833263e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022609 332.200928 42.531715 5.905690e+00;3.342152e+02;4.504118e+01;9.970795e+02;3.327188e+02;4.145200e+01;3.519603e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022612 335.344208 45.501102 6.710627e+00;3.365610e+02;4.670205e+01;9.922335e+02;3.360938e+02;4.341920e+01;4.052089e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022615 338.175873 48.214497 7.656271e+00;3.391901e+02;4.920354e+01;9.868829e+02;3.389062e+02;4.510540e+01;3.790787e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022618 340.508026 50.310726 8.632997e+00;3.407524e+02;5.098198e+01;9.812943e+02;3.420000e+02;4.707260e+01;3.784447e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022621 342.392792 52.307453 9.309828e+00;3.420512e+02;5.274442e+01;9.762200e+02;3.445312e+02;5.044490e+01;3.871478e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022700 344.866669 54.561192 9.537311e+00;3.436750e+02;5.535823e+01;9.690433e+02;3.470625e+02;5.325520e+01;4.012310e+01;3.493125e+02;5.353628e+01;3.737194e+01 
1992022703 346.432220 56.840698 1.044921e+01;3.450319e+02;5.685265e+01;9.629297e+02;3.493125e+02;5.634660e+01;4.235782e+01;3.512812e+02;5.775173e+01;3.662221e+01 
1992022706 347.647614 58.945415 1.067554e+01;3.465313e+02;5.876523e+01;9.601506e+02;3.487500e+02;5.803280e+01;4.458585e+01;3.526875e+02;5.831379e+01;3.857465e+01 
1992022709 348.732849 61.047745 1.120090e+01;3.480838e+02;6.075894e+01;9.578469e+02;3.512812e+02;6.028100e+01;4.817588e+01;3.529688e+02;6.140512e+01;3.811080e+01 
1992022712 349.157379 63.011387 1.201211e+01;3.499250e+02;6.270823e+01;9.570222e+02;3.501562e+02;6.140510e+01;4.812379e+01;3.524062e+02;6.168615e+01;4.666687e+01 
1992022715 349.832245 64.619164 1.217887e+01;3.512717e+02;6.485561e+01;9.559059e+02;3.532500e+02;6.309130e+01;4.446870e+01;3.529688e+02;6.252924e+01;3.838542e+01 
1992022718 350.567078 65.821739 1.229427e+01;3.519229e+02;6.669978e+01;9.552045e+02;3.535312e+02;6.899290e+01;4.207524e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022721 351.082611 66.946815 1.208685e+01;3.511962e+02;6.791415e+01;9.548553e+02;3.535312e+02;6.983600e+01;4.164037e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022800 352.271027 67.793495 1.180313e+01;3.511720e+02;6.851879e+01;9.557256e+02;3.456562e+02;6.618260e+01;3.578748e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022803 353.486298 68.433731 1.158984e+01;3.516294e+02;6.901992e+01;9.570156e+02;3.495938e+02;6.646370e+01;3.825475e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022806 354.732819 69.015953 1.120879e+01;3.523261e+02;6.935945e+01;9.592739e+02;3.543750e+02;6.702570e+01;3.799892e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022809 356.218384 69.655907 1.030344e+01;3.532853e+02;6.952658e+01;9.628068e+02;3.538125e+02;6.702570e+01;3.587162e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022812 357.812286 70.157410 9.132463e+00;3.554392e+02;6.984281e+01;9.665573e+02;3.588750e+02;6.814980e+01;3.406758e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022815 359.929199 70.744514 8.213857e+00;3.577726e+02;7.006549e+01;9.692238e+02;3.594375e+02;6.758780e+01;3.254176e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022818 2.332927 71.312363 7.385865e+00;8.382692e-01;7.041372e+01;9.721735e+02;3.375000e+00;6.786880e+01;3.226345e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022821 4.504720 71.880363 6.850510e+00;3.921691e+00;7.085290e+01;9.738112e+02;5.625000e+00;6.871190e+01;3.156158e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022900 6.159879 72.464569 6.303386e+00;6.657053e+00;7.141436e+01;9.758811e+02;8.156200e+00;6.927400e+01;3.003689e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022903 8.332494 72.958405 5.808988e+00;9.076271e+00;7.195949e+01;9.763028e+02;1.153120e+01;6.983600e+01;2.598733e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022906 11.091401 72.897591 5.552542e+00;1.069595e+01;7.233814e+01;9.765016e+02;1.293750e+01;6.702570e+01;2.801624e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022909 13.799901 72.797813 5.551921e+00;1.250374e+01;7.255750e+01;9.778520e+02;1.350000e+01;6.730670e+01;2.709436e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022912 16.666946 72.892944 5.266408e+00;1.430703e+01;7.283933e+01;9.799826e+02;1.350000e+01;6.730670e+01;2.814999e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992022915 18.935089 72.808609 5.033589e+00;1.544408e+01;7.296464e+01;9.807559e+02;1.406250e+01;6.730670e+01;2.300793e+01;1.771875e+01;6.983602e+01;1.448099e+01 
1992022918 21.100063 72.542519 4.921753e+00;1.704582e+01;7.300431e+01;9.818293e+02;3.487500e+01;7.545660e+01;2.290021e+01;1.828125e+01;6.983602e+01;1.246782e+01 
1992022921 23.216763 72.450188 4.736337e+00;1.795540e+01;7.307333e+01;9.827150e+02;3.403120e+01;7.573760e+01;2.239336e+01;1.884375e+01;6.983602e+01;1.087811e+01 
1992030100 23.381294 72.209259 4.218491e+00;1.871448e+01;7.321597e+01;9.833079e+02;1.406250e+01;6.730670e+01;2.328218e+01;1.828125e+01;6.983602e+01;9.102223e+00 
1992030103 24.658012 71.670631 4.625078e+00;1.960864e+01;7.319844e+01;9.834480e+02;1.406250e+01;6.730670e+01;2.264557e+01;1.828125e+01;6.983602e+01;6.263966e+00 
1992030106 26.737862 71.351265 4.926726e+00;1.986430e+01;7.299354e+01;9.840559e+02;1.434380e+01;6.730670e+01;2.119867e+01;1.912500e+01;6.983602e+01;6.382041e+00 
1992030109 30.234549 70.955406 4.763962e+00;2.082344e+01;7.287772e+01;9.852174e+02;3.993750e+01;6.786880e+01;2.021979e+01;2.446875e+01;6.899293e+01;4.490264e+00 
1992030112 33.368889 70.292656 4.776494e+00;2.168652e+01;7.263862e+01;9.868132e+02;4.275000e+01;6.871190e+01;1.994864e+01;2.475000e+01;6.983602e+01;4.639370e+00 
1992030115 36.141201 69.917336 4.956781e+00;3.599046e+01;7.087966e+01;9.919781e+02;4.837500e+01;6.730670e+01;2.069094e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030118 38.642574 69.478897 5.181293e+00;3.908476e+01;7.039017e+01;9.911880e+02;4.725000e+01;6.730670e+01;2.191547e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030121 40.786980 68.995880 5.287955e+00;4.045219e+01;7.013510e+01;9.909855e+02;5.259380e+01;6.618260e+01;2.073490e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030200 41.872711 68.778862 5.248868e+00;4.076521e+01;7.042758e+01;9.911352e+02;5.287500e+01;6.618260e+01;2.128347e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030203 43.493488 68.660110 5.398463e+00;4.147931e+01;7.028933e+01;9.912709e+02;5.343750e+01;6.618260e+01;2.263955e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030206 45.483788 68.271370 5.543381e+00;4.261357e+01;6.966785e+01;9.915652e+02;5.090620e+01;7.180320e+01;2.419041e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030209 47.443386 67.948479 5.345555e+00;4.202606e+01;6.972302e+01;9.919094e+02;5.765620e+01;6.562060e+01;2.559783e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030212 49.623856 67.770271 5.083811e+00;4.825481e+01;6.810738e+01;9.927182e+02;5.850000e+01;6.533950e+01;2.450544e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030215 51.153049 67.741547 5.284641e+00;5.028734e+01;6.804617e+01;9.929172e+02;5.850000e+01;6.533950e+01;2.533943e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030218 53.043266 67.607437 5.393891e+00;5.182438e+01;6.789869e+01;9.924793e+02;5.315620e+01;7.208430e+01;2.472315e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030221 55.130020 67.445854 5.394750e+00;5.392518e+01;6.799467e+01;9.921062e+02;5.287500e+01;7.208430e+01;2.574103e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030300 56.632439 67.229187 5.582781e+00;5.479148e+01;6.798356e+01;9.916677e+02;5.315620e+01;7.208430e+01;2.552031e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030303 58.961044 67.038864 5.437579e+00;5.620400e+01;6.773708e+01;9.918432e+02;5.400000e+01;7.096010e+01;2.469397e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030306 61.241821 66.988983 5.601628e+00;5.672878e+01;6.655251e+01;9.915673e+02;6.778120e+01;6.337230e+01;2.533650e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030309 63.020885 67.016159 5.856393e+00;5.900319e+01;6.718844e+01;9.911145e+02;7.143750e+01;6.449650e+01;2.394580e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030312 64.806129 67.043259 6.163335e+00;5.993760e+01;6.689746e+01;9.914771e+02;7.396880e+01;6.393440e+01;2.528663e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030315 66.621895 67.131836 6.241702e+00;6.530519e+01;6.736472e+01;9.952155e+02;7.396880e+01;6.393440e+01;2.578362e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030318 67.767036 67.160736 6.174550e+00;6.127723e+01;6.512771e+01;9.929221e+02;7.621880e+01;6.421540e+01;2.587515e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030321 68.583908 67.050941 5.902843e+00;6.186058e+01;6.499895e+01;9.936384e+02;7.621880e+01;6.365340e+01;2.467462e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030400 69.805222 67.041367 5.837931e+00;6.411784e+01;6.411594e+01;9.938611e+02;7.846880e+01;6.393440e+01;2.289562e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030403 70.273285 66.803917 5.644835e+00;6.579557e+01;6.404693e+01;9.944393e+02;7.903120e+01;6.393440e+01;2.256562e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030406 70.983612 66.402908 5.352165e+00;6.723708e+01;6.396002e+01;9.950513e+02;7.959380e+01;6.365340e+01;2.246140e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030409 72.241333 65.992638 5.146611e+00;6.866919e+01;6.411115e+01;9.959733e+02;8.690620e+01;6.758780e+01;2.275085e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030412 73.314682 65.345863 4.993646e+00;6.992812e+01;6.361864e+01;9.972674e+02;8.718750e+01;6.758780e+01;2.219291e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1992030415 74.549698 64.782784 4.764311e+00;7.143533e+01;6.333786e+01;9.988010e+02;8.718750e+01;6.786880e+01;2.129589e+01;1.000000e+25;1.000000e+25;1.000000e+25 
