Time&Longitude&Latitude;Longitude (MSLP);Latitude (MSLP);MSLP;Longitude (925wind);Latitude (925wind);925hP Wind Speed;Longitude (10m wind);Latitude (10m wind);10m Wind Speed
TRACK_ID 25 START_TIME 1990012103 MEDIAN_TIME 1990012103 ENSMBLE_MEMB 0 NAME C3S_STORM_TRACKS_ERA5;;;;;;;;;
POINT_NUM 62                           ;;;;;;;;;
2012010512 28.615377 63.635700 3.776597e+00;2.384517e+01;6.305698e+01;9.682427e+02;3.150000e+01;5.831380e+01;2.049748e+01;2.221875e+01;6.449645e+01;1.541522e+01 
2012010515 29.018095 64.418060 3.353079e+00;2.400838e+01;6.322522e+01;9.707058e+02;3.318750e+01;5.943790e+01;1.699524e+01;2.221875e+01;6.393439e+01;1.527564e+01 
2012010518 28.163433 64.786942 3.073025e+00;2.428526e+01;6.336686e+01;9.736667e+02;2.193750e+01;6.365340e+01;1.727743e+01;2.193750e+01;6.365336e+01;1.727743e+01 
2012010521 26.782482 64.909164 3.024719e+00;2.443499e+01;6.353632e+01;9.768236e+02;2.193750e+01;6.393440e+01;1.619581e+01;2.193750e+01;6.365336e+01;1.618725e+01 
2012010600 25.305378 65.464340 3.113255e+00;2.450471e+01;6.365944e+01;9.797111e+02;2.221880e+01;6.393440e+01;1.638702e+01;2.221875e+01;6.393439e+01;1.638702e+01 
2012010603 23.699518 65.499664 3.348859e+00;2.464434e+01;6.378110e+01;9.821384e+02;1.715620e+01;6.224820e+01;1.761126e+01;1.968750e+01;6.365336e+01;1.640215e+01 
2012010606 23.677980 65.119789 3.547097e+00;2.498049e+01;6.408104e+01;9.838193e+02;1.715620e+01;6.196720e+01;1.701642e+01;1.912500e+01;6.337233e+01;1.678475e+01 
2012010609 23.886726 64.624893 3.769865e+00;2.504032e+01;6.452512e+01;9.856814e+02;9.843800e+00;6.505850e+01;1.663164e+01;1.968750e+01;6.365336e+01;1.549464e+01 
2012010612 22.657106 64.720695 4.198344e+00;2.453641e+01;6.493156e+01;9.861750e+02;9.000000e+00;6.421540e+01;1.860312e+01;2.250000e+01;6.618263e+01;1.536015e+01 
2012010615 23.145937 64.139069 4.295593e+00;2.385442e+01;6.509935e+01;9.870259e+02;1.462500e+01;6.084310e+01;1.743089e+01;2.165625e+01;6.618263e+01;1.695057e+01 
2012010618 23.992838 63.577538 4.552521e+00;2.310972e+01;6.500193e+01;9.881047e+02;1.687500e+01;6.056200e+01;2.034719e+01;2.165625e+01;6.590160e+01;1.655848e+01 
2012010621 24.746002 63.080959 4.370099e+00;2.245086e+01;6.478111e+01;9.893882e+02;1.800000e+01;5.887590e+01;2.063918e+01;2.109375e+01;6.505851e+01;1.651811e+01 
2012010700 25.524908 62.528896 4.071536e+00;2.141584e+01;6.455869e+01;9.916671e+02;1.771880e+01;5.803280e+01;1.791653e+01;2.053125e+01;6.449645e+01;1.265911e+01 
2012010703 27.710829 62.261589 3.692423e+00;3.002011e+01;6.417140e+01;9.911607e+02;2.334380e+01;5.775170e+01;1.824407e+01;2.475000e+01;5.971894e+01;1.167010e+01 
2012010706 28.928345 62.050072 3.482614e+00;2.938065e+01;6.472198e+01;9.910407e+02;2.390620e+01;5.662760e+01;1.939465e+01;2.446875e+01;5.999997e+01;7.902102e+00 
2012010709 29.707964 61.745979 3.379848e+00;2.879135e+01;6.506304e+01;9.919156e+02;2.671880e+01;5.690860e+01;1.827915e+01;2.475000e+01;5.999997e+01;7.810938e+00 
2012010712 29.856047 62.053226 3.130502e+00;2.749733e+01;6.107579e+01;9.914653e+02;2.756250e+01;5.690860e+01;1.810497e+01;2.446875e+01;6.056203e+01;6.095438e+00 
2012010715 31.259129 62.267483 2.787496e+00;2.766655e+01;6.123172e+01;9.926861e+02;3.037500e+01;5.634660e+01;1.633106e+01;1.000000e+25;1.000000e+25;1.000000e+25 
TRACK_ID 95 START_TIME 2013102603 MEDIAN_TIME 2013102806 ENSMBLE_MEMB 0 NAME CHRISTIAN;;;;;;;;;
POINT_NUM 34                           ;;;;;;;;;
2013102603 300.174561 39.045395 2.112695e+00;1.000000e+25;1.000000e+25;1.013820e+03;3.043125e+02;3.864170e+01;1.933722e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102606 303.733673 40.361763 2.447091e+00;3.073047e+02;4.140175e+01;1.008086e+03;3.062812e+02;3.976580e+01;2.400683e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102609 306.441986 40.885555 2.950001e+00;3.083322e+02;4.144334e+01;1.007448e+03;3.079688e+02;4.032790e+01;2.350432e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102612 310.665527 41.404999 3.250124e+00;3.101579e+02;4.163681e+01;1.008185e+03;3.138750e+02;3.892270e+01;2.477689e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102615 313.049469 42.031292 3.516044e+00;3.124023e+02;4.163628e+01;1.007927e+03;3.175312e+02;4.060890e+01;2.563927e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102618 315.939850 42.655621 3.636606e+00;3.195666e+02;4.384830e+01;1.005779e+03;3.206250e+02;4.173300e+01;2.942056e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102621 319.332489 43.273911 3.697490e+00;3.214372e+02;4.409084e+01;1.005641e+03;3.237188e+02;4.257610e+01;3.307335e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102700 322.596619 44.007290 3.821183e+00;3.228892e+02;4.436126e+01;1.004942e+03;3.273750e+02;4.341920e+01;3.402125e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102703 326.076019 44.508854 3.520638e+00;3.295759e+02;4.466167e+01;1.001912e+03;3.304688e+02;4.426230e+01;3.601091e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102706 330.413330 45.289688 3.813754e+00;3.328551e+02;4.513593e+01;9.997203e+02;3.344062e+02;4.454330e+01;3.504291e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102709 333.962524 45.846752 4.369234e+00;3.367591e+02;4.565940e+01;9.983260e+02;3.386250e+02;4.510540e+01;3.570550e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102712 338.406799 46.519894 5.337246e+00;3.408580e+02;4.655795e+01;9.941662e+02;3.431250e+02;4.594850e+01;3.999284e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102715 341.798889 47.223595 5.421598e+00;3.446905e+02;4.742636e+01;9.913471e+02;3.476250e+02;4.594850e+01;3.996926e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102718 345.306183 48.053005 5.441372e+00;3.483777e+02;4.871532e+01;9.899093e+02;3.512812e+02;4.791570e+01;3.952620e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102721 348.566742 48.707256 5.614737e+00;3.522239e+02;4.973984e+01;9.879236e+02;3.549375e+02;4.875880e+01;3.874118e+01;3.493125e+02;5.156907e+01;1.183240e+01 
2013102800 352.030151 49.582626 6.237278e+00;3.537486e+02;5.048578e+01;9.823400e+02;3.543750e+02;4.594850e+01;4.236390e+01;3.552188e+02;4.763464e+01;3.607582e+01 
2013102803 355.160614 50.908741 6.231730e+00;3.566417e+02;5.135352e+01;9.791063e+02;3.552188e+02;4.566740e+01;4.206485e+01;3.580312e+02;4.903979e+01;3.550237e+01 
2013102806 358.484192 52.370659 5.893638e+00;0.000000e+00;5.257539e+01;9.757310e+02;4.500000e+00;5.297420e+01;3.631765e+01;1.406250e+00;5.100700e+01;3.559089e+01 
2013102809 1.987385 54.099117 6.007329e+00;3.183129e+00;5.400655e+01;9.722135e+02;4.218800e+00;5.269320e+01;3.839443e+01;4.218750e+00;5.269318e+01;3.839443e+01 
2013102812 5.713137 55.554520 5.949392e+00;6.172274e+00;5.549697e+01;9.682778e+02;7.031200e+00;5.409830e+01;4.133224e+01;7.031250e+00;5.381731e+01;4.119407e+01 
2013102815 9.914360 56.884296 6.157438e+00;9.044497e+00;5.689491e+01;9.668967e+02;1.096880e+01;5.494140e+01;4.043022e+01;1.096875e+01;5.494143e+01;4.043022e+01 
2013102818 13.648022 57.745899 6.360298e+00;1.208534e+01;5.799228e+01;9.681391e+02;1.209380e+01;5.634660e+01;3.910527e+01;1.209375e+01;5.634658e+01;3.910527e+01 
2013102821 17.507526 58.852531 6.381292e+00;1.608696e+01;5.912769e+01;9.704814e+02;1.884380e+01;5.690860e+01;3.888064e+01;1.884375e+01;5.690864e+01;3.888064e+01 
2013102900 21.260418 59.622574 6.277891e+00;2.105343e+01;6.077205e+01;9.703255e+02;2.109380e+01;5.747070e+01;3.632148e+01;2.109375e+01;5.747070e+01;3.632148e+01 
2013102903 24.348671 60.362831 6.184490e+00;2.418676e+01;6.166639e+01;9.713734e+02;2.362500e+01;5.803280e+01;3.555233e+01;2.362500e+01;5.803276e+01;3.555233e+01 
2013102906 27.396091 60.923000 5.910959e+00;2.749991e+01;6.248439e+01;9.721835e+02;2.390620e+01;5.831380e+01;3.284876e+01;2.446875e+01;5.831379e+01;3.212610e+01 
2013102909 30.984238 61.548931 5.230894e+00;3.071082e+01;6.332840e+01;9.735671e+02;2.756250e+01;5.859480e+01;2.966741e+01;2.475000e+01;6.140512e+01;1.532107e+01 
2013102912 35.911007 62.240589 4.967780e+00;3.534610e+01;6.378163e+01;9.743378e+02;3.009380e+01;6.000000e+01;2.902490e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102915 40.707367 63.034653 5.202332e+00;3.754992e+01;6.402783e+01;9.754122e+02;3.318750e+01;6.056200e+01;2.637587e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102918 44.753365 63.563122 5.359553e+00;4.186917e+01;6.426904e+01;9.763665e+02;3.796880e+01;6.028100e+01;2.507887e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013102921 48.268475 64.113098 5.390652e+00;4.619843e+01;6.442602e+01;9.773940e+02;4.246880e+01;5.971890e+01;2.259513e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013103000 51.264198 64.451538 5.329088e+00;5.420739e+01;6.556546e+01;9.777234e+02;4.584380e+01;6.056200e+01;2.205335e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013103003 54.944332 64.751602 4.993967e+00;5.738817e+01;6.581207e+01;9.776810e+02;5.512500e+01;7.067910e+01;2.231786e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013103006 59.337528 64.864456 4.966774e+00;6.190863e+01;6.594795e+01;9.778337e+02;6.946880e+01;6.112410e+01;2.221084e+01;1.000000e+25;1.000000e+25;1.000000e+25 
TRACK_ID 96 START_TIME 2013111121 MEDIAN_TIME 2013111518 ENSMBLE_MEMB 0 NAME C3S_STORM_TRACKS_ERA5;;;;;;;;;
POINT_NUM 62                           ;;;;;;;;;
2013111121 271.135590 41.447643 2.120649e+00;1.000000e+25;1.000000e+25;1.024827e+03;2.733750e+02;4.651050e+01;1.897589e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111200 274.332367 41.015244 2.235230e+00;2.787414e+02;3.921333e+01;1.018055e+03;2.736562e+02;4.594850e+01;2.001969e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111203 276.067535 39.860733 2.291872e+00;1.000000e+25;1.000000e+25;1.023166e+03;2.837812e+02;4.004680e+01;1.866795e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111206 278.757690 39.461670 2.573713e+00;1.000000e+25;1.000000e+25;1.021633e+03;2.860312e+02;4.004680e+01;2.031778e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111209 280.469727 38.745144 2.894036e+00;2.813391e+02;3.789920e+01;1.015917e+03;2.733750e+02;3.807960e+01;1.791479e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111212 283.365997 38.927238 2.685841e+00;1.000000e+25;1.000000e+25;1.018513e+03;2.908125e+02;3.976580e+01;1.651349e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111215 285.942108 39.108273 2.692662e+00;1.000000e+25;1.000000e+25;1.019868e+03;2.930625e+02;4.032790e+01;1.786024e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111218 288.397644 39.269356 2.550947e+00;1.000000e+25;1.000000e+25;1.016310e+03;2.955938e+02;4.117090e+01;1.950409e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111221 289.853485 38.085140 2.582260e+00;2.936556e+02;3.892472e+01;1.011415e+03;2.964375e+02;4.117090e+01;1.858624e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111300 290.735138 36.790260 3.027210e+00;1.000000e+25;1.000000e+25;1.013283e+03;2.837812e+02;3.555030e+01;1.860721e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111303 291.783478 36.362572 3.197837e+00;1.000000e+25;1.000000e+25;1.012089e+03;2.978438e+02;3.976580e+01;1.980555e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111306 293.550323 36.401173 3.381155e+00;1.000000e+25;1.000000e+25;1.009909e+03;2.995312e+02;4.004680e+01;2.174785e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111309 296.315002 37.030495 3.687885e+00;2.994311e+02;3.937735e+01;1.006322e+03;2.998125e+02;3.836060e+01;2.190457e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111312 297.392883 36.643803 3.822375e+00;2.959768e+02;3.664759e+01;1.005928e+03;3.017812e+02;3.920370e+01;2.318345e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111315 297.717163 36.495934 4.464710e+00;3.001909e+02;3.808133e+01;1.004469e+03;2.944688e+02;3.611240e+01;2.502678e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111318 299.410736 37.280205 5.191195e+00;2.990252e+02;3.743921e+01;1.002059e+03;3.037500e+02;3.723650e+01;2.996035e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111321 300.959747 37.905449 5.621332e+00;3.006424e+02;3.790690e+01;9.995630e+02;3.054375e+02;3.920370e+01;3.723771e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111400 303.493103 39.461475 5.810081e+00;3.030317e+02;3.909109e+01;9.996252e+02;3.076875e+02;4.117090e+01;4.009760e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111403 305.652496 40.628017 6.368864e+00;3.044174e+02;3.907064e+01;9.981849e+02;3.099375e+02;4.341920e+01;4.300152e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111406 307.202545 41.355877 6.810852e+00;3.071696e+02;4.052211e+01;9.966550e+02;3.124688e+02;4.594850e+01;4.611080e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111409 308.833221 42.292126 6.826648e+00;3.116428e+02;4.430142e+01;9.961801e+02;3.130312e+02;4.454330e+01;4.101771e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111412 310.744598 43.275478 6.964099e+00;3.128056e+02;4.497535e+01;9.972782e+02;3.158438e+02;4.791570e+01;3.733666e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111415 312.303375 44.704025 7.287110e+00;3.137141e+02;4.510058e+01;9.962823e+02;3.169688e+02;4.875880e+01;3.869070e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111418 313.600739 45.567810 7.396023e+00;3.150816e+02;4.539665e+01;9.949985e+02;3.152812e+02;4.510540e+01;4.053094e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111421 315.076172 46.517143 7.416121e+00;3.172641e+02;4.846940e+01;9.944727e+02;3.172500e+02;4.791570e+01;4.063245e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111500 316.492584 47.400574 7.343644e+00;3.192664e+02;5.075789e+01;9.935192e+02;3.195000e+02;5.072600e+01;4.249437e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111503 317.955963 48.341969 6.882551e+00;1.000000e+25;1.000000e+25;9.993500e+02;3.223125e+02;5.297420e+01;4.088321e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111506 319.841248 49.853840 6.343757e+00;3.234639e+02;5.432850e+01;9.945422e+02;3.251250e+02;5.409830e+01;4.032761e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111509 321.588013 50.598633 5.854429e+00;1.000000e+25;1.000000e+25;1.000472e+03;3.273750e+02;5.522250e+01;3.837951e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111512 325.173462 54.278957 5.742786e+00;3.289828e+02;5.747515e+01;9.937854e+02;3.273750e+02;5.297420e+01;3.642194e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111515 327.533356 56.196987 5.757738e+00;3.310337e+02;5.850641e+01;9.923879e+02;3.301875e+02;5.409830e+01;3.721019e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111518 330.132477 57.902966 5.547255e+00;3.337955e+02;5.977080e+01;9.894854e+02;3.338438e+02;5.775170e+01;3.677784e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111521 333.555298 59.761448 5.344245e+00;3.369613e+02;6.106208e+01;9.869901e+02;3.363750e+02;5.971890e+01;3.681288e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111600 337.875244 61.319088 5.489643e+00;3.397538e+02;6.201924e+01;9.837610e+02;3.397500e+02;5.718970e+01;3.522552e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111603 342.180695 62.768734 5.754211e+00;3.431693e+02;6.322620e+01;9.794982e+02;3.445312e+02;5.971890e+01;3.605722e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111606 347.057892 63.935310 6.453920e+00;3.468469e+02;6.401251e+01;9.758282e+02;3.495938e+02;6.112410e+01;3.672659e+01;3.518438e+02;6.224821e+01;3.494157e+01 
2013111609 352.310242 64.825157 7.104449e+00;3.512766e+02;6.499014e+01;9.727336e+02;3.510000e+02;6.365340e+01;3.804523e+01;3.540938e+02;6.224821e+01;3.542622e+01 
2013111612 357.548431 65.592888 7.379590e+00;3.555404e+02;6.562340e+01;9.710872e+02;3.557812e+02;6.393440e+01;3.985331e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111615 1.913401 66.087006 7.015239e+00;1.388716e+00;6.661758e+01;9.696044e+02;2.812000e-01;6.421540e+01;4.264728e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111618 7.109962 66.508148 5.977247e+00;5.907172e+00;6.674540e+01;9.688718e+02;6.187500e+00;6.477750e+01;4.337374e+01;9.281250e+00;6.393439e+01;3.927547e+01 
2013111621 12.917338 66.626457 5.509373e+00;1.141788e+01;6.696544e+01;9.693085e+02;1.096880e+01;6.477750e+01;4.247602e+01;1.096875e+01;6.477748e+01;4.247602e+01 
2013111700 19.732956 66.440941 4.759923e+00;1.803770e+01;6.695584e+01;9.712831e+02;2.475000e+01;6.505850e+01;3.029965e+01;2.475000e+01;6.505851e+01;3.029965e+01 
2013111703 26.674461 65.849159 5.146291e+00;3.058629e+01;6.620245e+01;9.704713e+02;2.221880e+01;6.393440e+01;3.188925e+01;2.221875e+01;6.393439e+01;3.188925e+01 
2013111706 30.890043 64.751770 5.469056e+00;3.461139e+01;6.604224e+01;9.694529e+02;2.053120e+01;6.252920e+01;3.068868e+01;2.390625e+01;6.477748e+01;2.522101e+01 
2013111709 34.690521 63.870426 6.067398e+00;3.726216e+01;6.585180e+01;9.688945e+02;2.615620e+01;6.000000e+01;2.662626e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111712 38.728924 63.303074 6.511991e+00;3.932574e+01;6.533322e+01;9.696207e+02;3.206250e+01;6.084310e+01;2.847023e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111715 42.505611 62.346119 6.668056e+00;4.188851e+01;6.456027e+01;9.718230e+02;3.206250e+01;6.084310e+01;3.097601e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111718 46.362755 61.011707 6.776750e+00;4.838551e+01;6.171047e+01;9.727529e+02;3.825000e+01;5.859480e+01;2.550888e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111721 49.420860 59.939568 6.697450e+00;5.061543e+01;6.133834e+01;9.733494e+02;3.853120e+01;5.831380e+01;2.702481e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111800 52.528725 58.930046 6.414973e+00;5.281138e+01;6.091463e+01;9.739673e+02;4.190620e+01;5.690860e+01;2.225623e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111803 55.158222 58.397808 6.492227e+00;5.484330e+01;6.053340e+01;9.756317e+02;5.512500e+01;5.241220e+01;2.128466e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111806 57.563293 57.923355 6.424852e+00;5.644363e+01;6.033263e+01;9.780333e+02;6.271880e+01;5.269320e+01;2.452674e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111809 59.719158 57.418446 6.129533e+00;6.116929e+01;5.933619e+01;9.813134e+02;6.693750e+01;5.409830e+01;2.822924e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111812 61.878353 56.977959 5.654178e+00;6.351061e+01;5.923117e+01;9.841672e+02;6.412500e+01;5.128800e+01;2.311990e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111815 64.002441 56.740047 5.579957e+00;6.554044e+01;5.905075e+01;9.867271e+02;7.059380e+01;5.353630e+01;2.303287e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111818 65.122818 56.526093 5.087719e+00;6.804999e+01;5.914645e+01;9.887554e+02;7.059380e+01;5.353630e+01;2.199088e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111821 71.879227 58.142384 4.286817e+00;7.035891e+01;5.923047e+01;9.908834e+02;7.790620e+01;5.494140e+01;2.101808e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111900 76.115417 59.375221 4.082517e+00;7.320901e+01;5.998186e+01;9.926212e+02;7.959380e+01;5.466040e+01;2.028605e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111903 77.806679 59.506371 4.018623e+00;7.694950e+01;6.112661e+01;9.941992e+02;8.043750e+01;5.466040e+01;2.006028e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111906 79.158188 60.204521 3.747448e+00;7.928379e+01;6.173543e+01;9.958134e+02;8.718750e+01;5.606550e+01;2.162796e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111909 81.670204 61.371475 3.522669e+00;8.152653e+01;6.215432e+01;9.975093e+02;8.381250e+01;5.606550e+01;1.759065e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013111912 83.692970 61.831459 3.249667e+00;8.632729e+01;6.450104e+01;9.988317e+02;8.690620e+01;5.634660e+01;1.681330e+01;1.000000e+25;1.000000e+25;1.000000e+25 
TRACK_ID 97 START_TIME 2013120209 MEDIAN_TIME 2013120518 ENSMBLE_MEMB 0 NAME XAVER;;;;;;;;;
POINT_NUM 54                           ;;;;;;;;;
2013120209 293.975281 41.398422 1.391196e+00;2.913793e+02;3.989306e+01;1.013784e+03;3.009375e+02;4.454330e+01;2.398426e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120212 296.755524 40.857800 1.364416e+00;2.925703e+02;4.060254e+01;1.013880e+03;3.017812e+02;4.398120e+01;2.226943e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120215 297.433685 41.459511 1.685094e+00;2.983480e+02;4.118867e+01;1.014578e+03;3.017812e+02;4.454330e+01;2.339163e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120218 298.040588 41.984451 1.891344e+00;2.961193e+02;4.087049e+01;1.012241e+03;3.017812e+02;4.538640e+01;2.304979e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120221 298.893921 42.294407 1.997141e+00;2.987163e+02;4.295593e+01;1.012601e+03;3.015000e+02;4.285710e+01;2.330786e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120300 299.536041 42.870026 1.855502e+00;2.984785e+02;4.252432e+01;1.012892e+03;3.054375e+02;4.257610e+01;2.428540e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120303 300.528137 43.519077 2.000637e+00;2.995277e+02;4.286629e+01;1.013079e+03;3.051562e+02;4.341920e+01;2.924100e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120306 301.280945 45.007233 2.429569e+00;2.994248e+02;4.483741e+01;1.012630e+03;3.054375e+02;4.426230e+01;3.085966e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120309 302.097717 46.188656 2.571005e+00;2.993948e+02;4.487625e+01;1.011966e+03;3.065625e+02;4.510540e+01;3.204152e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120312 302.361389 47.228180 2.577643e+00;1.000000e+25;1.000000e+25;1.015191e+03;3.062812e+02;4.735360e+01;2.958525e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120315 302.990204 48.734283 2.651307e+00;3.012038e+02;4.824577e+01;1.013812e+03;3.074062e+02;4.847770e+01;3.125551e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120318 304.468445 50.194145 2.862045e+00;1.000000e+25;1.000000e+25;1.015505e+03;3.088125e+02;4.960190e+01;3.179724e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120321 306.339355 51.696220 2.783411e+00;1.000000e+25;1.000000e+25;1.015963e+03;3.105000e+02;5.072600e+01;3.121864e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120400 309.051117 54.146313 2.860268e+00;1.000000e+25;1.000000e+25;1.019150e+03;3.127500e+02;5.156910e+01;3.113370e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120403 311.476196 56.223518 3.404840e+00;3.117977e+02;5.431397e+01;1.017276e+03;3.135938e+02;5.156910e+01;3.179994e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120406 314.513062 57.757381 4.021323e+00;1.000000e+25;1.000000e+25;1.018958e+03;3.180938e+02;5.437940e+01;3.354618e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120409 318.888641 59.190380 4.508057e+00;1.000000e+25;1.000000e+25;1.015332e+03;3.220312e+02;5.578450e+01;3.464872e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120412 323.912323 59.992779 5.395079e+00;3.256891e+02;6.458505e+01;1.006302e+03;3.265312e+02;5.662760e+01;3.638799e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120415 327.809021 60.452850 6.207391e+00;3.321736e+02;6.058318e+01;1.004656e+03;3.332812e+02;5.747070e+01;3.938943e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120418 333.019897 60.555424 6.637923e+00;3.366953e+02;6.073288e+01;9.987855e+02;3.383438e+02;5.803280e+01;4.236510e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120421 339.011505 60.349483 7.087588e+00;3.426985e+02;6.055029e+01;9.941242e+02;3.434062e+02;5.747070e+01;4.265090e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120500 344.066986 60.082222 7.643484e+00;3.488470e+02;6.034150e+01;9.868140e+02;3.484688e+02;5.747070e+01;4.593148e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2013120503 349.708832 59.587738 7.917141e+00;3.545574e+02;6.023365e+01;9.803909e+02;3.501562e+02;5.690860e+01;4.413657e+01;3.526875e+02;5.718967e+01;4.195154e+01 
2013120506 356.251831 58.997719 8.597782e+00;3.594467e+02;6.028864e+01;9.730768e+02;3.540938e+02;5.606550e+01;4.515045e+01;3.535312e+02;5.690864e+01;4.298553e+01 
2013120509 1.312685 58.331757 9.088204e+00;4.338023e+00;6.058745e+01;9.700286e+02;1.687500e+00;5.662760e+01;4.407484e+01;6.187500e+00;5.803276e+01;3.513326e+01 
2013120512 5.806323 57.862316 9.948145e+00;7.881973e+00;6.038183e+01;9.661594e+02;6.187500e+00;5.522250e+01;4.511342e+01;7.875000e+00;5.606555e+01;3.838086e+01 
