lon_east,lon_west,lat_north,lat_south,timestep
345.58963,353.58963,66.46233,58.46233,35
346.931549,354.931549,67.614075,59.614075,36
347.667145,355.667145,68.452988,60.452988,37
348.095367,356.095367,69.070946,61.070946,38
348.52536,356.52536,69.220123,61.220123,39
349.003265,357.003265,69.095284,61.095284,40
350.359436,358.359436,69.072929,61.072929,41
351.371399,359.371399,69.087547,61.087547,42
353.579651,1.579651,69.340027,61.340027,43
355.800262,3.800262,69.352356,61.352356,44
358.180098,6.180098,69.299187,61.299187,45
1.197893,9.197893,69.019737,61.019737,46
8.912148,16.912148,68.708778,60.708778,47
16.103432,24.103432,68.911255,60.911255,48
