lon_east,lon_west,lat_north,lat_south,timestep
345.235901,353.235901,55.579868,47.579868,24
348.036438,356.036438,56.431587,48.431587,25
350.493896,358.493896,57.624866,49.624866,26
352.704834,0.704834,58.645306,50.645306,27
354.413208,2.413208,59.964058,51.964058,28
355.441193,3.441193,60.839199,52.839199,29
355.907745,3.907745,61.634457,53.634457,30
356.126234,4.126234,62.572063,54.572063,31
355.720367,3.720367,63.247139,55.247139,32
355.237793,3.237793,63.510818,55.510818,33
355.211304,3.211304,63.804283,55.804283,34
355.385712,3.385712,63.948101,55.948101,35
355.451233,3.451233,63.914234,55.914234,36
356.05532,4.05532,64.286751,56.286751,37
356.673233,4.673233,65.178219,57.178219,38
357.252237,5.252237,66.18066,58.18066,39
357.335758,5.335758,66.879589,58.879589,40
358.097899,6.097899,67.641968,59.641968,41
358.20924,6.20924,68.528389,60.528389,42
357.691137,5.691137,69.303719,61.303719,43
357.134386,5.134386,69.831238,61.831238,44
355.885498,3.885498,69.925682,61.925682,45
