lon_east,lon_west,lat_north,lat_south,timestep
346.975372,354.975372,62.916489,54.916489,40
351.279419,359.279419,63.514015,55.514015,41
355.38681,3.38681,63.986717,55.986717,42
359.976819,7.976819,64.120583,56.120583,43
2.79888,10.79888,64.114716,56.114716,44
5.615028,13.615028,64.105057,56.105057,45
8.328506,16.328506,64.072819,56.072819,46
12.437368,20.437368,63.658657,55.658657,47
15.952337,23.952337,63.248291,55.248291,48
18.100649,26.100649,62.927689,54.927689,49
19.265285,27.265285,62.762611,54.762611,50
20.182262,28.182262,62.652431,54.652431,51
21.055599,29.055599,62.674259,54.674259,52
21.933426,29.933426,62.365147,54.365147,53
22.750895,30.750895,62.042225,54.042225,54
23.800041,31.800041,61.778595,53.778595,55
25.233267,33.233267,61.697868,53.697868,56
26.819536,34.819536,61.550789,53.550789,57
28.785801,36.785801,61.230862,53.230862,58
31.267933,39.267933,60.933216,52.933216,59
33.52916,41.52916,60.606869,52.606869,60
