lon_east,lon_west,lat_north,lat_south,timestep
344.093353,352.093353,64.982925,56.982925,38
349.658356,357.658356,65.435745,57.435745,39
353.957764,1.957764,65.984188,57.984188,40
358.47958,6.47958,65.858932,57.858932,41
3.165432,11.165432,65.608395,57.608395,42
5.766414,13.766414,65.750576,57.750576,43
9.665888,17.665888,65.529156,57.529156,44
16.142035,24.142035,64.009438,56.009438,45
19.162098,27.162098,63.042957,55.042957,46
20.783289,28.783289,62.225971,54.225971,47
22.969387,30.969387,61.634945,53.634945,48
26.024029,34.024029,61.189613,53.189613,49
29.772713,37.772713,60.356796,52.356796,50
34.490215,42.490215,56.870445,48.870445,51
36.379852,44.379852,56.741451,48.741451,52
38.475281,46.475281,57.188313,49.188313,53
37.510624,45.510624,60.321312,52.321312,54
38.822193,46.822193,60.413643,52.413643,55
39.794022,47.794022,60.801262,52.801262,56
40.641804,48.641804,61.590809,53.590809,57
41.168388,49.168388,62.237301,54.237301,58
