lon_east,lon_west,lat_north,lat_south,timestep
346.864746,354.864746,65.678608,57.678608,21
352.257233,0.257233,66.845684,58.845684,22
359.186947,7.186947,67.375736,59.375736,23
6.023252,14.023252,67.391113,59.391113,24
12.897026,20.897026,67.209274,59.209274,25
19.799295,27.799295,66.451267,58.451267,26
24.539671,32.539671,65.679394,57.679394,27
28.408142,36.408142,65.196507,57.196507,28
31.498642,39.498642,65.24799,57.24799,29
34.798027,42.798027,64.871265,56.871265,30
37.853027,45.853027,64.034286,56.034286,31
40.363022,48.363022,62.99728,54.99728,32
