lon_east,lon_west,lat_north,lat_south,timestep
344.398224,352.398224,65.714943,57.714943,14
346.544861,354.544861,67.136749,59.136749,15
348.397491,356.397491,68.302391,60.302391,16
350.445129,358.445129,69.355835,61.355835,17
352.554443,0.554443,70.117401,62.117401,18
354.429108,2.429108,70.692703,62.692703,19
356.440247,4.440247,71.314644,63.314644,20
358.356904,6.356904,71.743385,63.743385,21
0.569669,8.569669,72.044617,64.044617,22
2.655088,10.655088,72.294136,64.294136,23
4.978884,12.978884,72.375938,64.375938,24
7.990462,15.990462,72.490402,64.490402,25
12.011269,20.011269,72.532158,64.532158,26
16.522356,24.522356,72.559898,64.559898,27
22.725721,30.725721,72.865685,64.865685,28
28.330112,36.330112,73.561165,65.561165,29
31.680347,39.680347,73.95723,65.95723,30
33.619873,41.619873,74.193649,66.193649,31
35.364563,43.364563,74.63298,66.63298,32
36.625633,44.625633,74.806488,66.806488,33
37.623955,45.623955,75.014191,67.014191,34
37.864391,45.864391,75.302322,67.302322,35
38.434811,46.434811,75.335388,67.335388,36
39.246853,47.246853,75.503616,67.503616,37
40.148693,48.148693,75.823547,67.823547,38
40.958374,48.958374,76.044617,68.044617,39
41.359268,49.359268,76.229591,68.229591,40
41.43383,49.43383,76.513504,68.513504,41
41.41814,49.41814,76.388031,68.388031,42
41.351265,49.351265,76.452995,68.452995,43
41.201935,49.201935,75.786156,67.786156,44
