lon_east,lon_west,lat_north,lat_south,timestep
345.263245,353.263245,57.45216,49.45216,7
347.586792,355.586792,58.328777,50.328777,8
349.792389,357.792389,59.425068,51.425068,9
351.476166,359.476166,60.73951,52.73951,10
352.600739,0.600739,61.531944,53.531944,11
353.622894,1.622894,62.397518,54.397518,12
354.659882,2.659882,63.132534,55.132534,13
355.533905,3.533905,63.717377,55.717377,14
356.730761,4.730761,64.197906,56.197906,15
357.943919,5.943919,64.869232,56.869232,16
358.93011,6.93011,65.633118,57.633118,17
359.541259,7.541259,66.111736,58.111736,18
0.076804,8.076804,66.603241,58.603241,19
0.993054,8.993054,67.146599,59.146599,20
2.186389,10.186389,67.841862,59.841862,21
2.746928,10.746928,68.667656,60.667656,22
4.990434,12.990434,69.393379,61.393379,23
8.439591,16.439591,70.147369,62.147369,24
