lon_east,lon_west,lat_north,lat_south,timestep
344.037781,352.037781,61.586269,53.586269,37
345.708649,353.708649,62.906715,54.906715,38
347.15741,355.15741,63.773083,55.773083,39
348.543945,356.543945,64.355774,56.355774,40
350.132263,358.132263,64.896225,56.896225,41
352.102783,0.102783,65.3619,57.3619,42
354.06546,2.06546,65.554489,57.554489,43
356.35668,4.35668,65.98378,57.98378,44
358.915791,6.915791,66.117634,58.117634,45
1.48054,9.48054,66.238319,58.238319,46
3.883019,11.883019,66.567249,58.567249,47
6.065809,14.065809,66.896111,58.896111,48
8.889835,16.889835,67.193859,59.193859,49
12.615795,20.615795,67.137466,59.137466,50
14.855467,22.855467,66.690399,58.690399,51
16.587534,24.587534,66.539402,58.539402,52
18.325184,26.325184,66.344395,58.344395,53
20.602411,28.602411,66.355133,58.355133,54
22.767351,30.767351,66.536568,58.536568,55
23.57221,31.57221,66.228649,58.228649,56
24.930712,32.930712,65.878166,57.878166,57
25.919352,33.919352,65.765312,57.765312,58
26.65126,34.65126,65.475716,57.475716,59
27.853725,35.853725,65.289082,57.289082,60
29.923248,37.923248,65.575439,57.575439,61
33.770138,41.770138,68.07502,60.07502,62
35.548977,43.548977,69.304375,61.304375,63
36.435287,44.435287,69.227829,61.227829,64
36.831848,44.831848,68.655243,60.655243,65
37.989788,45.989788,68.566841,60.566841,66
38.968433,46.968433,68.554008,60.554008,67
39.102745,47.102745,68.548225,60.548225,68
39.467205,47.467205,68.520958,60.520958,69
40.455593,48.455593,68.418388,60.418388,70
40.814995,48.814995,68.211975,60.211975,71
41.043896,49.043896,68.023933,60.023933,72
42.204865,50.204865,67.911228,59.911228,73
43.286354,51.286354,67.626789,59.626789,74
44.174629,52.174629,67.316326,59.316326,75
45.306946,53.306946,66.895275,58.895275,76
47.224895,55.224895,66.491066,58.491066,77
49.500648,57.500648,65.876942,57.876942,78
51.548084,59.548084,65.139812,57.139812,79
54.857342,62.857342,64.104912,56.104912,80
57.493992,65.493992,64.140228,56.140228,81
60.21167,68.21167,64.452988,56.452988,82
62.414253,70.414253,65.073826,57.073826,83
63.34375,71.34375,65.303074,57.303074,84
64.97451,72.97451,66.084652,58.084652,85
66.654053,74.654053,66.82262,58.82262,86
