lon_east,lon_west,lat_north,lat_south,timestep
345.837616,353.837616,67.603252,59.603252,30
347.928162,355.928162,69.023773,61.023773,31
349.692444,357.692444,70.122047,62.122047,32
351.530518,359.530518,71.414513,63.414513,33
352.944641,0.944641,72.368073,64.368073,34
353.973389,1.973389,73.251755,65.251755,35
355.259857,3.259857,74.178833,66.178833,36
355.862488,3.862488,74.624847,66.624847,37
356.920704,4.920704,75.026215,67.026215,38
358.180028,6.180028,75.463318,67.463318,39
359.60632,7.60632,75.758034,67.758034,40
1.558729,9.558729,76.179321,68.179321,41
3.536887,11.536887,76.712227,68.712227,42
5.553988,13.553988,77.221985,69.221985,43
8.572259,16.572259,77.872856,69.872856,44
10.286445,18.286445,78.063065,70.063065,45
16.939381,24.939381,78.731865,70.731865,46
