lon_east,lon_west,lat_north,lat_south,timestep
344.161499,352.161499,63.837208,55.837208,18
347.430115,355.430115,65.964725,57.964725,19
350.680023,358.680023,67.31559,59.31559,20
354.286133,2.286133,68.348755,60.348755,21
358.751863,6.751863,69.181343,61.181343,22
4.961205,12.961205,69.585403,61.585403,23
11.862001,19.862001,69.95475,61.95475,24
18.753384,26.753384,70.749176,62.749176,25
24.886238,32.886238,70.486435,62.486435,26
29.474171,37.474171,70.132744,62.132744,27
33.460918,41.460918,69.697693,61.697693,28
36.92416,44.92416,69.434914,61.434914,29
40.047424,48.047424,68.917786,60.917786,30
42.98967,50.98967,68.306198,60.306198,31
45.433151,53.433151,67.711922,59.711922,32
47.928013,55.928013,67.395535,59.395535,33
50.438271,58.438271,67.195766,59.195766,34
52.788628,60.788628,67.087452,59.087452,35
54.79063,62.79063,67.174881,59.174881,36
56.555218,64.555218,67.266781,59.266781,37
58.156895,66.156895,67.552971,59.552971,38
59.4757,67.4757,67.990864,59.990864,39
60.796623,68.796623,68.157501,60.157501,40
61.797401,69.797401,68.39621,60.39621,41
62.199791,70.199791,68.340286,60.340286,42
64.16658,72.16658,68.3563,60.3563,43
66.30484,74.30484,68.445763,60.445763,44
