lon_east,lon_west,lat_north,lat_south,timestep
344.876984,352.876984,57.028397,49.028397,46
348.027985,356.027985,56.857937,48.857937,47
352.212769,0.212769,56.819443,48.819443,48
355.981537,3.981537,56.692894,48.692894,49
359.848752,7.848752,56.843391,48.843391,50
4.798218,12.798218,57.207554,49.207554,51
9.408265,17.408265,57.059738,49.059738,52
13.460129,21.460129,56.750828,48.750828,53
16.551147,24.551147,56.756504,48.756504,54
19.211559,27.211559,56.729744,48.729744,55
21.521061,29.521061,56.563606,48.563606,56
23.392208,31.392208,56.94627,48.94627,57
24.296114,32.296114,57.77573,49.77573,58
26.212004,34.212004,58.029655,50.029655,59
27.412169,35.412169,58.447269,50.447269,60
28.715565,36.715565,58.817905,50.817905,61
30.290779,38.290779,59.568394,51.568394,62
31.862663,39.862663,59.945427,51.945427,63
32.180176,40.180176,60.490639,52.490639,64
33.491505,41.491505,60.75819,52.75819,65
35.127792,43.127792,61.410507,53.410507,66
36.050766,44.050766,61.866802,53.866802,67
36.173622,44.173622,62.537472,54.537472,68
37.187881,45.187881,63.297401,55.297401,69
38.203987,46.203987,64.33633,56.33633,70
39.124889,47.124889,65.079811,57.079811,71
38.675571,46.675571,66.682102,58.682102,72
38.974464,46.974464,68.681465,60.681465,73
41.623753,49.623753,69.296524,61.296524,74
44.417667,52.417667,70.139503,62.139503,75
