lon_east,lon_west,lat_north,lat_south,timestep
346.451447,354.451447,62.629765,54.629765,19
349.809326,357.809326,63.567032,55.567032,20
352.410156,0.410156,64.181339,56.181339,21
355.093597,3.093597,64.947586,56.947586,22
356.798468,4.798468,65.757339,57.757339,23
358.023319,6.023319,66.240524,58.240524,24
358.74515,6.74515,66.603771,58.603771,25
358.926919,6.926919,66.660149,58.660149,26
358.780024,6.780024,66.17445,58.17445,27
358.223368,6.223368,65.753017,57.753017,28
358.206753,6.206753,65.447449,57.447449,29
359.728547,7.728547,66.499523,58.499523,30
1.628897,9.628897,68.942184,60.942184,31
6.527393,14.527393,73.485016,65.485016,32
