lon_east,lon_west,lat_north,lat_south,timestep
344.433838,352.433838,54.206097,46.206097,97
345.247955,353.247955,55.429928,47.429928,98
346.121643,354.121643,56.586315,48.586315,99
347.15918,355.15918,57.979107,49.979107,100
348.294037,356.294037,59.125217,51.125217,101
349.676727,357.676727,60.150547,52.150547,102
351.009155,359.009155,60.953384,52.953384,103
352.517914,0.517914,61.405979,53.405979,104
354.297028,2.297028,61.780613,53.780613,105
356.066744,4.066744,62.108696,54.108696,106
357.377394,5.377394,62.158932,54.158932,107
359.60501,7.60501,62.470085,54.470085,108
1.531991,9.531991,62.634342,54.634342,109
5.642779,13.642779,63.248497,55.248497,110
