lon_east,lon_west,lat_north,lat_south,timestep
344.065857,352.065857,60.200592,52.200592,18
345.90213,353.90213,61.389324,53.389324,19
347.729065,355.729065,62.323101,54.323101,20
349.040955,357.040955,63.301487,55.301487,21
350.271149,358.271149,63.821518,55.821518,22
351.388641,359.388641,64.088585,56.088585,23
352.82373,0.82373,64.399521,56.399521,24
353.931885,1.931885,64.360767,56.360767,25
354.886505,2.886505,64.237206,56.237206,26
356.054784,4.054784,64.310799,56.310799,27
357.458712,5.458712,64.344807,56.344807,28
359.008789,7.008789,64.297882,56.297882,29
0.635311,8.635311,64.513634,56.513634,30
2.326647,10.326647,64.850357,56.850357,31
4.714028,12.714028,65.084942,57.084942,32
7.718491,15.718491,65.514458,57.514458,33
10.684201,18.684201,65.556316,57.556316,34
14.238241,22.238241,65.264462,57.264462,35
17.039616,25.039616,65.316151,57.316151,36
20.070314,28.070314,65.760807,57.760807,37
23.872952,31.872952,66.869888,58.869888,38
