lon_east,lon_west,lat_north,lat_south,timestep
344.694794,352.694794,63.862133,55.862133,18
347.08783,355.08783,65.473804,57.473804,19
349.179626,357.179626,66.787777,58.787777,20
351.617859,359.617859,68.003601,60.003601,21
353.960938,1.960938,69.196167,61.196167,22
356.216989,4.216989,70.135651,62.135651,23
358.370204,6.370204,70.885674,62.885674,24
1.04704,9.04704,71.659348,63.659348,25
4.014145,12.014145,72.185196,64.185196,26
6.822242,14.822242,72.611519,64.611519,27
9.882301,17.882301,73.027763,65.027763,28
14.587618,22.587618,73.422516,65.422516,29
19.842791,27.842791,73.581749,65.581749,30
25.564611,33.564611,73.201813,65.201813,31
34.34848,42.34848,72.234657,64.234657,32
41.526115,49.526115,71.734039,63.734039,33
45.263176,53.263176,71.496185,63.496185,34
47.102997,55.102997,71.405968,63.405968,35
48.371883,56.371883,71.252266,63.252266,36
49.763702,57.763702,70.855476,62.855476,37
50.92128,58.92128,70.348549,62.348549,38
51.80761,59.80761,69.905151,61.905151,39
52.866322,60.866322,69.720818,61.720818,40
53.961193,61.961193,69.512444,61.512444,41
55.304405,63.304405,69.2901,61.2901,42
55.313599,63.313599,69.363426,61.363426,43
55.33564,63.33564,69.553391,61.553391,44
54.879787,62.879787,69.228851,61.228851,45
55.145435,63.145435,68.639946,60.639946,46
55.523842,63.523842,68.07869,60.07869,47
56.774952,64.774952,67.745209,59.745209,48
57.972351,65.972351,67.310146,59.310146,49
58.228477,66.228477,66.888226,58.888226,50
58.378593,66.378593,66.421379,58.421379,51
58.840633,66.840633,66.11562,58.11562,52
58.8055,66.8055,65.611912,57.611912,53
58.65469,66.65469,65.046944,57.046944,54
58.482285,66.482285,64.512066,56.512066,55
58.405792,66.405792,64.118786,56.118786,56
57.709526,65.709526,63.595116,55.595116,57
57.312107,65.312107,63.054516,55.054516,58
56.996063,64.996063,62.568062,54.568062,59
57.23288,65.23288,62.005947,54.005947,60
56.900944,64.900944,61.578178,53.578178,61
56.522533,64.522533,61.328228,53.328228,62
56.414776,64.414776,61.096878,53.096878,63
56.159523,64.159523,61.039536,53.039536,64
55.117565,63.117565,60.782806,52.782806,65
53.745743,61.745743,60.182049,52.182049,66
51.915745,59.915745,58.949028,50.949028,67
