lon_east,lon_west,lat_north,lat_south,timestep
344.129608,352.129608,60.803162,52.803162,30
345.867157,353.867157,61.047466,53.047466,31
347.667908,355.667908,61.108608,53.108608,32
350.439453,358.439453,61.180176,53.180176,33
354.420288,2.420288,60.735714,52.735714,34
358.740202,6.740202,60.083042,52.083042,35
2.384978,10.384978,59.792469,51.792469,36
6.0134,14.0134,60.279213,52.279213,37
9.099883,17.099883,60.268799,52.268799,38
10.336875,18.336875,60.597893,52.597893,39
10.231906,18.231906,60.720116,52.720116,40
11.171281,19.171281,60.746548,52.746548,41
12.803259,20.803259,60.871487,52.871487,42
13.277521,21.277521,60.749413,52.749413,43
14.342649,22.342649,60.651249,52.651249,44
15.363503,23.363503,60.747433,52.747433,45
16.443295,24.443295,60.844631,52.844631,46
17.546844,25.546844,60.886482,52.886482,47
18.239218,26.239218,60.780087,52.780087,48
19.369038,27.369038,60.740429,52.740429,49
20.95546,28.95546,61.148674,53.148674,50
22.581064,30.581064,61.627872,53.627872,51
23.957325,31.957325,62.341236,54.341236,52
24.149149,32.149149,62.958298,54.958298,53
24.977591,32.977591,62.891918,54.891918,54
25.935871,33.935871,63.322971,55.322971,55
26.039047,34.039047,64.087051,56.087051,56
25.120625,33.120625,64.162956,56.162956,57
25.486664,33.486664,63.93922,55.93922,58
25.253605,33.253605,64.113625,56.113625,59
24.217892,32.217892,64.178951,56.178951,60
23.365602,31.365602,63.947994,55.947994,61
22.937424,30.937424,63.776997,55.776997,62
22.93178,30.93178,63.839344,55.839344,63
22.908186,30.908186,63.833031,55.833031,64
22.703918,30.703918,63.685371,55.685371,65
23.40362,31.40362,63.610081,55.610081,66
24.187235,32.187235,63.498394,55.498394,67
24.652319,32.652319,63.278049,55.278049,68
24.990322,32.990322,63.364296,55.364296,69
26.830959,34.830959,63.078022,55.078022,70
