lon_east,lon_west,lat_north,lat_south,timestep
347.751495,355.751495,62.52454,54.52454,27
351.827087,359.827087,63.047775,55.047775,28
356.475963,4.475963,62.874802,54.874802,29
2.349762,10.349762,61.626415,53.626415,30
6.869864,14.869864,60.854588,52.854588,31
10.9889,18.9889,59.750317,51.750317,32
14.990171,22.990171,58.572163,50.572163,33
18.143044,26.143044,57.614403,49.614403,34
21.599464,29.599464,55.806679,47.806679,35
26.337044,34.337044,53.094894,45.094894,36
28.054668,36.054668,51.850697,43.850697,37
28.847382,36.847382,50.986088,42.986088,38
29.927029,37.927029,51.578568,43.578568,39
31.089607,39.089607,52.743427,44.743427,40
32.037395,40.037395,53.304779,45.304779,41
31.663918,39.663918,54.051441,46.051441,42
