lon_east,lon_west,lat_north,lat_south,timestep
347.421997,355.421997,51.387684,43.387684,11
351.196899,359.196899,51.611179,43.611179,12
354.450653,2.450653,51.283165,43.283165,13
357.671726,5.671726,50.718048,42.718048,14
1.605569,9.605569,49.919151,41.919151,15
4.978458,12.978458,49.035683,41.035683,16
7.03132,15.03132,48.509781,40.509781,17
8.595905,16.595905,48.415398,40.415398,18
10.143461,18.143461,48.258358,40.258358,19
12.570887,20.570887,47.904701,39.904701,20
15.831625,23.831625,48.055138,40.055138,21
19.112947,27.112947,49.268982,41.268982,22
21.523169,29.523169,50.207001,42.207001,23
22.990931,30.990931,50.786819,42.786819,24
24.45577,32.45577,51.410736,43.410736,25
26.005583,34.005583,52.257809,44.257809,26
27.292215,35.292215,53.246361,45.246361,27
28.139042,36.139042,53.974464,45.974464,28
29.234791,37.234791,54.792385,46.792385,29
30.179111,38.179111,55.713894,47.713894,30
30.901798,38.901798,56.450031,48.450031,31
31.773315,39.773315,56.879948,48.879948,32
32.875698,40.875698,57.396835,49.396835,33
33.907871,41.907871,58.034016,50.034016,34
34.834702,42.834702,58.252857,50.252857,35
36.31543,44.31543,58.666096,50.666096,36
38.257568,46.257568,59.222008,51.222008,37
39.770737,47.770737,59.316689,51.316689,38
40.680614,48.680614,59.46656,51.46656,39
43.006824,51.006824,59.881104,51.881104,40
44.696648,52.696648,60.349808,52.349808,41
45.650974,53.650974,60.539402,52.539402,42
45.336624,53.336624,60.486576,52.486576,43
45.739704,53.739704,60.579121,52.579121,44
46.722576,54.722576,60.708332,52.708332,45
47.337944,55.337944,60.485584,52.485584,46
47.7672,55.7672,60.135078,52.135078,47
49.260178,57.260178,59.618011,51.618011,48
50.527222,58.527222,59.474388,51.474388,49
50.588272,58.588272,59.549782,51.549782,50
52.656639,60.656639,58.964703,50.964703,51
