lon_east,lon_west,lat_north,lat_south,timestep
346.454834,354.454834,63.247559,55.247559,27
350.137054,358.137054,63.847542,55.847542,28
353.696503,1.696503,64.132828,56.132828,29
357.055475,5.055475,64.202633,56.202633,30
0.314641,8.314641,64.165302,56.165302,31
2.952909,10.952909,64.117393,56.117393,32
5.125658,13.125658,64.084991,56.084991,33
7.476764,15.476764,63.65802,55.65802,34
10.316497,18.316497,62.976074,54.976074,35
12.834688,20.834688,61.875145,53.875145,36
14.253637,22.253637,60.884701,52.884701,37
15.712862,23.712862,60.180805,52.180805,38
17.200022,25.200022,59.380573,51.380573,39
18.574415,26.574415,58.771252,50.771252,40
19.852634,27.852634,58.295052,50.295052,41
21.471016,29.471016,57.809826,49.809826,42
22.902451,30.902451,56.829472,48.829472,43
