lon_east,lon_west,lat_north,lat_south,timestep
347.203308,355.203308,64.648899,56.648899,32
349.435425,357.435425,64.612064,56.612064,33
352.615265,0.615265,64.879608,56.879608,34
354.036865,2.036865,64.247005,56.247005,35
356.457333,4.457333,63.835491,55.835491,36
359.075462,7.075462,63.168465,55.168465,37
1.297049,9.297049,60.090561,52.090561,38
4.507279,12.507279,59.780952,51.780952,39
8.194416,16.194416,59.318142,51.318142,40
10.903487,18.903487,58.971867,50.971867,41
16.063124,24.063124,58.68895,50.68895,42
19.264517,27.264517,59.166069,51.166069,43
22.439377,30.439377,60.273167,52.273167,44
25.546455,33.546455,62.214218,54.214218,45
27.255465,35.255465,62.631165,54.631165,46
29.616112,37.616112,63.270809,55.270809,47
33.048912,41.048912,63.915215,55.915215,48
37.510689,45.510689,64.769016,56.769016,49
41.516518,49.516518,65.761753,57.761753,50
44.270325,52.270325,66.435493,58.435493,51
47.291969,55.291969,67.092327,59.092327,52
49.800365,57.800365,67.854191,59.854191,53
52.311859,60.311859,68.479126,60.479126,54
62.825851,70.825851,69.19207,61.19207,55
65.851578,73.851578,69.502327,61.502327,56
