lon_east,lon_west,lat_north,lat_south,timestep
345.418152,353.418152,62.777161,54.777161,22
348.072723,356.072723,63.92989,55.92989,23
350.535126,358.535126,64.988335,56.988335,24
352.952087,0.952087,65.899704,57.899704,25
355.57196,3.57196,66.679199,58.679199,26
357.564594,5.564594,67.241714,59.241714,27
0.020221,8.020221,67.6022,59.6022,28
2.259104,10.259104,68.07209,60.07209,29
4.225853,12.225853,68.255882,60.255882,30
7.142595,15.142595,68.357948,60.357948,31
10.271872,18.271872,68.324715,60.324715,32
13.300745,21.300745,68.031876,60.031876,33
16.064486,24.064486,67.432472,59.432472,34
18.872005,26.872005,66.906754,58.906754,35
21.606441,29.606441,66.507347,58.507347,36
23.925079,31.925079,66.075001,58.075001,37
25.462156,33.462156,65.959084,57.959084,38
27.826723,35.826723,65.685917,57.685917,39
30.433716,38.433716,65.429764,57.429764,40
33.157219,41.157219,65.352425,57.352425,41
36.076927,44.076927,65.094288,57.094288,42
37.442841,45.442841,65.031391,57.031391,43
38.970425,46.970425,65.339336,57.339336,44
40.707798,48.707798,65.58279,57.58279,45
41.263973,49.263973,65.464081,57.464081,46
41.753708,49.753708,65.364895,57.364895,47
43.274204,51.274204,65.521591,57.521591,48
44.557941,52.557941,65.077145,57.077145,49
45.468685,53.468685,63.931725,55.931725,50
46.166424,54.166424,63.345478,55.345478,51
47.311089,55.311089,63.218601,55.218601,52
48.568554,56.568554,62.445698,54.445698,53
50.250328,58.250328,61.273506,53.273506,54
51.501766,59.501766,60.594589,52.594589,55
52.843544,60.843544,60.04026,52.04026,56
53.911613,61.911613,59.69276,51.69276,57
55.847557,63.847557,59.371231,51.371231,58
56.797249,64.797249,59.023064,51.023064,59
58.685524,66.685524,58.60183,50.60183,60
