lon_east,lon_west,lat_north,lat_south,timestep
345.708832,353.708832,63.587738,55.587738,22
352.251831,0.251831,62.997719,54.997719,23
357.312685,5.312685,62.331757,54.331757,24
1.806323,9.806323,61.862316,53.862316,25
5.234683,13.234683,61.641449,53.641449,26
8.308472,16.308472,61.633495,53.633495,27
11.003754,19.003754,61.521866,53.521866,28
12.837374,20.837374,61.709759,53.709759,29
13.990692,21.990692,61.498486,53.498486,30
14.89687,22.89687,61.230778,53.230778,31
15.759386,23.759386,60.971069,52.971069,32
16.627583,24.627583,60.644077,52.644077,33
17.17412,25.17412,60.335022,52.335022,34
17.853403,25.853403,59.81065,51.81065,35
18.913961,26.913961,59.416912,51.416912,36
20.019293,28.019293,59.082481,51.082481,37
21.48317,29.48317,58.82518,50.82518,38
23.011475,31.011475,58.529453,50.529453,39
24.82773,32.82773,58.287392,50.287392,40
25.988382,33.988382,58.312405,50.312405,41
27.328659,35.328659,58.315571,50.315571,42
28.582867,36.582867,58.133595,50.133595,43
29.429085,37.429085,58.34621,50.34621,44
30.799805,38.799805,58.209442,50.209442,45
31.718143,39.718143,58.661434,50.661434,46
32.178505,40.178505,59.377537,51.377537,47
32.182476,40.182476,60.298439,52.298439,48
32.779984,40.779984,60.266842,52.266842,49
34.526463,42.526463,59.673706,51.673706,50
35.815357,43.815357,59.470802,51.470802,51
36.778828,44.778828,59.550381,51.550381,52
39.077888,47.077888,59.347805,51.347805,53
