lon_east,lon_west,lat_north,lat_south,timestep
347.056458,355.056458,64.486427,56.486427,4
349.307251,357.307251,65.173573,57.173573,5
351.373413,359.373413,65.542171,57.542171,6
353.422424,1.422424,65.856419,57.856419,7
355.21106,3.21106,66.106155,58.106155,8
356.782923,4.782923,66.155167,58.155167,9
358.461992,6.461992,66.038113,58.038113,10
0.076362,8.076362,65.919704,57.919704,11
1.250089,9.250089,65.704819,57.704819,12
2.877797,10.877797,65.537151,57.537151,13
4.129553,12.129553,65.412254,57.412254,14
5.716471,13.716471,65.377701,57.377701,15
7.483322,15.483322,65.312244,57.312244,16
9.293205,17.293205,64.838787,56.838787,17
11.150797,19.150797,64.505386,56.505386,18
12.735542,20.735542,63.996773,55.996773,19
14.102861,22.102861,63.611996,55.611996,20
15.662848,23.662848,63.962555,55.962555,21
17.419342,25.419342,64.369316,56.369316,22
19.368221,27.368221,65.219555,57.219555,23
21.111771,29.111771,66.438026,58.438026,24
22.07959,30.07959,67.542908,59.542908,25
22.965313,30.965313,70.612869,62.612869,26
