lon_east,lon_west,lat_north,lat_south,timestep
344.111053,352.111053,59.564262,51.564262,17
345.968018,353.968018,60.572598,52.572598,18
347.411407,355.411407,61.273075,53.273075,19
348.335632,356.335632,61.934128,53.934128,20
348.965149,356.965149,62.202316,54.202316,21
350.075256,358.075256,62.322716,54.322716,22
351.11734,359.11734,62.337971,54.337971,23
352.660614,0.660614,62.22583,54.22583,24
354.353851,2.353851,62.314983,54.314983,25
355.775848,3.775848,62.817101,54.817101,26
357.420037,5.420037,63.205154,55.205154,27
359.041395,7.041395,63.85783,55.85783,28
359.944631,7.944631,64.583782,56.583782,29
0.296994,8.296994,65.401112,57.401112,30
0.861718,8.861718,65.943092,57.943092,31
2.422697,10.422697,66.874851,58.874851,32
8.38388,16.38388,69.418892,61.418892,33
11.113147,19.113147,70.583626,62.583626,34
13.138351,21.138351,71.052628,63.052628,35
13.690346,21.690346,71.118599,63.118599,36
10.604106,18.604106,70.617149,62.617149,37
9.116693,17.116693,70.679848,62.679848,38
8.479148,16.479148,69.955963,61.955963,39
8.556409,16.556409,69.973831,61.973831,40
6.854562,14.854562,70.266617,62.266617,41
3.27298,11.27298,70.147453,62.147453,42
1.794386,9.794386,69.739769,61.739769,43
1.085205,9.085205,69.39769,61.39769,44
1.020596,9.020596,68.960052,60.960052,45
1.100216,9.100216,68.667702,60.667702,46
0.16348,8.16348,68.425888,60.425888,47
0.472897,8.472897,68.146172,60.146172,48
0.430116,8.430116,67.9758,59.9758,49
0.023498,8.023498,68.048645,60.048645,50
359.731719,7.731719,68.075607,60.075607,51
0.104302,8.104302,68.001091,60.001091,52
0.356395,8.356395,68.089668,60.089668,53
