lon_east,lon_west,lat_north,lat_south,timestep
345.671143,353.671143,60.179611,52.179611,20
348.055542,356.055542,60.31144,52.31144,21
349.874695,357.874695,60.61356,52.61356,22
352.083557,0.083557,60.909718,52.909718,23
354.521118,2.521118,60.952316,52.952316,24
356.677103,4.677103,60.76276,52.76276,25
358.912605,6.912605,60.801365,52.801365,26
1.15131,9.15131,60.959282,52.959282,27
2.81648,10.81648,61.077431,53.077431,28
4.846914,12.846914,61.394897,53.394897,29
7.355346,15.355346,61.698418,53.698418,30
10.023548,18.023548,61.940495,53.940495,31
12.336119,20.336119,62.139137,54.139137,32
15.127062,23.127062,62.674965,54.674965,33
17.630222,25.630222,63.152905,55.152905,34
20.402489,28.402489,63.647209,55.647209,35
22.445568,30.445568,63.986992,55.986992,36
25.155092,33.155092,64.346577,56.346577,37
28.479145,36.479145,64.720905,56.720905,38
31.590816,39.590816,65.182724,57.182724,39
32.831207,40.831207,66.007301,58.007301,40
36.485371,44.485371,66.728809,58.728809,41
41.357338,49.357338,67.766659,59.766659,42
43.270512,51.270512,68.927994,60.927994,43
45.178547,53.178547,69.939766,61.939766,44
47.047958,55.047958,70.313805,62.313805,45
48.04509,56.04509,70.78463,62.78463,46
49.794487,57.794487,71.439964,63.439964,47
51.787682,59.787682,72.064949,64.064949,48
53.079945,61.079945,72.486938,64.486938,49
54.560215,62.560215,73.015785,65.015785,50
55.863205,63.863205,73.792099,65.792099,51
57.69902,65.69902,74.137955,66.137955,52
58.719528,66.719528,74.914879,66.914879,53
59.851624,67.851624,75.570885,67.570885,54
60.227303,68.227303,76.455284,68.455284,55
61.961449,69.961449,76.957344,68.957344,56
62.872078,70.872078,77.458282,69.458282,57
62.693741,70.693741,78.160042,70.160042,58
