lon_east,lon_west,lat_north,lat_south,timestep
344.955505,352.955505,64.906483,56.906483,16
345.642426,353.642426,66.511345,58.511345,17
345.693695,353.693695,67.578465,59.578465,18
345.61145,353.61145,68.648735,60.648735,19
345.085846,353.085846,69.384789,61.384789,20
346.525635,354.525635,62.035305,54.035305,49
346.603516,354.603516,65.615234,57.615234,50
348.2258,356.2258,66.126831,58.126831,51
347.652893,355.652893,66.650208,58.650208,52
348.075134,356.075134,66.875233,58.875233,53
348.486237,356.486237,67.091736,59.091736,54
348.718658,356.718658,67.206249,59.206249,55
348.459442,356.459442,67.637009,59.637009,56
348.344513,356.344513,68.257103,60.257103,57
348.226166,356.226166,68.547066,60.547066,58
348.522858,356.522858,68.539108,60.539108,59
348.417542,356.417542,68.954544,60.954544,60
349.478241,357.478241,69.018593,61.018593,61
