lon_east,lon_west,lat_north,lat_south,timestep
346.014862,354.014862,61.117085,53.117085,35
348.079193,356.079193,62.727966,54.727966,36
349.798798,357.798798,64.044266,56.044266,37
350.209595,358.209595,65.429256,57.429256,38
350.687256,358.687256,66.479427,58.479427,39
350.445404,358.445404,67.245476,59.245476,40
350.318451,358.318451,68.060745,60.060745,41
349.513855,357.513855,68.77562,60.77562,42
348.702789,356.702789,69.35836,61.35836,43
348.313416,356.313416,69.893356,61.893356,44
347.639221,355.639221,70.460495,62.460495,45
346.772064,354.772064,70.889732,62.889732,46
345.557129,353.557129,71.07486,63.07486,47
344.576721,352.576721,70.982903,62.982903,48
344.337708,352.337708,70.923088,62.923088,49
344.141296,352.141296,70.792526,62.792526,50
344.825348,352.825348,71.088341,63.088341,51
345.715698,353.715698,71.602875,63.602875,52
347.058136,355.058136,72.176422,64.176422,53
347.663452,355.663452,72.474113,64.474113,54
347.070618,355.070618,72.028328,64.028328,55
346.702423,354.702423,70.04361,62.04361,56
348.273865,356.273865,70.473053,62.473053,57
349.579071,357.579071,71.201553,63.201553,58
351.461823,359.461823,71.717247,63.717247,59
352.317017,0.317017,72.343979,64.343979,60
359.575497,7.575497,72.893394,64.893394,61
6.145823,14.145823,73.532364,65.532364,62
9.323356,17.323356,74.165344,66.165344,63
11.201783,19.201783,74.593605,66.593605,64
13.444818,21.444818,75.076958,67.076958,65
14.954609,22.954609,75.637482,67.637482,66
16.071573,24.071573,76.057358,68.057358,67
16.443344,24.443344,76.475304,68.475304,68
16.937563,24.937563,76.852417,68.852417,69
