lon_east,lon_west,lat_north,lat_south,timestep
345.809082,353.809082,59.930428,51.930428,5
349.293091,357.293091,61.327385,53.327385,6
352.367432,0.367432,62.847584,54.847584,7
355.315308,3.315308,64.458889,56.458889,8
358.187946,6.187946,65.810272,57.810272,9
1.334126,9.334126,66.78933,58.78933,10
3.99086,11.99086,68.416374,60.416374,11
7.611664,15.611664,70.285217,62.285217,12
11.589142,19.589142,71.967621,63.967621,13
14.517387,22.517387,73.084259,65.084259,14
17.430437,25.430437,73.858002,65.858002,15
21.009512,29.009512,74.533951,66.533951,16
26.359755,34.359755,74.184105,66.184105,17
30.200287,38.200287,74.305435,66.305435,18
33.735401,41.735401,74.466759,66.466759,19
37.037308,45.037308,74.338242,66.338242,20
34.905586,42.905586,75.349228,67.349228,21
30.184013,38.184013,76.742844,68.742844,22
27.819656,35.819656,77.256454,69.256454,23
24.555895,32.555895,77.698441,69.698441,24
21.76634,29.76634,77.618202,69.618202,25
20.857592,28.857592,78.072868,70.072868,26
20.929998,28.929998,78.528572,70.528572,27
21.359297,29.359297,78.792961,70.792961,28
