lon_east,lon_west,lat_north,lat_south,timestep
344.56366,352.56366,64.290932,56.290932,21
347.09021,355.09021,64.03125,56.03125,22
349.922272,357.922272,63.88237,55.88237,23
352.797302,0.797302,63.88356,55.88356,24
355.405579,3.405579,63.67487,55.67487,25
357.758032,5.758032,63.392315,55.392315,26
359.78702,7.78702,63.162899,55.162899,27
2.221067,10.221067,62.990856,54.990856,28
4.569478,12.569478,62.628426,54.628426,29
7.052459,15.052459,62.299183,54.299183,30
10.114971,18.114971,62.173027,54.173027,31
12.801702,20.801702,61.863731,53.863731,32
15.38875,23.38875,61.724579,53.724579,33
17.597258,25.597258,61.834579,53.834579,34
20.3799,28.3799,62.212528,54.212528,35
22.807781,30.807781,62.251938,54.251938,36
25.498425,33.498425,62.306606,54.306606,37
28.509991,36.509991,62.700336,54.700336,38
31.113178,39.113178,62.622478,54.622478,39
33.370827,41.370827,62.662239,54.662239,40
35.63752,43.63752,62.935806,54.935806,41
37.840008,45.840008,63.059891,55.059891,42
