lon_east,lon_west,lat_north,lat_south,timestep
349.220978,357.220978,59.917252,51.917252,4
353.414917,1.414917,60.57333,52.57333,5
358.065558,6.065558,61.72847,53.72847,6
2.207673,10.207673,62.746944,54.746944,7
5.250413,13.250413,63.452221,55.452221,8
6.598186,14.598186,63.932518,55.932518,9
9.573704,17.573704,65.705677,57.705677,10
12.343048,20.343048,68.017776,60.017776,11
14.257654,22.257654,70.138847,62.138847,12
15.372536,23.372536,72.037476,64.037476,13
16.383352,24.383352,73.089256,65.089256,14
17.045496,25.045496,73.712723,65.712723,15
18.284672,26.284672,73.898422,65.898422,16
20.383421,28.383421,74.631348,66.631348,17
22.415989,30.415989,74.705116,66.705116,18
24.534992,32.534992,75.599098,67.599098,19
25.466906,33.466906,75.940163,67.940163,20
27.293083,35.293083,75.985115,67.985115,21
28.019867,36.019867,76.076103,68.076103,22
29.47171,37.47171,76.641472,68.641472,23
30.321301,38.321301,76.966438,68.966438,24
31.203106,39.203106,77.056236,69.056236,25
32.553215,40.553215,77.499878,69.499878,26
34.307014,42.307014,78.058289,70.058289,27
35.772503,43.772503,78.792496,70.792496,28
