lon_east,lon_west,lat_north,lat_south,timestep
344.023071,352.023071,56.193554,48.193554,27
347.148621,355.148621,56.837048,48.837048,28
350.247772,358.247772,57.561749,49.561749,29
353.442993,1.442993,58.047195,50.047195,30
356.602043,4.602043,58.426781,50.426781,31
359.871889,7.871889,58.786533,50.786533,32
3.206257,11.206257,59.093899,51.093899,33
6.775881,14.775881,59.216953,51.216953,34
10.281682,18.281682,59.062977,51.062977,35
13.652658,21.652658,58.967556,50.967556,36
16.569624,24.569624,58.896782,50.896782,37
18.774446,26.774446,58.686138,50.686138,38
20.946129,28.946129,58.4217,50.4217,39
22.831316,30.831316,58.56086,50.56086,40
24.557949,32.557949,58.513081,50.513081,41
26.437273,34.437273,58.269089,50.269089,42
27.972809,35.972809,58.043968,50.043968,43
29.449718,37.449718,57.577118,49.577118,44
30.618118,38.618118,57.52845,49.52845,45
31.771843,39.771843,57.340118,49.340118,46
32.658146,40.658146,57.194462,49.194462,47
33.314064,41.314064,57.118313,49.118313,48
34.093826,42.093826,57.148849,49.148849,49
34.22023,42.22023,56.927372,48.927372,50
34.679535,42.679535,57.016209,49.016209,51
34.825069,42.825069,56.65012,48.65012,52
35.931572,43.931572,56.698986,48.698986,53
36.567841,44.567841,56.728043,48.728043,54
37.008686,45.008686,57.285606,49.285606,55
38.382374,46.382374,57.879665,49.879665,56
38.983082,46.983082,57.042435,49.042435,57
39.957802,47.957802,56.874119,48.874119,58
40.680256,48.680256,57.143898,49.143898,59
41.345478,49.345478,57.211926,49.211926,60
42.554298,50.554298,57.522743,49.522743,61
43.045509,51.045509,57.457756,49.457756,62
