lon_east,lon_west,lat_north,lat_south,timestep
345.264557,353.264557,56.273483,48.273483,31
346.861053,354.861053,57.525562,49.525562,32
348.323029,356.323029,58.734501,50.734501,33
348.677216,356.677216,60.204521,52.204521,34
349.869446,357.869446,61.122444,53.122444,35
350.327972,358.327972,62.150631,54.150631,36
350.745758,358.745758,63.327164,55.327164,37
350.944733,358.944733,64.200336,56.200336,38
351.028442,359.028442,65.111824,57.111824,39
351.20343,359.20343,66.044575,58.044575,40
351.554077,359.554077,67.003792,59.003792,41
352.035614,0.035614,67.804031,59.804031,42
352.413788,0.413788,68.720985,60.720985,43
352.945526,0.945526,69.622169,61.622169,44
353.091003,1.091003,70.203178,62.203178,45
353.54657,1.54657,70.65802,62.65802,46
354.019104,2.019104,71.506012,63.506012,47
354.348724,2.348724,72.106232,64.106232,48
355.102295,3.102295,72.75116,64.75116,49
356.242918,4.242918,73.491028,65.491028,50
356.822468,4.822468,74.414696,66.414696,51
357.685669,5.685669,75.274757,67.274757,52
358.835092,6.835092,75.873024,67.873024,53
359.217073,7.217073,76.468788,68.468788,54
0.407294,8.407294,77.487328,69.487328,55
2.202987,10.202987,78.446884,70.446884,56
