lon_east,lon_west,lat_north,lat_south,timestep
344.157166,352.157166,58.888744,50.888744,34
347.470947,355.470947,58.843487,50.843487,35
351.814087,359.814087,58.570221,50.570221,36
354.958923,2.958923,58.886345,50.886345,37
357.547139,5.547139,59.993332,51.993332,38
359.364009,7.364009,60.745369,52.745369,39
0.736503,8.736503,60.918701,52.918701,40
1.629378,9.629378,61.537918,53.537918,41
2.751422,10.751422,62.153103,54.153103,42
2.685934,10.685934,63.149918,55.149918,43
2.302034,10.302034,65.21286,57.21286,44
7.060984,15.060984,66.914524,58.914524,45
9.331321,17.331321,67.544144,59.544144,46
13.142967,21.142967,68.352943,60.352943,47
15.200285,23.200285,69.120819,61.120819,48
16.174757,24.174757,69.88942,61.88942,49
17.741249,25.741249,70.572212,62.572212,50
