lon_east,lon_west,lat_north,lat_south,timestep
348.483917,356.483917,55.351418,47.351418,3
352.31427,0.31427,56.622105,48.622105,4
355.039825,3.039825,58.149551,50.149551,5
357.061327,5.061327,59.605236,51.605236,6
359.156054,7.156054,61.029949,53.029949,7
0.688337,8.688337,62.294529,54.294529,8
1.551519,9.551519,63.431053,55.431053,9
2.161489,10.161489,64.41906,56.41906,10
2.243418,10.243418,65.354164,57.354164,11
2.311927,10.311927,66.221741,58.221741,12
1.868954,9.868954,67.118439,59.118439,13
1.436245,9.436245,67.843914,59.843914,14
0.712127,8.712127,68.880882,60.880882,15
0.207369,8.207369,69.76532,61.76532,16
359.391289,7.391289,70.362854,62.362854,17
357.97548,5.97548,70.728943,62.728943,18
357.370766,5.370766,71.106316,63.106316,19
356.30246,4.30246,71.559395,63.559395,20
354.536835,2.536835,71.675354,63.675354,21
353.14209,1.14209,71.680916,63.680916,22
352.561676,0.561676,72.096733,64.096733,23
351.035309,359.035309,71.98597,63.98597,24
349.68222,357.68222,71.29364,63.29364,25
348.458313,356.458313,69.305733,61.305733,26
348.366638,356.366638,68.793991,60.793991,27
348.197723,356.197723,68.518066,60.518066,28
347.783264,355.783264,68.344765,60.344765,29
347.032196,355.032196,68.338295,60.338295,30
346.591888,354.591888,68.16581,60.16581,31
345.455536,353.455536,67.895123,59.895123,32
344.675659,352.675659,67.71204,59.71204,33
344.054382,352.054382,67.249443,59.249443,34
