lon_east,lon_west,lat_north,lat_south,timestep
345.889069,353.889069,56.817207,48.817207,18
350.023621,358.023621,58.148739,50.148739,19
354.023865,2.023865,59.530376,51.530376,20
357.912136,5.912136,60.803192,52.803192,21
2.046248,10.046248,61.918598,53.918598,22
5.709579,13.709579,62.941006,54.941006,23
9.073149,17.073149,63.587677,55.587677,24
13.107788,21.107788,64.302021,56.302021,25
16.794044,24.794044,64.584576,56.584576,26
19.805187,27.805187,64.763348,56.763348,27
22.090872,30.090872,64.960136,56.960136,28
24.06399,32.06399,64.952187,56.952187,29
25.17086,33.17086,64.736958,56.736958,30
26.839041,34.839041,64.438919,56.438919,31
28.71035,36.71035,64.082859,56.082859,32
31.085384,39.085384,63.710606,55.710606,33
33.823524,41.823524,63.485115,55.485115,34
35.832726,43.832726,62.980572,54.980572,35
37.984421,45.984421,62.542156,54.542156,36
40.074062,48.074062,62.334217,54.334217,37
42.290634,50.290634,62.784031,54.784031,38
44.419373,52.419373,63.490753,55.490753,39
45.545307,53.545307,63.087799,55.087799,40
46.07785,54.07785,62.253811,54.253811,41
46.633339,54.633339,61.656353,53.656353,42
48.087685,56.087685,61.816738,53.816738,43
