lon_east,lon_west,lat_north,lat_south,timestep
345.589325,353.589325,58.338512,50.338512,34
347.751526,355.751526,59.118408,51.118408,35
349.427582,357.427582,60.007198,52.007198,36
351.110382,359.110382,60.859268,52.859268,37
352.115051,0.115051,61.513973,53.513973,38
353.023468,1.023468,62.190956,54.190956,39
353.781464,1.781464,62.863529,54.863529,40
354.383331,2.383331,63.376369,55.376369,41
355.02536,3.02536,63.800491,55.800491,42
355.637939,3.637939,64.122025,56.122025,43
356.350028,4.350028,64.411003,56.411003,44
356.895389,4.895389,64.605541,56.605541,45
357.444442,5.444442,64.799271,56.799271,46
358.129595,6.129595,64.886505,56.886505,47
359.681002,7.681002,65.579147,57.579147,48
1.706736,9.706736,66.871185,58.871185,49
3.450112,11.450112,68.672066,60.672066,50
5.469005,13.469005,70.958717,62.958717,51
12.743599,20.743599,72.986656,64.986656,52
18.228561,26.228561,73.573608,65.573608,53
30.022324,38.022324,74.627777,66.627777,54
38.183197,46.183197,74.397835,66.397835,55
44.509125,52.509125,73.885284,65.885284,56
49.52528,57.52528,73.377998,65.377998,57
53.335945,61.335945,72.979652,64.979652,58
57.774052,65.774052,72.245064,64.245064,59
61.342987,69.342987,71.410133,63.410133,60
62.614792,70.614792,71.06498,63.06498,61
