storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1,-0.9074557816019073,-1.060889285707465,-0.9698513693340601,-1.1933373493262869,-1.0978544547748412,-1.0940541794135847,-0.9398698701798774,-0.7516831104090581,-0.7333431548230802,-0.5655084250781117,-0.64185483303917,-0.5619199090454732,-0.5977686162422848,-0.7141219862759799,-0.6196013812891513,-0.5877413127856168,-0.9427910590390428,-1.2856112898275471,-1.5080115552721516,-1.6570807291602334,-1.533902112696304,-1.0981480791625629,-0.8373973716231711,-0.6811455270936613,-0.54936637663169,-0.43778940965607144,-0.5994015941712134,-0.7340284489410721,-0.48627404587704276,-0.5709028738378653,-0.6039882315767757,-0.4606477241591406,-0.3573027209002354,-0.19610960380367426,0.013564679396023798,0.25561345518049633
2,0.30947101600894705,0.22133129958677047,0.23171747893473885,0.27898209364869214,0.1604465384379486,0.13495206109885677,0.3721736508185423,0.22849051416296454,0.4383370169978915,0.3842380321467284,0.44213156312114205,0.5710396492815808,0.4662065092121416,0.4130248476611921,0.3837038155690986,0.19139020606016421,0.2504565659633962,0.32184471226568856,0.5509153208875656,0.7514474861222101,0.7813809260707302,0.29227151105360466,0.3761937045516066,0.45494809817133053,0.6245128114522555,0.6813389265087385,0.6462787317532906,0.6103389516399452,0.6110230124593419,0.69404980826589,0.6443066789104993,0.7318460890221613,0.8769725401573535,0.8028626519480829,0.8325687291283974,0.9567458548434256
3,-0.1051095317500172,-0.08428543346932575,-0.01739766671073121,0.1751324354055347,-0.03587276416243071,-0.0903464225422143,-0.1082112504843101,0.00971420035688066,-0.09742323161634403,-0.2233455259366615,-0.22812780658376242,-0.2365726628203134,-0.25065568185008347,-0.4616670482319661,-0.3859666231837823,-0.21796065040509705,-0.1671247349341219,-0.41875415763038387,-0.26976983851773007,-0.11862769948640411,0.1535507473400624,0.42996756170895456,0.5955278705272958,0.7416025942140516,0.8059516446587405,0.9012674539512244,0.9129427763488032,0.694160754788549,0.6249870313500111,0.5818300044183964,0.6613984884797508,0.6327461702037713,0.6025724262499856,0.7131343518370649,0.8174588471258458,0.9076806049400443
5,0.6787333903309377,0.6990846574098275,0.8232834586328688,0.9418309459014241,1.0705264642037775,1.1447824415489671,1.1887559413900248,1.1802647663322314,0.9795480065957698,0.7864965620297779,0.6328363784420361,0.650786804986982,0.4477634379651147,0.4554338137457837,0.7174335742649448,1.0449552029245766,1.3866595382473335,1.9408391611816305,2.2797452684598514,2.474321034236832,2.599548164987588,2.5798496195868172,2.441811494777693,2.193988975814716,1.9455667418465759,1.7768237510494689,1.6883028578009205,1.5571225852447657,1.493701559085698,1.453481807052847,1.3626941413524225,1.3008527818744153,1.3141306495337175,1.3183393777601748,1.3379559144913704,1.3292592934526757
6,0.11862755457430967,0.4475035616001176,0.49714538970789424,0.5346571661250281,0.5586758551392964,0.5220764258789017,0.7048006865752121,0.6286428613500972,0.6873725763969121,0.8150070453053577,0.5148350977464617,0.6003229947664668,0.28599045733889716,0.3374528039395725,0.2237316823407563,0.2205612804573484,0.15851673723594834,0.07623850754809376,-0.10226776649010086,-0.0786926165237066,-0.10556226895886832,-0.152268000165519,-0.16830485262014225,-0.1079651055686697,-0.014628693584499787,0.02553604789903271,0.1288424140179066,0.2956189226980651,0.40992819393399405,0.4484643564574986,0.4616363939638316,0.472977318470226,0.35693599122584563,0.16320430319018514,0.04901071660435873,0.016065896507561385
7,0.23699345371493002,0.2898571054265066,0.08603059857415972,-0.001991223675067758,-0.07121940343163372,-0.22234197639630318,-0.29005630967284074,-0.6196395389664694,-0.5137620376220527,-0.7632379092563352,-0.5798847077998398,-0.7146076783364581,-0.7456210848107899,-0.6927242130984286,-0.8583084704908297,-0.9403106776088176,-0.8252117948747213,-0.9568530963765933,-1.1701151807592645,-1.1951956197075095,-1.342876560325096,-1.4273624966541472,-1.4669124472092,-1.3230662077374635,-1.290395647016698,-1.4824003592333324,-1.4459599146995503,-1.4666147518806365,-1.6319890093747054,-1.585088593594715,-1.59338218097519,-1.3344501028671352,-1.2782708753363334,-0.9877131155783979,-0.9448366726193579,-0.8947462827292579
8,-1.594937135705638,-1.6017005560290316,-1.7520700706240027,-1.8780536543292325,-2.026059602869511,-1.790574825979589,-1.8809580171509315,-1.5751937199215558,-1.315648772079259,-1.116381496620593,-0.7975329102836034,-0.2997458069369984,-0.07736066537377602,0.15541178441930922,0.2696489279210769,0.46706821095448753,0.5026478937151061,0.5465837129042613,0.46472859559747975,0.4051095290662589,0.21784932122874517,0.32043018998677836,0.15612264561301858,0.0998683977195855,0.044915585372668175,0.03307821099148853,0.25663169951739334,0.40872506256829616,0.6621108131413947,0.9026285504858551,1.0582638114084397,1.1335699643622241,1.1116087923887163,1.1025896630992964,1.0061962844676096,0.618872901473095
11,1.121428971206295,0.9929361425458746,0.9420096088034099,0.7285809352473543,0.5820875955693672,0.43150164753938175,0.45323854793425,0.24721585226978937,0.21527177381294976,0.06788527832747,-0.10395888136106078,-0.2568388266645573,-0.3817619384926894,-0.42406239325681916,-0.4474414115961211,-0.2722687286971497,-0.15668314274051412,-0.17032970930570943,-0.22640321114389628,-0.11334405577307215,-0.1299508632449729,-0.20786445207420146,-0.3174972732799765,-0.5150200384061858,-0.5319293215136698,-0.6662291710868139,-0.5844277557989663,-0.580598819708391,-0.5057190093916651,-0.570003919920775,-0.6073255751411096,-0.6801823024903707,-0.6944447486083181,-0.6822109321824845,-0.6540046312541532,-0.5421875082484807
12,0.8060207352592675,0.8515201044681415,0.9453890888843821,0.9560652247598612,0.8801771398743408,0.9916031373580144,0.9405039570118413,1.0171997124805057,0.9321819035555164,0.9569581608773781,0.9357847036940531,0.996501704133826,0.9919390917765332,1.0136447416252623,0.9792666093529822,0.8786872258483535,0.808775360071491,0.7947271076901697,0.7438706444931892,0.5379742484192932,0.4239438419959156,0.395699535263846,0.21891919386276212,0.2526154285778246,0.19599055392808123,0.15594450481633454,0.16607242241084566,0.02271967546572995,0.0263554119598348,-0.03580143868375906,0.06230391457458129,-0.014072712751962466,0.10403604341309143,0.11384889414163651,0.04646046364543183,-0.060119608131054145
13,1.3169088231653256,1.2308880444474952,1.1094540573591565,0.9860105495163541,0.9103019143269127,0.7250747385955952,0.7866040181187655,0.7078549496619808,0.6530002902814784,0.6119004269758004,0.673089889554172,0.6372176014352898,0.5207633456359715,0.5578126598482489,0.6580138898125345,0.7330420333866859,0.7041846742257629,0.5963497562843985,0.5136601085327049,0.32461196496070366,-0.027683491799870504,-0.06369285212577841,-0.5159398697104689,-0.857705752211666,-0.9680739112958774,-0.9618426167884156,-1.0709066762593897,-1.0787136054835864,-1.0154992354134063,-0.9006016348806551,-0.7985204697911817,-0.8758022977175772,-0.787056836823723,-1.06324935336212,-0.9382692021101532,-0.9910224142404644
