storm_index,PCA_1,variable,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
1,-2.9897247353299714,relative_humidity_600_min,0.1754981804057308,0.020648859679457912,0.16465690490771975,0.16756677199200892,-0.3147835712265975,-0.19384651524022908,0.07126508182716042,0.432465704348002,0.10960336993371252
2,-2.66378413456492,relative_humidity_600_min,-1.1757172072371769,-0.7849408735906462,-0.316490477019213,0.5515051633967878,0.13753629298316006,0.7339210343302476,-0.5389383151988771,-0.3486082669325758,-0.03792064708240073
3,-2.1028587489958213,relative_humidity_600_min,0.24296324964142518,0.9265674153494523,0.6509951924825224,-0.6615563791328473,-0.09006760669925162,-0.4092744761903566,-0.06917557076356594,-0.32756147127617374,-0.12708153147378481
5,-4.460287753404664,relative_humidity_600_min,0.46770537081723546,0.06868792609878348,-0.7171856731852858,-0.2568788579381097,0.5156816431167875,0.4213495737498039,0.08282242783824083,0.09007283362222497,0.09734630052258021
6,-2.7093682908126366,relative_humidity_600_min,0.571232805960921,0.6581435315853139,-0.17072471615299284,-0.19250967824408152,0.12576534339074502,-0.0076515594597620406,-0.21835908680746519,-0.06299794959889456,-0.03780445583147937
7,-3.3959398845651907,relative_humidity_600_min,0.27969099525093527,0.9944528949536915,0.25078461798961044,-0.1648941227344076,0.06754507674008799,0.20106119382235593,0.057077648695873374,0.04362901828067563,0.088348776247349
8,-2.159356868814656,relative_humidity_600_min,0.7144230895927166,-0.40077575227141843,2.308792867997691,-0.47795122615533275,-1.4857543097683845,0.2344333199920409,0.6465993940723328,0.5639244131645118,-0.0020023682952308064
11,3.136116125917354,relative_humidity_600_min,-5.528031724172903,-5.709003078813432,-1.7298019594395575,-1.585986786020387,-0.01184201810659717,-0.6205122551618167,0.8682213516355604,-0.15772799198519813,-0.3377013687364486
12,2.716567976220291,relative_humidity_600_min,2.1952799860900507,0.020721199075616488,0.6229579011278015,0.3315294015704958,-0.1558607567369664,-0.15557986863919213,-0.5934612078420795,-0.0428202458300735,0.17866743005270927
13,-0.6620256229937637,relative_humidity_600_min,-0.02467212026720651,1.0429836507777197,0.41548056523153953,0.5922905801344023,0.47476237988265096,0.5110083748601638,0.3814664826702236,-0.25023798527374663,-0.12216748348467227
16,-3.071443542102697,relative_humidity_600_min,-0.018715669337234207,0.7595708163000551,0.04934786040109622,-0.31029000951471564,0.030749972710481688,-0.03929664753191084,-0.0828390513339102,-0.05851976854092847,0.026337452073597237
19,-2.6013311253783304,relative_humidity_600_min,1.5025538820936515,0.9955182500205105,-1.059387241703364,-0.21464615300131984,0.09138209710862538,-0.10577850237052022,-0.4342192737158765,-0.5855419170968997,-0.7421771516272584
21,0.8221972877384773,relative_humidity_600_min,1.5619889826850286,2.037232654452538,1.4935774684445733,1.8869296860174885,0.9111615085520293,1.880730578939805,1.9230121546068493,0.11241431572799121,-0.3201016215833388
26,-3.4981209224705387,relative_humidity_600_min,1.1927907888060374,0.6119297038059114,0.16680605700960716,-0.3162492750916185,-0.048839295165602495,0.24704527194541623,-0.015035687292576377,0.18011571621581504,0.11233692953109328
27,-2.227609092372071,relative_humidity_600_min,-0.4419404351569332,0.16831854031990884,-0.3170045982325406,-0.578102561491706,0.2621196226412729,0.1506394113708429,0.17461527460537296,-0.0600189280810418,0.04136998422047475
29,9.019297144505884,relative_humidity_600_min,3.17910734209226,0.2758174696294568,-1.6422032192756777,0.4017851459512849,-0.26086987440539544,-0.29015025961260116,0.48648746274085286,-0.9429317039527418,-0.4697947567264735
31,-3.921002682739392,relative_humidity_600_min,-0.054327585852455874,0.809698086165731,-0.021968553564018084,-0.052697101174531205,0.14098369037991526,-0.1284475568401115,-0.09340906098414684,0.029276222605652904,-0.004079129273733043
32,-0.33884296829523247,relative_humidity_600_min,-0.6730287843496866,-2.058413873885446,-0.27962824376376094,-0.0912938772968829,-0.051311344923410586,0.19583171666064114,0.3538891204827886,0.05515074713088897,-0.02247889878222444
33,-1.0006477075177636,relative_humidity_600_min,0.9116234025811825,2.421032550165083,-0.7654577270205994,0.5463928220185769,0.11828345227005393,0.2989439264850172,0.5666261648503231,0.017456327616600487,0.2721780143391032
34,-1.2988824125907488,relative_humidity_600_min,-4.032331632108389,-4.9596204263635695,-1.2424044362008178,2.8422620276253077,0.23378081526399627,0.4482658726051215,-0.5214323204485941,-0.9400000971257114,0.16037794234637695
38,-0.592034806164922,relative_humidity_600_min,0.8199700386143678,-0.7506813269355699,-1.0999498173503122,0.6054407211451986,0.024527111835351573,0.42200522900165827,-0.21360438271099996,-0.2743512834075263,0.1175237661679392
39,-1.0347288137670385,relative_humidity_600_min,-1.5345236078123494,1.1545530433780924,0.6167331477181173,-0.4453278436778607,-0.3145493376146306,-0.20580447336269303,-0.3521241918081801,-0.13365544800611667,-0.26664644801751797
43,0.22635933892456128,relative_humidity_600_min,-1.0002672338729837,0.08116305875560227,0.3087454444904685,-0.900661516497203,-0.2061373260468625,-1.1495662652385885,0.6757869248336297,0.1894911191994402,-0.12453421750390782
44,-1.0831340079471568,relative_humidity_600_min,4.509444778518266,-2.6015233636292274,2.715983720945192,-1.2597911916586444,-0.8010528788817846,0.08390433381714474,0.06836625774000651,0.6404134450389427,0.36008492775859857
45,-0.5645727923138167,relative_humidity_600_min,-1.5359993033871362,1.1147145464029369,0.8209462632436236,-0.3264536577217252,0.3192530701623315,0.07903301637434144,0.0968508294482413,-0.25599003508805207,-0.03247402259030239
46,-3.8834768389081686,relative_humidity_600_min,0.4933799302079163,0.6395689246317694,-0.13105482587471615,-0.20870964942531522,0.17657067190472017,0.4089910086099557,-0.323201336606999,0.05629858002152252,-0.18254996673596408
47,-0.5426690906182821,relative_humidity_600_min,-0.8357487855829521,0.9017728032145852,0.6505682736930158,-1.2288035645392668,-1.3473638116917277,-0.8969672670468846,0.2185712563096742,-0.42115699516059607,-0.8697014101465141
48,-3.590210568170666,relative_humidity_600_min,-0.32207583469836737,0.9685983408756224,0.0021898590306391867,-0.4222887521189455,-0.03579920526617635,-0.06107869315484582,-0.03390623920655124,-0.09368029391199081,-0.011406745917172546
49,0.8699220649063144,relative_humidity_600_min,-0.3591306230510384,-0.8468340865892532,0.04951901808092071,-0.16640347030266833,0.3315969559736311,0.2969660006137909,-0.20638345172932596,0.36787966458750604,0.17154596367828304
50,0.3857047211864773,relative_humidity_600_min,3.0059013595424853,-0.48670035821213425,-0.1923453040808791,0.40784763716278555,0.22855150055503026,0.31413422806828484,-0.4057726003682977,-0.10906273849596003,0.03729482810496668
51,-2.698969293441556,relative_humidity_600_min,-0.7459028421463662,0.6919326502839864,-0.1339035036928958,-0.27409128749940836,0.16071130987961407,-0.03903598972156745,0.005098855175163719,-0.0018818485778598023,-0.006280594858782143
53,-1.7184144310739313,relative_humidity_600_min,1.6459955179611865,0.23092251646997933,-0.15023636331047857,-0.13541549307900785,0.05121725579751545,-0.08328291395026365,-0.3266995542238299,-0.13029297723684735,-0.11438624205353114
54,2.920478700907087,relative_humidity_600_min,0.8450155757210135,-0.22052807001606842,0.008909743532244028,-0.022370033555762357,-1.5770456231505734,-0.5424580727220295,-0.736802067215666,0.04782437028074544,-0.30812290499644335
56,-3.334501525594043,relative_humidity_600_min,-0.024573403010323392,-0.9577971098367413,0.6018643747929494,1.8242692829842502,-0.29774380775254855,-1.0804144154012987,1.1024758022941565,1.2049965192841745,0.057774497461497994
58,0.7734117586850972,relative_humidity_600_min,0.2603577299549314,-1.4643010173890825,-1.7374129633708466,1.4417813098435939,0.47673967343676815,0.17456491124797766,-0.007322579725006132,0.631282880507037,0.18178968424622174
60,-1.8041003774027815,relative_humidity_600_min,-0.1418878957931235,0.3818636379479714,-0.5739009131506202,0.5931065980450816,-0.005347028070275645,-0.07368997917398332,0.08338265053009497,-0.12135464307591974,0.27078842476412285
61,-0.6837921622077353,relative_humidity_600_min,1.745539604771387,0.9761760382411611,-0.7892326601995766,0.16115569627068677,-0.019060466075753194,-0.41190634437210794,-0.34976615648245857,-0.5819295038761562,-0.5778252025377781
62,-2.0846057933703976,relative_humidity_600_min,-1.8177297919165165,-1.0975339462235616,-0.6325646544304618,-1.37392942489218,0.6754377482732589,0.23635075617913878,0.4763158487102629,0.575425924080449,0.3870180136714518
63,-1.053776418281529,relative_humidity_600_min,-0.41226938607160646,1.7609975054492764,-0.3645635003136014,-0.4183651455795826,0.31427681968306154,-0.04894792008466745,0.6554061964269451,0.05031699177266701,0.544326018724465
64,-3.2297332984955562,relative_humidity_600_min,-0.3479505446128873,1.6243263834791326,-0.22747048767779854,-0.4090171236345075,0.38852047315054516,-0.13564861683806592,-0.1869402835969868,-0.3138089229360257,-0.06674999996839205
65,-3.8380084179060954,relative_humidity_600_min,0.45503296073347516,1.3020477168602904,0.04294868899512538,-0.42889182196114384,-0.02233983900081017,0.0002883721403718131,-0.21293083127591877,0.03738812354733392,0.07838067075953348
