storm_index,PCA_1,variable,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
1,4.608683414827925,relative_humidity_150_mean,-2.8248387331879683,-1.2452417496733665,-0.7798457042457416,0.12182762259628252,0.8645179437638798,-0.5831909402723592,-0.05380417546353982,-0.16580961483282247,-0.15704074636868368
2,-0.3700505263437111,relative_humidity_150_mean,0.5869622407551089,0.4248998279460303,-0.3826245388227523,-0.17015282625327283,0.2726592565537718,0.11867105119438263,0.07398595492989253,0.09944850118351097,0.023496022367278564
3,-3.706215389246678,relative_humidity_150_mean,0.03199120764640554,0.09285406462403152,0.15092327825890137,0.17150825181870796,0.031191096015462466,0.0021926003757616716,-0.012838692266337076,-0.011539598829012844,-0.011314431469050638
5,-4.0100009013109705,relative_humidity_150_mean,-0.35010882358194667,0.09748377101610618,-0.01706425910823778,0.27462972484849035,0.05608045114298791,0.054457858113533326,-0.0784357967586803,0.05306160352393875,0.0480740766445218
6,-3.219727203237478,relative_humidity_150_mean,0.551934979226109,-0.03337759776571747,0.1409707609384233,0.09052422777023027,-0.016989367999998273,0.019111417224973774,-0.013023336059354728,0.004439395224730029,0.00987024264302961
7,-3.3980923637444316,relative_humidity_150_mean,0.4629701422870475,-0.09883285995970667,0.22916870532794315,0.09500896433021798,-0.004130577094778606,-0.005397442815061068,-0.020233578130750902,-0.013941368876604205,-0.022586929086319537
8,-2.1150926338850566,relative_humidity_150_mean,-0.6786135067908062,-0.06249808976650244,-0.052806669979407,0.08219120928339038,0.061570742277693914,0.047321624931477006,-0.08973676713277763,0.04013173104856404,0.04037396944348329
11,-2.652832923386574,relative_humidity_150_mean,-0.14387212162763785,-0.292500811620539,-0.0264504689706557,0.14285963936038587,-0.027288433171419775,0.06331074754715771,-0.0021742204021261546,0.013153856801807981,-0.032414559482990726
12,-1.190020223626121,relative_humidity_150_mean,-0.1715890136579919,-0.3906074543059093,-0.06916773116672502,0.07465235712063234,-0.12637581131912018,-0.03162308154290163,0.03898867214047223,-0.07975945388694634,-0.05749517666398992
13,-3.0956135295807696,relative_humidity_150_mean,-0.054688345727595816,-0.008105185667915822,0.06438606851350834,0.1973170791718543,-0.03207808372249588,-0.024477965208533008,-0.024640892431201343,0.002861873528005289,0.026130239818528914
16,-4.0565815481847265,relative_humidity_150_mean,0.09106266565366089,-0.03899244702557637,0.17803844725653645,0.2227832438419562,0.005535319106261524,1.2968912833928648e-05,-0.024634003386005264,-0.006403554617736047,-0.000569427141660632
19,-2.3175552294875157,relative_humidity_150_mean,1.0803978176459839,0.22820283652073506,0.12314382021977721,-0.09560390831024064,-0.036596565162089735,0.02308252619566091,0.05227090754906987,-0.03181251559025971,-0.034958705597238376
21,-2.7426709712954236,relative_humidity_150_mean,0.8199630519234068,-0.042688358856631456,0.16602688751834377,0.06227736713457554,-0.027633355620924546,0.02493597349431409,0.029077688313769497,-0.011449801075008372,-0.010579558319970104
26,-2.4765816957538505,relative_humidity_150_mean,0.2608760944222553,0.2087067492983802,-0.1269799426736232,0.26242034825616345,0.10344907764506217,0.10607200098555938,-0.01463184904352972,0.06310906712990474,0.050036619380902723
27,0.9136360830050437,relative_humidity_150_mean,-0.8237605322918944,-0.6999680888936541,-0.927377873910625,0.07833691157145203,0.059848292080153076,0.1654918374787015,-0.003143805839381181,0.09558495924860809,0.0900493276480951
29,-1.4864708180094237,relative_humidity_150_mean,0.911050354750911,0.5303105737807599,-0.09475684907318525,-0.2783582127571394,0.10008965144700585,0.1642012419192313,-0.10123792784833739,0.029530399634369358,0.0719777483576522
31,-1.248606284516277,relative_humidity_150_mean,-0.1489497378801587,0.1852416818197369,0.295681907761208,0.025128996720856823,0.20356452114836998,-0.034930849397051336,0.006095130010121834,-0.0214141781668053,0.015416608405268576
32,-3.615913892374653,relative_humidity_150_mean,0.15047778518552235,0.24149595450839886,0.21529501626772152,0.0970792009561494,0.024325920529778375,0.029375073887996043,-0.020954041825606378,-0.013955379613280059,0.01686010134940858
33,6.026392608995819,relative_humidity_150_mean,-2.249915768428147,-0.4078795976463257,-0.022110372105810926,-0.2436404964783008,0.39995392584116396,-0.4777007675549585,-0.12879615958036653,-0.015877279688670455,0.2105272267444344
34,2.9986472680158416,relative_humidity_150_mean,-1.2849380075020418,0.46502928393514303,-0.6280447105310045,-0.6081266412104809,-0.42384736046918564,-0.2899196576005631,0.1563369025363856,0.28557821378626796,-0.0008034748795769258
38,6.019734477234404,relative_humidity_150_mean,9.223150435089257,-3.517351400824877,1.685986110001496,-1.3247292852748773,0.12956182945679645,0.02019569002081579,-0.06074624849584921,0.2281280890058124,0.11993398794833536
39,-2.025372522930556,relative_humidity_150_mean,0.0887831483974468,0.3118541971006512,0.0680396639129686,0.009744851595530875,0.08594533302482048,0.014290926263975086,-0.016613035667218702,0.03747949720444361,0.015476492163707688
43,-2.866618465989246,relative_humidity_150_mean,0.33969367977476167,-0.04175168922358671,0.09530894274855514,0.10104571905716048,-0.019378595043916907,0.02498905045141204,0.004549128148341884,-0.040317366390674875,-0.017036505542514232
44,-4.008856405291976,relative_humidity_150_mean,-0.2739930074901615,0.10753926878347882,0.1216351088711667,0.2650554480633447,-0.05904834170961237,0.013087384381394753,-0.06721656342177618,0.033373471321130214,0.030892387429455156
45,-3.721046648425401,relative_humidity_150_mean,0.8500647877104234,0.20010116658174662,0.013564064899145793,-0.25228410408379637,0.00761243240098237,-0.1056482084031655,0.011868479234032421,0.08394702309942005,-0.035930043672719236
46,-2.38746646049285,relative_humidity_150_mean,0.820130082053095,-0.007848323956551495,0.08814362305307608,0.025537366792166425,0.024467807159267725,-0.006710927753751419,0.0773226645102939,-0.0058542212115173815,-0.016473185499954343
47,19.004415626417618,relative_humidity_150_mean,-6.026002457241358,-1.2059131533362926,0.06781215957189532,1.0587367690411065,0.13730633607621145,-0.1760775236636157,0.42877083285762824,0.33474167313866265,-0.005095013574500904
48,-3.7116880667511936,relative_humidity_150_mean,0.055510457633393545,-0.07024531885736016,0.1541122956923304,0.21025393056842395,0.015526312222948525,0.017829322969650736,-0.038965895632869195,-0.007002067703332265,-0.009635280095418591
49,-2.143342121605662,relative_humidity_150_mean,-0.7762284549481422,-0.10180407971765124,-0.04317017893646555,0.16966314618489886,-0.12533667235653076,0.03637503605243425,-0.02423968274426418,0.003001091749875208,0.013170500220708538
50,0.27558551522673197,relative_humidity_150_mean,2.298249999134041,2.4713915513820117,-1.2575225067856202,-0.5284127377703075,-0.16824077564279996,-0.0005130233855774536,0.6109129054299327,-0.10054983172461858,0.15736587447930656
51,-0.7154891737713641,relative_humidity_150_mean,-0.11848467846854666,0.03773892483562036,-0.19530803608806988,-0.038406380459077634,0.2172184986224333,0.14669513811515122,0.14377904589132748,-0.06085433476446678,0.033060435541482226
53,-3.665828164523696,relative_humidity_150_mean,-0.705859876440969,0.029949351533689883,0.05516868369515511,0.33107128863240864,0.09266940801737912,0.020656757458228644,-0.09751261377113293,0.009140374613010116,0.04778394910832559
54,-3.0176144183387037,relative_humidity_150_mean,0.49845272438888705,0.3502878873353212,0.1043659105583508,0.009956276154468197,-0.011183951687585082,0.047592178996405124,-0.0243461014601419,-0.009367824783374038,0.013930126682132839
56,-2.9663277884062906,relative_humidity_150_mean,-0.6187194056277119,-0.2042057626059697,-0.1114672106362839,0.26403823578664953,-0.017830333613031903,0.0684878759513073,-0.050272211222293355,0.013260832911255512,0.0215361435659593
58,-4.225631172293404,relative_humidity_150_mean,0.058836269309999155,0.11816268098193065,0.23691212681585253,0.20210153230708813,0.0026145720986298173,-0.01799633199677242,-0.03957844174360364,0.005880798584065899,-0.002905610796012483
60,-4.407097313609711,relative_humidity_150_mean,-0.1845749817698194,0.21856942361041864,0.15973861948388088,0.25478310756771017,-0.018035868708223067,0.0007705959371564722,-0.04751938696290315,0.016314466532956193,0.02754973223636368
61,-4.192744707725486,relative_humidity_150_mean,-0.2328906538873455,0.053511357075082776,0.1342094528607,0.2704486495054984,0.004090186993042987,-0.0035029265908007386,-0.051537001025615585,-0.0036975971794165146,0.018504365032205417
62,3.721393686105929,relative_humidity_150_mean,1.083975206685122,-0.592144055074137,-1.0011243001233456,-0.001666497352859161,0.34437663940972013,0.03496299734557443,-0.0009765066979422068,0.25022215165781214,-0.17007399504671608
63,8.214817320393816,relative_humidity_150_mean,-6.603655078619335,0.8271924210570533,0.6319648641402762,-1.1238726399683292,-0.5325923465779985,-0.2856472818341179,-0.596162877164416,-0.09327593882995419,-0.04928142860026631
64,-3.15053348687624,relative_humidity_150_mean,-0.5254072061965401,0.1946716634064923,0.03716077521289654,0.1963470059587481,-0.03949988623623352,-0.05885082195895735,-0.023274833406926022,0.013295155675381061,0.014746299318521993
65,-2.050091000131821,relative_humidity_150_mean,-0.6000509343376575,-0.6953135389839314,-0.4517238879191668,0.3135466460387653,0.007095015550743535,0.1378584195585288,-0.0972520548384761,0.0969365131221128,-0.01165690943290229
66,10.848013686706523,relative_humidity_150_mean,-6.441394829412471,0.037382848792901706,2.787479849942534,0.07259329886838359,0.22820810239595188,0.4777524313105966,0.3348648721121018,-0.26885737264028614,0.0705726609092411
67,0.62284549040971,relative_humidity_150_mean,-1.7403408832872038,-0.01495262644960997,-0.28466683992480235,-0.061844138526186775,-0.2426883154808064,-0.2849544358122307,-0.13274419642701335,-0.033002838706437464,0.04864159638147729
68,4.110933091204529,relative_humidity_150_mean,1.4945160929064096,-1.1347544747487193,-0.5426597480296963,-0.43496604516449744,0.04503425278555889,0.19686386501578848,0.16584822045189468,-0.16464417772674783,-0.17672200244168565
69,-0.36673847975103946,relative_humidity_150_mean,1.375218573117753,-0.8468856441526251,0.05616221615406165,-0.36493629392713445,0.18467562279684183,0.04498778813417742,-0.11414993440545969,0.061729675029664414,-0.030362348723576245
71,5.293636093924705,relative_humidity_150_mean,-0.8054368641408842,0.19378639477220555,-0.04219127910681627,-0.2049373810637209,-0.6736890040827612,-0.4631362027444802,0.11784384245396917,-0.013320819457346394,0.0800606223921877
72,-0.5961150097064364,relative_humidity_150_mean,-1.0076315472437318,-0.4176902732094403,-0.353740570340709,0.15688856999807943,-0.5076967179356097,-0.36067646841472045,0.06203441321468971,-0.10116891196882807,0.019260624103374223
73,-0.6636129921468721,relative_humidity_150_mean,0.3706702171478458,-0.16715514881764823,-0.09186793645585505,0.26588595967646195,-0.24545914374829172,0.09614052797915029,0.1268075271436353,-0.06907438737351419,-0.07868463379055055
76,-3.204915935481393,relative_humidity_150_mean,0.32787903768505083,0.47440192612318866,0.19879513356940726,0.023124236554722143,0.09967146485012222,0.06838616591433022,-0.05542508061382564,0.011417018139226867,0.01992542975282715
77,-2.281701695806214,relative_humidity_150_mean,1.5481926733403453,-0.8457206655540725,0.43865351132352787,-0.14891341137894973,0.09233439366573956,-0.05409001818947969,0.06823593349310703,-0.09060693949247577,-0.11182272297802916
78,-1.711771336069424,relative_humidity_150_mean,-0.22682140076196006,0.17540973582784491,-0.026145497927222996,0.04230859626890338,-0.04222587473673449,0.04336169709493702,-0.011459209052915831,-0.005990433661007474,0.02563014350403884
79,-3.2621283666183722,relative_humidity_150_mean,0.28302523884194397,0.21402191938543677,0.22364609810800634,0.11114780267500142,-0.0023802602398067217,-0.0070276785108549416,-0.013671476323325039,0.011881559900064929,0.0067909563770306965
80,21.25386647793934,relative_humidity_150_mean,11.233467753806954,0.5716122147910712,-0.24670832709955057,1.427450754266379,-0.4580219688080327,0.03335498089477502,-0.25453242291489264,-0.1829805317483588,0.006663738762797174
81,9.969830830705877,relative_humidity_150_mean,1.7034472930382358,5.206514499917759,0.72359312903574,-0.2836845224590684,0.5774543204372715,0.07534531292450147,-0.24701498785544346,0.17786052736698452,-0.0993059557197867
82,-3.5450731443819747,relative_humidity_150_mean,-0.17468655893709795,-0.0022452885337683835,0.1170806400499217,0.16032585677321695,0.08752698852050139,0.016043638370789252,-0.04007920101467476,-0.018184904829485437,-0.0057002841222758395
83,-3.2938248158771786,relative_humidity_150_mean,-0.5533065853623853,0.03275026463238685,0.016097530082368132,0.2543552770989176,-0.09100298771500824,0.011282579309314356,-0.029929194591580333,-0.0006943706252527418,0.02646479416822848
85,1.5084291077492984,relative_humidity_150_mean,2.9330318604816186,1.4418648421747202,-0.33275806820211645,-1.182449731680856,0.05165750618034216,-0.0558084536451405,0.37455187596428396,-0.06833292159310883,-0.06342340903119129
86,-0.4746395443222708,relative_humidity_150_mean,1.5805658325346648,-0.8620498890469779,0.35622330599989893,-0.34087049844367306,-0.12772321450277924,-0.2261579906681305,0.17679164689944038,-0.20817431504032807,-0.14598089735903577
87,-4.197515213972018,relative_humidity_150_mean,0.016065344181813997,0.05369409477150406,0.15454678103922723,0.2456690186338778,-0.010826735790176685,0.01662674471633594,-0.04504876400770334,0.005319641564331716,0.013749175802719421
89,-2.728853553311813,relative_humidity_150_mean,0.10130477072273991,-0.2704363901716825,0.11471814610666993,0.14835827585832403,-0.04568424697177914,-0.03466009607942504,0.022262663629532577,-0.019484962045419617,-0.025024032758268054
