storm_index,PCA_1,variable,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
1,-7.618146138451223,2m_dewpoint_temperature_mean,1.2993070637201474,0.5296529771373159,1.4694722938990759,-0.4259936782262047,0.5925793744467835,0.19162413578404658,-0.037509908481327466,0.05063431482224754,-0.07059670270783357
2,-0.2983191875981138,2m_dewpoint_temperature_mean,0.9953452646228913,0.09935442391098563,0.1952128453935115,0.06661172393708964,-0.25577843025824903,-0.041966157019058425,0.026730936180222598,-0.06531556124457161,0.07353983217338232
3,-2.3647216961082758,2m_dewpoint_temperature_mean,2.795100243850743,-0.27388354835119655,0.6215223134693602,-0.19128979010493294,-0.11522485344103514,0.0819490760988969,0.1321546762772663,-0.04684771076258074,0.21584057333000575
5,-5.819135193964029,2m_dewpoint_temperature_mean,-0.1349126560023367,4.271158609877735,0.4368422970562634,-0.05612366199450632,-0.4112782891523607,0.08690081809165853,0.3036905180738597,-0.1610377572173688,0.01816735040040177
6,-2.3999213502304886,2m_dewpoint_temperature_mean,0.5958296103295871,-0.31602936432377654,-0.22696092939331047,0.039816718095584604,0.0817939351600736,-0.045303840858942915,0.10057820460472744,-0.04638342300398076,-0.09352001928750725
7,4.603629040553778,2m_dewpoint_temperature_mean,0.4250150466658394,0.0631988866557371,-0.6470114724217056,0.17457215095702197,-0.20135471131096658,0.12417802036140542,-0.0702319593680308,-0.018700136019944826,-0.04695739732223478
8,-0.9437166987139973,2m_dewpoint_temperature_mean,-3.2195752232162422,-1.423531666821871,0.4737958045330291,-0.39026386616740366,-0.2726960280840004,0.23354986725031548,0.11975863432721727,-0.2132991307793307,0.04771599397688602
11,3.440120984683857,2m_dewpoint_temperature_mean,-2.17296722539848,-0.9352428026143133,-0.16286090935450204,-0.38989206737409404,-0.12025916182144779,-0.230021150596336,-0.040950477204294844,0.021181876243342692,0.11793961009628785
12,5.941687130792695,2m_dewpoint_temperature_mean,-2.701980179689914,-0.8743741701108042,0.6109552024419368,0.48459126652649476,0.17689835541494997,-0.03188449302026651,0.0961533149889937,0.00016942755364665924,-0.018026748121407272
13,2.399196791440869,2m_dewpoint_temperature_mean,-3.9162112019418247,0.2032510713195676,-0.6756249712516983,0.2708083532671189,0.12491799979681666,0.03443724375296495,0.12912205594113182,-0.006096649065035957,-0.07342275161939958
16,3.7399881531376176,2m_dewpoint_temperature_mean,-0.8029485828578685,0.07690365885339663,-0.18870897314687105,0.05406105580832725,-0.017042151676443254,-0.020699976351203454,-0.10865823206493128,0.05730318422561101,-0.03711392071990067
