lon_east,lon_west,lat_north,lat_south,step
"403.80365","395.80365","70.754616","62.754616",129
"404.070952","396.070952","70.763064","62.763064",130
"403.636533","395.636533","70.140511","62.140511",127
"403.720092","395.720092","70.447563","62.447563",128
"404.929481","396.929481","70.935415","62.935415",133
"405.253407","397.253407","71.090869","63.090869",134
"404.338254","396.338254","70.771513","62.771513",131
"404.605556","396.605556","70.779961","62.779961",132
"406.325981","398.325981","71.360764","63.360764",137
"406.700306","398.700306","71.417984","63.417984",138
"405.577332","397.577332","71.246323","63.246323",135
"405.951657","397.951657","71.303543","63.303543",136
"408.162315","400.162315","71.057327","63.057327",141
"409.500409","401.500409","70.778564","62.778564",142
"407.187642","399.187642","71.297765","63.297765",139
"407.674979","399.674979","71.177546","63.177546",140
"413.275505","405.275505","70.120644","62.120644",145
"414.374413","406.374413","70.020248","62.020248",146
"410.838504","402.838504","70.499802","62.499802",143
"412.176598","404.176598","70.221039","62.221039",144
"417.105962","409.105962","69.878848","61.878848",149
"417.922283","409.922283","69.858345","61.858345",150
"415.47332","407.47332","69.919853","61.919853",147
"416.289641","408.289641","69.89935","61.89935",148
"422.181171","414.181171","69.525337","61.525337",153
"419.341912","411.341912","69.747342","61.747342",151
"420.761542","412.761542","69.63634","61.63634",152
"399.538254","391.538254","67.563721","59.563721",118
"401.416916","393.416916","68.367956","60.367956",121
"401.849968","393.849968","68.57725","60.57725",122
"400.261059","392.261059","67.861191","59.861191",119
"400.983864","392.983864","68.158661","60.158661",120
"403.129657","395.129657","69.484487","61.484487",125
"403.552975","395.552975","69.833458","61.833458",126
"402.28302","394.28302","68.786545","60.786545",123
"402.706338","394.706338","69.135516","61.135516",124
"309.152171","301.152171","46.746219","38.746219",1
"309.283437","301.283437","46.835041","38.835041",2
"309.020905","301.020905","46.657398","38.657398",0
"310.288482","302.288482","47.137839","39.137839",5
"310.725372","302.725372","47.244827","39.244827",6
"309.414703","301.414703","46.923862","38.923862",3
"309.851593","301.851593","47.03085","39.03085",4
"313.175995","305.175995","47.655472","39.655472",9
"313.548248","305.548248","47.797783","39.797783",10
"311.542246","303.542246","47.381709","39.381709",7
"312.359121","304.359121","47.51859","39.51859",8
"313.896108","305.896108","48.048471","40.048471",13
"313.499461","305.499461","48.014536","40.014536",14
"313.920502","305.920502","47.940094","39.940094",11
"314.292755","306.292755","48.082405","40.082405",12
"312.051727","304.051727","47.689238","39.689238",17
"311.526184","303.526184","47.543556","39.543556",18
"313.102814","305.102814","47.980602","39.980602",15
"312.577271","304.577271","47.83492","39.83492",16
"313.850128","305.850128","47.912533","39.912533",21
"314.993072","306.993072","48.313571","40.313571",22
"312.300832","304.300832","47.666548","39.666548",19
"313.07548","305.07548","47.789541","39.789541",20
"318.264496","310.264496","49.376077","41.376077",25
"319.25003","311.25003","49.636507","41.636507",26
"316.136017","308.136017","48.714608","40.714608",23
"317.278961","309.278961","49.115646","41.115646",24
"322.03655","314.03655","50.231101","42.231101",29
"322.937042","314.937042","50.398182","42.398182",30
"320.235565","312.235565","49.896938","41.896938",27
"321.136057","313.136057","50.064019","42.064019",28
"326.750397","318.750397","51.302715","43.302715",33
"328.148448","320.148448","51.5702","43.5702",34
"324.20816","316.20816","50.699693","42.699693",31
"325.479279","317.479279","51.001204","43.001204",32
"332.479706","324.479706","52.350424","44.350424",37
"334.014862","326.014862","52.595678","44.595678",38
"329.546499","321.546499","51.837686","43.837686",35
"330.94455","322.94455","52.105171","44.105171",36
"338.591217","330.591217","53.263398","45.263398",41
"340.111816","332.111816","53.474632","45.474632",42
"335.550018","327.550018","52.840931","44.840931",39
"337.070617","329.070617","53.052165","45.052165",40
"345.11087","337.11087","54.558563","46.558563",45
"346.599487","338.599487","54.814777","46.814777",46
"341.778167","333.778167","53.835942","45.835942",43
"343.444519","335.444519","54.197253","46.197253",44
"348.088104","340.088104","55.070992","47.070992",47
"349.576721","341.576721","55.327206","47.327206",48
