lon_east,lon_west,lat_north,lat_south,step
"295.917043","287.917043","50.93196","42.93196",1
"296.46757","288.46757","51.204309","43.204309",2
"295.366516","287.366516","50.659611","42.659611",0
"297.867604","289.867604","51.655514","43.655514",5
"298.292358","290.292358","51.744942","43.744942",6
"297.018097","289.018097","51.476658","43.476658",3
"297.442851","289.442851","51.566086","43.566086",4
"300.277832","292.277832","52.318005","44.318005",9
"301.041036","293.041036","52.584825","44.584825",10
"298.954183","290.954183","51.935963","43.935963",7
"299.616007","291.616007","52.126984","44.126984",8
"303.078379","295.078379","53.349296","45.349296",13
"303.589315","295.589315","53.580128","45.580128",14
"301.80424","293.80424","52.851645","44.851645",11
"302.567444","294.567444","53.118465","45.118465",12
"305.034353","297.034353","54.159416","46.159416",17
"305.501404","297.501404","54.333645","46.333645",18
"304.10025","296.10025","53.810959","45.810959",15
"304.567301","296.567301","53.985188","45.985188",16
"307.294281","299.294281","55.121925","47.121925",21
"308.185893","300.185893","55.457657","47.457657",22
"306.09903","298.09903","54.596405","46.596405",19
"306.696655","298.696655","54.859165","46.859165",20
"311.402974","303.402974","56.507413","48.507413",25
"312.836833","304.836833","56.885707","48.885707",26
"309.077504","301.077504","55.793388","47.793388",23
"309.969116","301.969116","56.12912","48.12912",24
"316.324605","308.324605","57.747472","49.747472",29
"317.351562","309.351562","57.989208","49.989208",30
"314.270691","306.270691","57.264","49.264",27
"315.297648","307.297648","57.505736","49.505736",28
"320.633423","312.633423","58.76403","50.76403",33
"322.957113","314.957113","59.591054","51.591054",34
"318.445516","310.445516","58.247482","50.247482",31
"319.539469","311.539469","58.505756","50.505756",32
"329.260356","321.260356","62.327751","54.327751",37
"330.916219","322.916219","63.410401","55.410401",38
"325.280802","317.280802","60.418078","52.418078",35
"327.604492","319.604492","61.245102","53.245102",36
"334.55302","326.55302","65.338219","57.338219",41
"335.543488","327.543488","65.760803","57.760803",42
"332.572083","324.572083","64.49305","56.49305",39
"333.562551","325.562551","64.915634","56.915634",40
"338.476929","330.476929","66.246456","58.246456",45
"340.227163","332.227163","66.101757","58.101757",46
"336.521302","328.521302","65.922687","57.922687",43
"337.499115","329.499115","66.084572","58.084572",44
"345.432638","337.432638","65.709307","57.709307",49
"347.137644","339.137644","65.606256","57.606256",50
"341.977397","333.977397","65.957058","57.957058",47
"343.727631","335.727631","65.812359","57.812359",48
"351.716166","343.716166","65.411606","57.411606",53
"348.842651","340.842651","65.503204","57.503204",51
"350.279409","342.279409","65.457405","57.457405",52
