storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7
1,surface_pressure_min,-0.14649848297408116,0.5729059597610069,-0.35561938492602485,-1.1569558185407882,0.7047832295149076,0.010972529340659301,-0.5805815377738566
2,surface_pressure_min,-2.509878254995074,-0.026447084846471798,-0.27484350151790277,0.2844603104719594,-0.16865842024681074,-0.15870248001646414,-0.28149304283546567
3,surface_pressure_min,0.07530439324519503,0.29465504582455465,-0.04890286258129875,-1.945934955602973,1.1563136928200117,-0.07522655481647729,-0.4009828846953541
5,surface_pressure_min,2.583827791721985,-0.9997967873654657,0.04399371607257855,-3.5021350924305996,1.2197252888483043,-0.07635518319800716,1.45085378584759
6,surface_pressure_min,-4.380678118306684,-1.5073360360284305,-0.20987338329795108,0.37232221043414354,-0.5667954018668654,-0.24636034627211234,-0.1871060042741054
7,surface_pressure_min,-4.383271287895436,-1.779880977483344,-0.0588328453238959,0.5669288077430814,-0.5612371775471339,-0.1546858507628007,-0.4786695955446729
8,surface_pressure_min,-0.08959338526170182,0.46714485602037054,0.6584319230629178,1.393596949351469,-0.6908691866091897,-0.25368424364977576,-0.12318637053461218
11,surface_pressure_min,-2.87968345326604,-0.44518216292832097,-0.16383382635288218,0.593832822228861,-0.6777751506153495,-0.264671837777429,-0.20026862539962162
12,surface_pressure_min,-1.2823332975773105,-0.8143549140935357,0.2815202928054701,0.22874681235813535,-0.4323583857269764,-0.22521178242869747,-0.16073273033590202
13,surface_pressure_min,-4.223815123437022,-1.9432272607579553,-0.1546217350142305,-0.22138216460700866,-0.30555008396791705,-0.2701253797370686,-0.1449410592597451
16,surface_pressure_min,0.2657973681335791,-1.1925271838226537,0.4791546154585912,-0.8574715107655826,0.021107458640773166,-0.05398142546634892,-0.05155616457185986
19,surface_pressure_min,0.36712747227588904,0.26930367949846495,0.26788703656857304,-1.173420008491805,1.4618289036768541,0.15350318538961633,0.16959588834458192
21,surface_pressure_min,3.7611209675995054,2.79777002251095,0.10627984197841388,0.8671677987266175,-0.42997039162611167,-1.3031823946430714,0.3454552777286251
26,surface_pressure_min,-0.7827840726757678,-0.6040811610048852,-0.2913213168088348,-0.651861904726793,-1.206320022046597,1.7037630455079054,0.060845735935122276
27,surface_pressure_min,0.03383384176782728,-1.1012201868362805,0.4813520924623426,-0.7296243220570369,0.062248912872836036,-0.11710643484030729,-0.043027886399415294
29,surface_pressure_min,-1.623885469170081,-0.4370069737550854,0.14200533658511014,0.645338162067119,-0.9068817251001082,-0.32023483368408295,-0.19418790389115556
31,surface_pressure_min,-3.6005563549919737,-1.34668569355019,0.03637159960566685,0.5476941302424099,-0.4843543715234312,-0.17127558798894463,-0.24611767123483422
32,surface_pressure_min,-1.8745120903311654,0.17694217845086857,-0.33387862279521957,-1.6582506427301267,1.5762067579164847,0.19069473921801403,-0.1693843159298836
33,surface_pressure_min,-1.7244692495904244,0.27354383373510704,0.05853998336893956,1.1699738356271172,-0.8367575767753218,-0.21861341433741044,-0.3380038837667301
34,surface_pressure_min,-0.7660292107083619,0.10142341063453252,0.12225458589206538,0.29822529747781723,-0.30211505741187145,-0.2171715329097254,-0.11858767562926263
38,surface_pressure_min,-3.471099333946896,-1.5206925160744151,-0.07844301196682768,0.1360715989109442,-0.510278717336642,-0.26032429729427237,-0.19841492627537388
39,surface_pressure_min,-2.589624521648738,-0.11113055513841966,-0.04741393823246003,1.075692982068587,-0.7145614139388783,-0.3496067944481299,-0.28097903403686925
43,surface_pressure_min,3.596561646136376,2.7497898998392145,6.7289206976690386,3.5488984737509184,2.8472997480749185,-0.0850252102172363,1.3023537948250516
44,surface_pressure_min,1.5123624008093621,-0.2161439595314446,0.9502992549201074,0.038848307320962346,-0.1206139295866139,-0.1451618441069056,-0.1534304811875509
45,surface_pressure_min,-1.8276017210973807,-1.3243022841097047,-0.05801040522770067,-0.48016643311470886,-0.17899427437380466,-0.2073611138835845,0.012926907407154268
46,surface_pressure_min,-1.4483850228554451,-1.5413005053543654,0.4673744808400881,-0.0006325686457319361,-0.5195545748716567,-0.15636818762929403,-0.20304570909046424
47,surface_pressure_min,-4.83315551848227,-1.1204824207920496,-0.429311611773018,0.37688895179234644,-0.5500149582500147,-0.3714066144782859,-0.17199310420219294
48,surface_pressure_min,-0.982970676821127,-0.034785179067363295,0.09241708205300961,0.29607135417096625,-0.5803967614880392,-0.25479071973520706,-0.11688965645626848
49,surface_pressure_min,-4.03868757719465,-0.9181728087522398,-0.3930970787772083,0.3651562263931317,0.030956873784191496,-0.007615986534567604,0.3351509598213055
50,surface_pressure_min,-4.143553697430677,-1.120763073280178,-0.4764084848800909,0.3088093467690616,-0.3528356662918717,-0.10099608692156901,0.07323772459518968
51,surface_pressure_min,-2.8585833868990793,0.08245991570146576,-0.134504134794623,1.3819834973312457,-0.934179333457882,-0.26797442271912564,-0.3155161798838425
53,surface_pressure_min,3.188077490785978,8.317668604942542,-3.8352404301184486,1.8048819432594816,0.7760826657767139,-1.5993288286000071,0.3129735172330284
54,surface_pressure_min,1.1204781364193173,-0.25632495691619456,0.8576982537060227,-1.181881454797289,1.7147558855253444,0.4013755393006146,0.253170316614739
56,surface_pressure_min,0.6516774376890622,-0.819179834225935,0.8259585822759798,-0.16966500319099362,-0.30423249451403844,-0.20073048565882454,-0.10419268676499416
58,surface_pressure_min,3.190190935443078,5.520054433724472,-3.672698266707305,-0.9248628191282428,-0.06300800456712012,0.7837181877161111,-0.11893733456222766
60,surface_pressure_min,0.8485152329704878,-0.07436064091373061,0.4158316776704899,-0.5928646475343279,1.147332469958175,0.29891092863438995,0.8035773313012009
61,surface_pressure_min,3.879974238108697,5.494833794401909,-2.082351577583366,1.5088318487909316,0.42624350629793245,-1.154896365118754,1.128228188957415
62,surface_pressure_min,-0.1746178810588981,-0.14641139390963395,0.05981917073777061,-1.8322316922871218,1.509980332282895,0.14869400826334572,-0.14302589598959295
63,surface_pressure_min,-3.0884315313254933,-0.08990176688712048,-0.4027107169196751,0.8057107994147494,-0.7825033135441892,-0.23485334744916433,-0.2060891002010286
64,surface_pressure_min,-3.095815589467312,-0.4668434598778656,-0.3285167073805148,0.4594800842579853,-0.49266033762123757,-0.40714923126438857,-0.15699128099208393
65,surface_pressure_min,-1.88926799207421,0.0011835946889628068,0.340102977166464,1.0511114949066442,-0.25985740436033533,-1.134855161922142,0.0023553435738894756
66,surface_pressure_min,-1.598809850408144,-0.05594532558824945,0.10990336319669027,-1.6967770604893082,0.08866178837453452,-0.45085932283775926,-0.15937210046617636
67,surface_pressure_min,1.8203294451287864,3.4233429448905457,-1.5410539864375032,0.8638941953438651,-2.432251149555968,1.195703623888773,-0.2465367546073977
68,surface_pressure_min,-2.2383979300740418,-0.06024542684765199,-0.5287836493755889,-1.9060492219646383,1.7341354586019102,0.2760162247699937,0.013572473710701841
69,surface_pressure_min,1.3688009797437872,4.141729220858492,-2.1750049601550416,-1.0599063776332855,-1.5206551137804512,3.092499690320695,-0.06442817219520895
71,surface_pressure_min,-4.00898666483285,-1.2948636682836787,-0.2558842969087042,0.21934327789609723,-0.4735399048316643,-0.2973544982354759,-0.15320302646166276
72,surface_pressure_min,2.473089434983487,2.636818211727441,9.987816675310507,2.944459366911572,0.0028848829313787624,1.5761211538761355,-1.3253555525868124
73,surface_pressure_min,11.542908160176342,-7.254616352349267,-6.002417822153756,6.8014059305147505,3.4661988946761024,1.0795953821764255,-1.3705383390894774
76,surface_pressure_min,0.099933462718012,0.13471682795399467,-0.38078666857756366,-2.386828254631748,1.7911431709192436,0.18196711884130054,-0.008522698400783115
77,surface_pressure_min,-2.1941374546965062,-2.2706798484548965,0.1637511774613262,-1.15644231731562,0.08168628297561424,-0.20152610912094698,0.07748316480463785
78,surface_pressure_min,0.6530095546390773,0.42884330733729636,0.27157640900615143,0.35730393414534617,0.41154103531918523,0.13287400022088844,0.6303980559124691
79,surface_pressure_min,-1.5877454858014046,0.2247187580936527,-0.10030488278303455,-0.4276344046382472,0.4045430605729773,-0.029481598770859364,0.06424704637021915
80,surface_pressure_min,-1.6164620452767788,-0.750884115869362,0.027371482214689723,-1.2338925678598982,0.5390709025574129,-0.14426721788355973,-0.37331642642293383
81,surface_pressure_min,-2.206819338890564,-0.5203478399304291,-0.17315880766055608,0.2071385959630048,-0.8829226641211121,-0.3232786888766102,-0.11268513313107273
82,surface_pressure_min,-0.8813778201970464,2.7150600310252337,-1.4555620585262987,-0.41889210088533246,-0.41816391893229754,2.5580552530242575,0.37067568056414346
83,surface_pressure_min,0.2242270154599479,0.34808179949775303,0.31486583583479644,0.43209215930170625,0.7399165933477613,0.3745150293772512,0.6740864758028351
85,surface_pressure_min,0.2311390754705683,0.18435668872572927,-0.16114254338782777,-2.788081004892973,1.9060780538943893,0.17604220818253025,0.05936804605009716
86,surface_pressure_min,5.603620757747327,4.3164276953422664,-0.3857083730276589,2.3168713358157773,-1.277746967919611,-0.7592019919996713,0.08318503281735325
87,surface_pressure_min,2.490002470534017,-0.891351203636034,1.1141356217837253,-0.7265943265386062,0.1422785707359271,-0.07525676210521944,0.19873322105589833
89,surface_pressure_min,11.252256443981146,-7.271655894445844,0.3163532105721972,0.9517232483801029,-2.78887171726128,0.48702754711116214,3.161398191541109
90,surface_pressure_min,-1.5371964562694944,-1.0729678754371204,0.05024896873660127,0.10940519693148121,-0.36088757381778963,-0.07475572954163508,-0.14993413153439256
93,surface_pressure_min,23.266266738176736,-1.205540911967315,1.509313293536768,-4.577369214475789,-1.8287284418342122,-1.1796350725055387,-1.888446489521931
95,surface_pressure_min,-3.520717543935443,-1.066134475073695,-0.29130734658008534,0.12744660290618126,-0.04590283357639202,-0.22139842277261157,0.1567994053224669
