storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5
1,2m_temperature_std,4.936682287706666,-2.6394799603324195,1.6511739600340631,0.05150023583539167,-0.35021369125844215
2,2m_temperature_std,5.342036846994961,1.4351088650644375,-0.20422744005194465,-0.5045838272975698,0.22046542615420975
3,2m_temperature_std,4.448594769026442,0.06217182885440384,-0.6213995204698313,0.19031671365560227,-0.3185558042767883
5,2m_temperature_std,10.918478624348582,0.7050959115571577,-1.8497798491850612,-0.30479810655993417,0.7320857353541027
6,2m_temperature_std,6.232204036578869,0.4492331661889572,1.1483493641522806,-1.567046312742365,0.29961310049005224
7,2m_temperature_std,-3.4247119214740116,-0.4122285928297888,0.635858569285995,-0.0185130391637185,-0.10723424161079825
8,2m_temperature_std,1.0986435553385878,-4.245218517007153,-1.1458830705702876,0.16241766034888883,-0.2158408960184898
11,2m_temperature_std,-3.134892366516424,0.20012171430484524,0.4803542570172475,-0.0984082777109591,-0.14699693109845968
12,2m_temperature_std,-5.6155081198547805,1.2105308458328876,-0.36591966115221836,-0.40877035252651334,0.17635082936439075
13,2m_temperature_std,-4.301244547585502,2.816274885702512,-0.33593187908902505,0.6694784977316591,-0.17091587728809318
16,2m_temperature_std,-1.1926250044807574,1.067843707836162,0.47893021994921237,-0.1420745937526665,-0.2240659863278332
19,2m_temperature_std,-0.3549078209442207,0.3619892345893523,1.0846987102521586,0.9417971953709159,-0.33282216630954464
21,2m_temperature_std,-8.9980841320119,-1.1654832978591496,1.3058424725538245,-0.6293073941042565,-0.09884874423082043
26,2m_temperature_std,-8.519388353751664,-1.083806940378271,-0.3200772229026963,-0.308474836046338,0.6350160095784317
27,2m_temperature_std,-4.937874525666091,0.3227393216034699,-1.3094555577600528,0.24219578409152714,-0.5149131149045622
29,2m_temperature_std,5.53071189343345,1.1673834817195958,-1.1217617554810835,-0.6132258152852816,-0.22718027250030315
31,2m_temperature_std,-3.8343378233351757,0.45035782406718156,-0.5892266263677246,0.1861848900173525,-0.23885824752261448
32,2m_temperature_std,1.5520427869192808,-0.7689867130135648,-1.2651892132897387,-0.047346347871238044,0.08929072758936468
33,2m_temperature_std,3.539702926394687,1.096401740676385,-2.121701255257908,-0.10172600446060134,0.13043665799707457
34,2m_temperature_std,6.987279086829187,0.33234131742640244,1.535529465328784,0.08527385344651316,-0.7184611283516372
38,2m_temperature_std,1.8758956342742619,0.8357914487402104,-1.4275213621085823,0.17671957669160926,-0.4311272378861345
39,2m_temperature_std,1.8122477107861672,0.3561109869145177,0.5060459194983568,-0.5086206865624666,-0.5106555995273399
43,2m_temperature_std,-3.3502476654610134,4.917231971178863,0.14900535593841607,-1.1749015202140571,-1.0787550856849109
44,2m_temperature_std,-2.366252148576447,-2.8160845029008112,0.08122698267635124,0.21960775474726066,0.5179951019998145
45,2m_temperature_std,-7.461638342446254,0.9227221029288724,-0.5506471592854159,0.11349377987924722,-0.6858056192612627
46,2m_temperature_std,-5.359087953751372,-0.9530485878468143,0.6549032015351105,-0.2927203691153074,0.27700792364307253
47,2m_temperature_std,4.51061634147836,-1.4388025035845187,-0.17288773721383832,-0.8282438245087628,0.06500818954003834
48,2m_temperature_std,0.9460059558139621,-0.059595506958359204,1.7354421513819105,-0.15919537669250175,-0.5044149550311684
49,2m_temperature_std,-0.47170682096371896,-0.0863559336673796,-1.165473286647239,-0.33218538075742354,-0.09118260647287084
50,2m_temperature_std,-2.834099501097504,0.025204538116894607,-0.3072244891446549,-0.25446642998929625,0.009944135616117475
51,2m_temperature_std,0.8557953259199715,0.22829401781915193,-1.3049885477126613,-0.8056287213527348,-0.12326549985066987
53,2m_temperature_std,-1.3568218755304446,-1.6666674217186048,2.286783546928332,-0.934380118757168,1.382635309775314
54,2m_temperature_std,2.92035589247137,-0.6197229548460972,1.076569694362259,0.32117211578712945,-0.3894130368958695
56,2m_temperature_std,-4.369341984619151,-3.6424730323776964,-0.5054721933861646,0.16363577209612018,-0.11080668258549506
58,2m_temperature_std,3.7079004396773905,-1.775853167030822,2.8928182002748417,0.14929166197804822,0.8887713420455672
60,2m_temperature_std,0.5840472979679838,-0.5305046951183858,0.09693557878793148,1.7153794028467013,-0.918470336732645
61,2m_temperature_std,-1.2942383049664048,-0.15847224652420266,0.8138044827080655,1.0952853270385197,0.1830004334720452
