storm_number,variable,PCA_1,PCA_2
1,relative_humidity_950_max,9.349379637159098,0.32366052566144266
2,relative_humidity_950_max,5.9016771720061145,1.4781749582022972
3,relative_humidity_950_max,-1.6524573565180987,1.9929482852367828
5,relative_humidity_950_max,-5.20833627138242,0.5440889904452919
6,relative_humidity_950_max,-4.77421067569507,1.301638308922522
7,relative_humidity_950_max,-1.4703758492683223,0.30664972461697665
8,relative_humidity_950_max,-4.028560021256313,-1.868468281714118
11,relative_humidity_950_max,-1.758816933301627,-1.072416409612326
12,relative_humidity_950_max,-1.386570987000945,-1.3334726452155574
13,relative_humidity_950_max,-1.4427124821774908,-1.606028466229223
16,relative_humidity_950_max,1.5804086806747752,-0.3329432351911024
19,relative_humidity_950_max,10.88563481570167,1.41592097850055
21,relative_humidity_950_max,1.6218421831085312,0.9399582030592513
26,relative_humidity_950_max,-2.95931571322611,1.126969128710622
27,relative_humidity_950_max,0.3638772918438358,-1.6958874929684415
29,relative_humidity_950_max,3.3609271863293744,-2.5173985095393574
31,relative_humidity_950_max,0.8048496759126752,-1.5228883327076403
32,relative_humidity_950_max,-5.187025422098756,2.014516326586349
33,relative_humidity_950_max,-0.9940386152773951,-0.7065800164464586
34,relative_humidity_950_max,5.002150599761588,-7.284832046857986
38,relative_humidity_950_max,8.489027866417466,-2.5841161052770003
39,relative_humidity_950_max,-1.4845529272239617,0.0940114572951721
43,relative_humidity_950_max,2.6440863452399124,2.0517953028874074
44,relative_humidity_950_max,-4.050492372545265,0.2285381659925557
45,relative_humidity_950_max,-5.513115923188496,2.427287298723745
46,relative_humidity_950_max,-5.133616778557313,0.9991718522252477
47,relative_humidity_950_max,1.8577296726305859,-1.0566699731486644
48,relative_humidity_950_max,-4.1035394737308,1.0247272613375271
49,relative_humidity_950_max,-3.485600933640894,0.4636030106557771
50,relative_humidity_950_max,-2.8435440056936208,1.1160409311113335
51,relative_humidity_950_max,4.255377773259765,-3.8553144283444647
53,relative_humidity_950_max,-4.143358393021586,0.596622138549778
54,relative_humidity_950_max,-1.3750133652033345,0.45375595963216747
56,relative_humidity_950_max,1.0869947292023932,-1.9604436301606059
58,relative_humidity_950_max,-5.4569978576364,2.7953999680879407
60,relative_humidity_950_max,-4.84960398377234,0.8074521205051273
61,relative_humidity_950_max,-6.177633237944305,1.673903809554805
62,relative_humidity_950_max,0.32743886693163426,1.151960177777159
63,relative_humidity_950_max,-1.3994242291704606,-3.1286036416050864
64,relative_humidity_950_max,2.0638691752805465,-4.366780229388659
65,relative_humidity_950_max,7.636647199899504,-6.561382914291497
66,relative_humidity_950_max,9.95795932904471,-3.130925943002886
67,relative_humidity_950_max,-3.3715584282922437,-0.4808436022480998
68,relative_humidity_950_max,11.550934361795623,-1.4839411895783698
69,relative_humidity_950_max,1.0882927115339862,0.3159326550166805
71,relative_humidity_950_max,-1.0421613798959906,-0.40492577745500474
72,relative_humidity_950_max,-2.9115689548827293,0.08442592606974399
73,relative_humidity_950_max,1.9186533763170552,0.6807227188933987
76,relative_humidity_950_max,-4.040614184222344,1.4044666479498766
77,relative_humidity_950_max,-3.032487401395972,1.2348331630490126
78,relative_humidity_950_max,4.061269460437985,-1.385583859010686
79,relative_humidity_950_max,-2.5528098337395178,-0.20887525751673677
80,relative_humidity_950_max,-3.9625580449560656,1.0652627604468503
81,relative_humidity_950_max,-5.428132291979544,0.6686342754899236
82,relative_humidity_950_max,-4.024690169995926,-0.274710994011079
83,relative_humidity_950_max,-6.039362246634868,0.7468178175625576
85,relative_humidity_950_max,2.1352618208930405,6.891690403864673
86,relative_humidity_950_max,22.867066373036973,10.77447720782943
87,relative_humidity_950_max,-5.163895208747729,1.9257591932793805
89,relative_humidity_950_max,3.2469887964071793,2.04487202896476
90,relative_humidity_950_max,-1.5183216161967248,-0.6462220210356419
93,relative_humidity_950_max,2.904710049947023,-2.6736958697951736
95,relative_humidity_950_max,-2.995981581302067,-1.0227388103422597
