time_step,variable,PCA_1,PCA_2,PCA_3
1,mean_top_net_short_wave_radiation_flux_max,-3.0229961620557213,5.789668092320706,-3.9224077220187232
2,mean_top_net_short_wave_radiation_flux_max,-4.869792655713302,4.00304213916417,-3.4668745878217253
3,mean_top_net_short_wave_radiation_flux_max,-5.887379007351132,1.507887398104749,-1.5167567547963539
4,mean_top_net_short_wave_radiation_flux_max,-5.998065294502207,-0.699064211136761,0.5276576888506795
5,mean_top_net_short_wave_radiation_flux_max,-5.717496142692738,-2.38845347012905,1.8455462971931955
6,mean_top_net_short_wave_radiation_flux_max,-5.044564978348481,-3.660742384814351,2.3944496553284025
7,mean_top_net_short_wave_radiation_flux_max,-3.4453145557302864,-5.069406747144413,1.9931116976274044
8,mean_top_net_short_wave_radiation_flux_max,-1.1784310240689388,-5.731006957879423,0.9566377552341127
9,mean_top_net_short_wave_radiation_flux_max,1.1302736522170675,-5.584840820502243,-0.306841990626279
10,mean_top_net_short_wave_radiation_flux_max,3.374389712216681,-4.820888893003802,-1.7431414310328888
11,mean_top_net_short_wave_radiation_flux_max,5.0224612030233375,-3.7251782982164063,-2.6851149662340212
12,mean_top_net_short_wave_radiation_flux_max,6.079557595989807,-2.4376903016214126,-2.7487583766276398
13,mean_top_net_short_wave_radiation_flux_max,6.658292913866644,-1.107743152933036,-1.8931717827457368
14,mean_top_net_short_wave_radiation_flux_max,6.810709294060238,0.8125333989955533,0.20447029134713401
15,mean_top_net_short_wave_radiation_flux_max,6.17305256500273,2.639107318632872,2.631972977104758
16,mean_top_net_short_wave_radiation_flux_max,5.011156175879518,4.20121157411339,4.348523498954536
17,mean_top_net_short_wave_radiation_flux_max,3.832660977283981,5.318124401705767,5.035144135005121
18,mean_top_net_short_wave_radiation_flux_max,2.8586223018553567,6.1138906933794335,4.772424293730635
19,mean_top_net_short_wave_radiation_flux_max,1.9818178016020174,6.783513786682765,3.5890381436180805
20,mean_top_net_short_wave_radiation_flux_max,1.0023040047928349,7.172388846872918,1.8944371447089714
21,mean_top_net_short_wave_radiation_flux_max,-0.14072534248693372,7.344238002837181,-0.2833254687289403
22,mean_top_net_short_wave_radiation_flux_max,-1.269789408593248,7.061730741040618,-2.3105925881510716
23,mean_top_net_short_wave_radiation_flux_max,-2.690145950612574,6.263569267446768,-3.825517470340437
24,mean_top_net_short_wave_radiation_flux_max,-4.441650817384429,4.555905218624119,-3.966156613308534
25,mean_top_net_short_wave_radiation_flux_max,-5.738815610460247,2.3358031959052754,-2.4807268955748727
26,mean_top_net_short_wave_radiation_flux_max,-6.269198791023375,-0.04186285030127489,-0.4016348309224586
27,mean_top_net_short_wave_radiation_flux_max,-6.109990085707864,-1.8754866771617282,1.3489206135236285
28,mean_top_net_short_wave_radiation_flux_max,-5.414811583384539,-3.353466697309364,2.416089350901669
29,mean_top_net_short_wave_radiation_flux_max,-4.471374853569283,-4.444259111872244,2.601934829037126
30,mean_top_net_short_wave_radiation_flux_max,-2.946816153480692,-5.403317734999495,2.062476532492189
31,mean_top_net_short_wave_radiation_flux_max,-0.7953906099283218,-5.944919232493282,0.9863386624618895
32,mean_top_net_short_wave_radiation_flux_max,1.894160281730721,-5.760418122247821,-0.563037212631753
33,mean_top_net_short_wave_radiation_flux_max,4.241444870298564,-4.722033221820957,-2.044756162555396
34,mean_top_net_short_wave_radiation_flux_max,5.824276780699269,-3.2713484162258273,-2.6394047543025834
35,mean_top_net_short_wave_radiation_flux_max,6.688810988494068,-1.7375679331534941,-2.072418290461758
36,mean_top_net_short_wave_radiation_flux_max,6.868757908081467,-0.12291884085989134,-0.7385356682383647
